0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
25/12/2010,117.56(114.09),72.56(72.69),104.40(108.90)
18/12/2010,116.65(117.71),72.08(78.17),105.72(108.37)
11/12/2010,118.28(118.33),70.89(80.98),107.35(112.18)
04/12/2010,123.83(120.22),71.44(80.57),112.08(111.53)
27/11/2010,122.77(122.43),70.31(80.15),110.21(112.18)
20/11/2010,124.84(125.09),71.89(79.36),112.40(112.34)
13/11/2010,124.40(125.23),73.02(80.27),113.79(118.69)
06/11/2010,129.49(125.11),73.68(76.82),116.41(114.43)
30/10/2010,126.49(121.10),70.86(76.90),113.89(110.19)
23/10/2010,117.10(123.59),70.65(80.54),102.81(114.06)
16/10/2010,142.76(126.84),73.10(73.34),112.60(120.38)
09/10/2010,127.17(121.91),70.75(83.34),115.89(113.04)
02/10/2010,125.16(N.S.),70.63(85.22),113.92(85.22)
25/09/2010,127.16(119.21),70.05(84.52),116.08(110.87)
18/09/2010,127.20(118.73),74.88(84.38),114.90(110.42)
11/09/2010,130.24(119.84),68.39(82.16),113.39(108.25)
04/09/2010,128.27(121.16),62.63(74.97),111.18(110.82)
28/08/2010,129.90(117.24),53.25(82.51),114.39(108.39)
21/08/2010,131.35(119.45),60.69(81.07),112.10(109.12)
14/08/2010,130.06(117.71),60.74(81.26),110.76(109.91)
07/08/2010,128.42(117.76),60.89(81.66),111.25(110.52)
31/07/2010,128.99(117.21),60.04(73.21),108.55(110.97)
24/07/2010,126.35(115.34),60.88(85.73),106.17(108.31)
17/07/2010,126.77(115.98),61.10(83.57),106.51(106.48)
10/07/2010,128.03(122.42),59.49(81.52),105.86(108.62)
03/07/2010,127.01(126.16),57.92(81.59),101.28(111.76)
26/06/2010,124.90(126.98),57.50(84.91),102.13(112.31)
19/06/2010,120.96(127.80),58.81(82.32),95.86(112.77)
12/06/2010,117.85(127.59),59.80(83.08),92.88(110.06)
05/06/2010,116.15(132.46),65.08(81.46),98.59(116.77)
29/05/2010,119.17(136.69),65.71(92.00),103.33(120.64)
22/05/2010,116.26(137.47),64.03(88.94),97.01(122.47)
15/05/2010,117.45(133.43),67.22(88.48),100.57(119.14)
08/05/2010,116.22(129.37),66.63(92.93),95.46(112.15)
01/05/2010,114.26(122.40),78.77(88.40),90.96(106.79)
24/04/2010,105.15(113.58),71.73(88.52),87.47(102.94)
17/04/2010,109.21(115.41),71.61(86.34),83.90(94.14)
10/04/2010,93.73(106.07),72.31(78.37),80.80(87.05)
03/04/2010,69.90(88.25),63.70(80.88),67.89(83.51)
27/03/2010,N.S.(78.90),70.55(77.84),70.55(78.36)
20/03/2010,N.S.(77.86),70.67(77.09),70.67(77.48)
13/03/2010,76.28(N.S.),69.26(77.44),73.27(77.44)
06/03/2010,82.57(76.48),69.24(79.89),77.90(77.63)
27/02/2010,89.36(77.85),72.80(76.08),85.40(77.40)
20/02/2010,93.61(79.76),73.47(75.63),88.55(78.77)
13/02/2010,95.99(83.03),73.90(76.19),90.02(81.62)
06/02/2010,96.65(86.17),73.43(75.32),90.56(83.30)
30/01/2010,104.85(86.34),75.35(74.63),93.71(82.59)
23/01/2010,98.91 (90.02),75.21 (76.54),94.06 (87.37)
16/01/2010,95.14 (88.81),74.91 (74.50),88.17 (85.33)
09/01/2010,104.30 (89.92),75.75 (73.85),97.19 (86.06)
02/01/2010,108.70 (98.17),76.77 (77.34),102.29 (91.59)
