Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
25/12/2010,129.92(124.46),104.53(107.30),N.S.(109.37),N.S.(N.S.),,82.37(N.S.),66.01(73.74),68.72(N.S.),60.77(70.36)
18/12/2010,130.17(127.21),109.01(111.28),108.78(113.70),N.S.(N.S.),,81.96(83.43),65.83(74.45),67.53(75.28),59.45(69.36)
11/12/2010,134.04(127.65),110.45(111.75),108.57(114.33),N.S.(N.S.),,81.21(84.43),64.10(N.S.),67.33(76.67),58.50(72.16)
04/12/2010,138.35(131.09),117.14(115.02),106.98(111.19),N.S.(N.S.),,80.41(84.77),65.12(77.18),66.65(77.85),57.19(75.31)
27/11/2010,139.23(132.39),118.33(120.07),104.34(110.03),N.S.(N.S.),,81.17(86.79),65.59(76.86),68.22(78.92),56.53(72.92)
20/11/2010,139.10(137.73),120.23(119.06),109.46(114.64),N.S.(N.S.),,81.26(84.80),65.95(76.53),65.72(80.98),54.81(69.08)
13/11/2010,140.69(135.48),118.40(120.16),109.18(116.15),N.S.(N.S.),,83.68(82.38),64.92(N.S.),66.59(76.55),54.11(N.S.)
06/11/2010,141.15(137.78),118.85(118.69),112.10(115.75),N.S.(N.S.),,83.66(85.03),64.98(71.34),N.S.(74.20),52.88(64.45)
30/10/2010,140.58(138.44),122.21(119.68),108.24(109.63),N.S.(N.S.),,83.70(87.94),65.16(69.92),67.05(75.83),51.42(65.26)
23/10/2010,N.S.(135.47),124.61(119.67),106.50(108.25),N.S.(N.S.),,85.75(91.38),64.13(73.82),66.18(77.44),52.14(67.16)
16/10/2010,142.76(137.93),N.S.(119.78),N.S.(106.18),N.S.(N.S.),,87.19(N.S.),63.71(74.77),67.20(N.S.),50.36(68.14)
09/10/2010,143.96(135.28),123.40(117.40),106.64(109.32),N.S.(N.S.),,87.32(90.28),62.88(74.32),65.88(81.03),50.97(68.10)
02/10/2010,138.31(N.S.),123.32(N.S.),106.39(N.S.),N.S.(N.S.),,89.48(91.00),62.04(76.61),65.44(80.24),52.16(78.60)
25/09/2010,142.83(137.73),124.50(114.84),104.10(105.28),N.S.(N.S.),,90.13(93.30),61.69(77.59),66.09(82.24),54.50(79.87)
18/09/2010,144.29(131.42),122.47(114.73),105.22(101.40),N.S.(N.S.),,88.85(97.03),64.16(76.24),68.75(83.83),51.75(75.94)
11/09/2010,146.04(127.62),125.32(112.67),106.66(N.S),N.S.(N.S.),,82.68(96.59),63.33(75.65),65.53(79.04),52.59(73.88)
04/09/2010,143.82(129.34),122.03(112.47),105.70(N.S),N.S.(N.S.),,74.06(N.S),57.76(74.29),56.45(80.59),49.30(70.36)
28/08/2010,146.33(128.65),124.94(114.23),105.84(101.70),N.S.(N.S.),,N.S.(96.13),54.52(72.75),57.06(79.24),47.28(69.72)
21/08/2010,147.06(131.14),126.14(114.17),108.02(101.14),N.S.(N.S.),,73.70(95.89),53.53(72.94),55.32(79.58),49.99(67.87)
14/08/2010,145.74(129.29),123.02(113.59),109.38(102.99),N.S.(N.S.),,71.82(98.46),52.65(71.08),55.81(76.72),49.53(67.58)
07/08/2010,143.69(130.36),121.01(112.18),108.71(106.04),N.S.(N.S.),,71.06(98.24),52.50(69.99),55.85(74.82),48.91(68.64)
31/07/2010,151.59(128.54),122.69(112.15),106.85(105.19),N.S.(N.S.),,70.73(N.S.),52.43(70.21),56.32(79.77),51.14(71.04)
24/07/2010,143.44(129.43),117.96(107.34),108.18(102.15),N.S.(N.S.),,73.49(98.67),51.27(71.30),55.81(82.16),53.00(74.60)
17/07/2010,145.67(132.42),115.80(106.59),107.88(103.72),N.S.(N.S.),,73.80(91.20),51.22(74.26),56.28(83.65),46.10(82.38)
10/07/2010,148.45(135.45),118.03(116.19),108.61(107.48),N.S.(N.S.),,71.52(88.80),50.80(74.08),55.16(82.07),49.03(81.10)
03/07/2010,147.37(135.45),116.78(124.00),109.67(110.79),N.S.(N.S.),,70.73(88.33),50.69(75.52),55.88(80.56),48.24(78.88)
26/06/2010,139.30(132.85),116.30(125.70),113.38(116.34),N.S.(N.S.),,67.57(90.05),50.95(78.83),N.S.(82.81),43.11(77.61)
19/06/2010,131.15(132.73),114.96(126.35),112.32(122.52),N.S.(N.S.),,68.08(87.01),51.88(80.48),53.91(85.73),44.97(75.81)
12/06/2010,125.63(132.31),114.66(125.01),110.43(122.77),N.S.(N.S.),,68.76(89.19),53.98(78.86),57.14(83.69),45.05(71.93)
05/06/2010,121.74(137.00),111.26(N.S.),110.61(124.09),N.S.(N.S.),,71.24(N.S.),56.83(82.97),59.01(84.09),N.S.(69.68)
29/05/2010,128.59(142.61),111.38(133.71),104.35(131.76),N.S.(N.S.),,73.04(96.21),56.75(88.82),58.62(91.15),N.S.(75.26)
22/05/2010,126.66(144.13),109.49(133.55),105.75(136.78),N.S.(N.S.),,73.47(N.S.),56.61(89.38),58.67(91.92),54.33(81.01)
15/05/2010,131.52(139.18),111.45(131.00),100.51(130.00),N.S.(N.S.),,75.24(N.S.),57.32(89.75),59.63(89.41),51.70(81.39)
08/05/2010,130.01(134.88),115.32(128.69),98.57(124.07),N.S.(N.S.),,75.37(93.36),56.89(97.04),62.23(89.69),55.51(82.08)
01/05/2010,122.61(125.87),118.43(122.08),99.79(118.95),N.S.(N.S.),,86.37(90.91),59.46(86.10),69.44(85.39),59.32(79.73)
24/04/2010,112.17(118.01),101.64(110.15),101.37(113.56),N.S.(N.S.),,80.02(91.97),62.32(86.15),64.24(84.40),59.52(79.52)
