Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
10/07/2010,131.57(127.35),118.00(116.15),108.61(107.48),N.S.(N.S.),,71.16(85.36),50.62(73.27),54.90(80.32),49.03(80.81)
03/07/2010,128.06(128.69),116.72(124.03),109.67(110.79),N.S.(N.S.),,69.52(85.16),50.53(74.69),55.34(78.76),48.24(78.81)
26/06/2010,124.76(130.26),116.28(125.71),113.38(116.34),N.S.(N.S.),,66.07(86.83),50.77(78.17),N.S.(79.99),43.11(77.23)
19/06/2010,117.92(130.70),114.86(126.37),112.32(122.52),N.S.(N.S.),,66.87(84.91),51.66(79.89),52.54(83.93),44.97(75.66)
12/06/2010,119.26(130.55),114.59(125.04),110.43(122.77),N.S.(N.S.),,68.01(86.70),53.70(78.10),56.53(82.01),45.05(71.83)
05/06/2010,115.92(134.80),111.16(N.S.),110.61(124.09),N.S.(N.S.),,75.58(N.S.),56.52(82.17),57.93(82.41),N.S.(69.68)
29/05/2010,123.00(140.00),111.31(133.75),104.35(131.76),N.S.(N.S.),,73.43(92.08),56.63(87.92),58.50(89.46),N.S.(75.26)
22/05/2010,120.76(139.96),109.36(133.55),105.75(136.78),N.S.(N.S.),,73.09(N.S.),56.55(88.66),58.09(90.34),54.33(81.01)
15/05/2010,120.50(137.33),111.43(131.05),100.51(130.00),N.S.(N.S.),,75.61(N.S.),57.14(89.12),59.70(89.45),51.70(81.39)
08/05/2010,120.27(133.97),115.20(128.70),98.57(124.07),N.S.(N.S.),,75.84(90.76),56.84(95.60),62.34(87.86),55.51(82.08)
01/05/2010,113.96(126.49),118.30(122.25),99.79(118.95),N.S.(N.S.),,87.24(87.37),59.39(85.14),68.46(83.31),59.32(79.73)
24/04/2010,109.42(117.93),101.15(110.18),101.37(113.56),N.S.(N.S.),,81.67(89.54),62.27(85.55),64.93(83.19),59.52(79.52)
17/04/2010,106.80(N.S.),N.S.(N.S.),109.47(115.41),N.S.(N.S.),,83.83(89.55),62.15(82.96),67.34(83.53),60.01(76.47)
10/04/2010,74.98(N.S.),81.58(98.98),117.50(110.53),N.S.(N.S.),,84.10(N.S.),61.62(78.37),66.34(80.77),N.S.(73.77)
03/04/2010,67.64(81.02),66.59(N.S.),76.87(105.29),N.S.(N.S.),,N.S.(88.83),62.68(74.26),66.02(78.55),63.21(71.61)
27/03/2010,N.S.(N.S.),N.S.(74.71),N.S.(86.52),N.S.(N.S.),,81.14(85.09),63.29(71.05),66.29(73.39),62.82(68.16)
20/03/2010,N.S.(76.82),N.S.(N.S.),N.S.(73.40),N.S.(N.S.),,76.59(82.96),64.39(68.76),65.57(72.54),59.61(68.68)
13/03/2010,75.96(N.S.),73.71(N.S.),75.20(N.S.),N.S.(N.S.),,74.92(85.84),65.34(69.92),64.97(64.13),62.93(68.04)
06/03/2010,83.13(79.54),75.65(71.10),77.93(71.73),N.S.(N.S.),,75.46(82.81),66.00(82.05),65.45(73.10),60.42(69.06)
27/02/2010,95.47(79.92),82.21(74.41),81.86(71.29),N.S.(N.S.),,76.50(82.62),68.74(69.47),65.55(71.27),66.11(68.95)
20/02/2010,99.01(84.39),86.76(75.27),87.40(75.10),N.S.(N.S.),,75.00(82.90),70.56(69.85),67.85(70.85),69.72(66.39)
13/02/2010,106.23(87.95),87.15(79.98),87.43(78.25),N.S.(N.S.),,76.19(83.92),71.37(69.93),69.81(70.90),70.90(65.14)
06/02/2010,105.73(88.99),89.31(83.24),90.31(N.S.),N.S.(N.S.),,75.96(83.76),70.85(67.50),69.75(72.22),65.15(67.40)
30/01/2010,110.32(91.45),N.S.(N.S.),94.52(79.27),N.S.(N.S.),,77.28(80.76),71.93(69.65),70.94(72.30),62.84(69.39)
23/01/2010,106.12 (94.14),91.32 (85.69),94.60 (N.S.),N.S.(N.S.),,80.02 (80.87),70.91 (N.S.),71.26 (71.12),63.74 (69.14)
16/01/2010,N.S.( 95.95),93.96 (87.66),96.50 (80.58),N.S.(N.S.),,79.89 (82.25),72.70 (69.64),71.47 (71.66),66.08 (69.51)
09/01/2010,109.00 (97.74),97.60 (87.48),101.20 (82.72),N.S.(N.S.),,80.67 (83.31),72.35 (67.24),73.10 (70.47),66.74 (67.39)
02/01/2010,115.98 (99.01),103.00 (N.S.),105.34 (N.S.),N.S.(N.S.),,77.97 (81.66),No Sale,73.67 (N.S.),70.24 (65.55)
