Week Ending/Date,Location,Average_Price
26/12/2020,NORTH INDIA,172.48(143.20)
19/12/2020,NORTH INDIA,169.08(146.60)
12/12/2020,NORTH INDIA,171.63(150.88)
05/12/2020,NORTH INDIA,172.56(149.48)
28/11/2020,NORTH INDIA,176.26(147.75)
21/11/2020,NORTH INDIA,182.98(151.10)
14/11/2020,NORTH INDIA,197.74(148.75)
07/11/2020,NORTH INDIA,203.93(149.22)
31/10/2020,NORTH INDIA,205.16(154.15)
24/10/2020,NORTH INDIA,220.85(155.56)
17/10/2020,NORTH INDIA,231.45(152.03)
10/10/2020,NORTH INDIA,245.67(135.91)
03/10/2020,NORTH INDIA,258.13(166.69)
26/09/2020,NORTH INDIA,264.12(152.83)
19/09/2020,NORTH INDIA,269.45(155.80)
12/09/2020,NORTH INDIA,267.83(156.60)
05/09/2020,NORTH INDIA,277.84(161.81)
29/08/2020,NORTH INDIA,282.56(158.58)
22/08/2020,NORTH INDIA,284.98(161.97)
15/08/2020,NORTH INDIA,283.20(162.56)
08/08/2020,NORTH INDIA,282.83(168.29)
01/08/2020,NORTH INDIA,274.65(169.18)
25/07/2020,NORTH INDIA,265.85(169.80)
18/07/2020,NORTH INDIA,270.24(169.22)
11/07/2020,NORTH INDIA,254.02(165.71)
04/07/2020,NORTH INDIA,261.91(169.49)
27/06/2020,NORTH INDIA,253.75(169.81)
20/06/2020,NORTH INDIA,246.56(173.32)
13/06/2020,NORTH INDIA,227.07(164.61)
06/06/2020,NORTH INDIA,218.97(158.47)
30/05/2020,NORTH INDIA,189.60(156.21)
23/05/2020,NORTH INDIA,198.21(155.30)
16/05/2020,NORTH INDIA,195.98(153.96)
09/05/2020,NORTH INDIA,188.02(157.56)
02/05/2020,NORTH INDIA,206.03(163.83)
25/04/2020,NORTH INDIA,121.22(160.31)
18/04/2020,NORTH INDIA,NS(163.05)
11/04/2020,NORTH INDIA,NS(162.58)
04/04/2020,NORTH INDIA,NS(146.10)
21/03/2020,NORTH INDIA,89.45(114.95)
14/03/2020,NORTH INDIA,90.82(107.51)
07/03/2020,NORTH INDIA,91.31(114.15)
29/02/2020,NORTH INDIA,96.48(113.22)
22/02/2020,NORTH INDIA,96.39(111.91)
15/02/2020,NORTH INDIA,100.20(116.87)
08/02/2020,NORTH INDIA,106.75(121.32)
01/02/2020,NORTH INDIA,113.21(124.36)
25/01/2020,NORTH INDIA,118.94(131.85)
18/01/2020,NORTH INDIA,124.79(135.26)
11/01/2020,NORTH INDIA,132.20(138.85)
04/01/2020,NORTH INDIA,138.68(141.11)
26/12/2020,SOUTH INDIA,134.02(106.29)
19/12/2020,SOUTH INDIA,132.36(93.88)
12/12/2020,SOUTH INDIA,129.52(92.50)
05/12/2020,SOUTH INDIA,130.66(92.98)
28/11/2020,SOUTH INDIA,162.05(93.23)
21/11/2020,SOUTH INDIA,165.14(93.90)
14/11/2020,SOUTH INDIA,187.61(91.66)
07/11/2020,SOUTH INDIA,163.14(90.94)
31/10/2020,SOUTH INDIA,159.57(93.59)
24/10/2020,SOUTH INDIA,154.79(93.36)
17/10/2020,SOUTH INDIA,149.41(96.04)
10/10/2020,SOUTH INDIA,151.80(96.30)
03/10/2020,SOUTH INDIA,161.30(97.55)
26/09/2020,SOUTH INDIA,177.09(97.25)
19/09/2020,SOUTH INDIA,188.96(95.61)
12/09/2020,SOUTH INDIA,192.74(84.52)
05/09/2020,SOUTH INDIA,190.88(92.60)
29/08/2020,SOUTH INDIA,181.85(91.83)
22/08/2020,SOUTH INDIA,169.12(93.68)
15/08/2020,SOUTH INDIA,163.06(90.62)
08/08/2020,SOUTH INDIA,147.20(90.27)
01/08/2020,SOUTH INDIA,142.57(91.27)
25/07/2020,SOUTH INDIA,138.99(88.79)
18/07/2020,SOUTH INDIA,132.91(88.54)
11/07/2020,SOUTH INDIA,126.35(88.53)
04/07/2020,SOUTH INDIA,117.05(95.17)
27/06/2020,SOUTH INDIA,111.81(98.44)
20/06/2020,SOUTH INDIA,109.20(103.91)
13/06/2020,SOUTH INDIA,104.96(105.03)
06/06/2020,SOUTH INDIA,101.64(105.91)
30/05/2020,SOUTH INDIA,100.99(107.50)
23/05/2020,SOUTH INDIA,99.35(106.29)
16/05/2020,SOUTH INDIA,101.10(108.44)
09/05/2020,SOUTH INDIA,102.94(110.47)
02/05/2020,SOUTH INDIA,97.44(110.89)
25/04/2020,SOUTH INDIA,104.65(112.00)
18/04/2020,SOUTH INDIA,130.27(100.03)
11/04/2020,SOUTH INDIA,121.58(111.00)
04/04/2020,SOUTH INDIA,NS(111.14)
21/03/2020,SOUTH INDIA,90.88(112.50)
14/03/2020,SOUTH INDIA,92.98(112.66)
07/03/2020,SOUTH INDIA,94.38(111.92)
29/02/2020,SOUTH INDIA,89.29(111.14)
22/02/2020,SOUTH INDIA,94.28(109.89)
15/02/2020,SOUTH INDIA,95.72(110.42)
08/02/2020,SOUTH INDIA,94.78(110.98)
01/02/2020,SOUTH INDIA,96.34(113.42)
25/01/2020,SOUTH INDIA,97.50(113.33)
18/01/2020,SOUTH INDIA,97.59(112.59)
11/01/2020,SOUTH INDIA,97.73(109.36)
04/01/2020,SOUTH INDIA,87.06(107.54)
26/12/2020,ALL INDIA,165.32(140.07)
19/12/2020,ALL INDIA,162.54(136.28)
12/12/2020,ALL INDIA,163.54(136.04)
05/12/2020,ALL INDIA,165.37(138.97)
28/11/2020,ALL INDIA,174.54(138.16)
21/11/2020,ALL INDIA,180.39(140.84)
14/11/2020,ALL INDIA,196.97(138.02)
07/11/2020,ALL INDIA,196.13(135.63)
31/10/2020,ALL INDIA,186.39(143.78)
24/10/2020,ALL INDIA,205.66(145.01)
17/10/2020,ALL INDIA,209.53(143.11)
10/10/2020,ALL INDIA,221.55(120.55)
03/10/2020,ALL INDIA,236.36(147.77)
26/09/2020,ALL INDIA,247.54(144.93)
19/09/2020,ALL INDIA,254.67(146.67)
12/09/2020,ALL INDIA,247.34(149.49)
05/09/2020,ALL INDIA,262.91(151.69)
29/08/2020,ALL INDIA,262.29(148.10)
22/08/2020,ALL INDIA,262.22(152.04)
