Week Ending/Date,Location,Average_Price
26/12/2009,NORTH INDIA,114.09 (91.86)
19/12/2009,NORTH INDIA,117.71 (93.14)
12/12/2009,NORTH INDIA,118.33 (93.86)
05/12/2009,NORTH INDIA,120.22 (98.07)
28/11/2009,NORTH INDIA,122.43 (99.31)
21/11/2009,NORTH INDIA,125.09 (98.66)
14/11/2009,NORTH INDIA,125.23 (99.91)
07/11/2009,NORTH INDIA,125.11 (100.75)
31/10/2009,NORTH INDIA,121.10 (100.07)
24/10/2009,NORTH INDIA,123.58 (107.89)
17/10/2009,NORTH INDIA,126.84 (107.45)
10/10/2009,NORTH INDIA,121.91 (N.S)
03/10/2009,NORTH INDIA,NS (106.03)
26/09/2009,NORTH INDIA,119.21 (107.21)
19/09/2009,NORTH INDIA,118.73 (104.73)
12/09/2009,NORTH INDIA,119.84 (100.15)
05/09/2009,NORTH INDIA,121.16 (99.60)
29/08/2009,NORTH INDIA,117.24(99.07)
22/08/2009,NORTH INDIA,119.45 (99.80)
15/08/2009,NORTH INDIA,117.71 (100.51)
08/08/2009,NORTH INDIA,117.76 (98.69)
01/08/2009,NORTH INDIA,117.21 (98.13)
25/07/2009,NORTH INDIA,115.34 (97.45)
18/07/2009,NORTH INDIA,115.98 (98.87)
11/07/2009,NORTH INDIA,122.42 (98.68)
04/07/2009,NORTH INDIA,126.16 (99.50)
27/06/2009,NORTH INDIA,126.98 (102.28)
20/06/2009,NORTH INDIA,127.80 (99.64)
13/06/2009,NORTH INDIA,127.59 (96.62)
06/06/2009,NORTH INDIA,132.46 (92.72)
30/05/2009,NORTH INDIA,136.69 (92.19)
23/05/2009,NORTH INDIA,137.47 (92.02)
16/05/2009,NORTH INDIA,133.43 (91.47)
09/05/2009,NORTH INDIA,129.37 (90.53)
02/05/2009,NORTH INDIA,122.40 (90.21)
25/04/2009,NORTH INDIA,113.58 (93.45)
18/04/2009,NORTH INDIA,115.41 (95.02)
11/04/2009,NORTH INDIA,106.07 (87.72)
04/04/2009,NORTH INDIA,88.25 (78.98)
28/03/2009,NORTH INDIA,78.90 (63.29)
21/03/2009,NORTH INDIA,77.86 (58.78)
14/03/2009,NORTH INDIA,NO SALE
07/03/2009,NORTH INDIA,76.48 (66.00)
28/02/2009,NORTH INDIA,77.85 (56.00)
21/02/2009,NORTH INDIA,79.76 (62.09)
14/02/2009,NORTH INDIA,83.03 (64.49)
07/02/2009,NORTH INDIA,86.17 (64.90)
31/01/2009,NORTH INDIA,86.34 (66.24)
24/01/2009,NORTH INDIA,90.02 (68.62)
17/01/2009,NORTH INDIA,88.81 (72.64)
10/01/2009,NORTH INDIA,89.92(74.94)
03/01/2009,NORTH INDIA,92.82(76.56)
26/12/2009,SOUTH INDIA,72.69 (64.40)
19/12/2009,SOUTH INDIA,78.17 (69.26)
12/12/2009,SOUTH INDIA,79.22 (66.08)
05/12/2009,SOUTH INDIA,80.57 (62.57)
28/11/2009,SOUTH INDIA,80.15 (67.73)
21/11/2009,SOUTH INDIA,79.36 (72.78)
14/11/2009,SOUTH INDIA,80.27 (72.52)
07/11/2009,SOUTH INDIA,76.82 (69.26)
31/10/2009,SOUTH INDIA,76.90 (78.64)
24/10/2009,SOUTH INDIA,80.54 (85.10)
17/10/2009,SOUTH INDIA,73.34 (88.05)
10/10/2009,SOUTH INDIA,83.34 (86.32)
03/10/2009,SOUTH INDIA,85.22 (86.37)
26/09/2009,SOUTH INDIA,84.52 (91.57)
19/09/2009,SOUTH INDIA,84.38 (88.81)
12/09/2009,SOUTH INDIA,82.16 (75.66)
05/09/2009,SOUTH INDIA,74.97 (77.81)
29/08/2009,SOUTH INDIA,82.51(76.07)
22/08/2009,SOUTH INDIA,81.07 (76.51)
15/08/2009,SOUTH INDIA,81.29 (76.44)
08/08/2009,SOUTH INDIA,81.66 (72.51)
01/08/2009,SOUTH INDIA,73.21 (70.13)
25/07/2009,SOUTH INDIA,85.73 (66.23)
18/07/2009,SOUTH INDIA,83.57 (64.82)
11/07/2009,SOUTH INDIA,81.52 (64.11)
04/07/2009,SOUTH INDIA,81.59 (64.32)
27/06/2009,SOUTH INDIA,84.91 (65.16)
20/06/2009,SOUTH INDIA,82.32 (63.77)
13/06/2009,SOUTH INDIA,83.08 (62.00)
06/06/2009,SOUTH INDIA,81.46 (60.37)
30/05/2009,SOUTH INDIA,92.00 (58.65)
23/05/2009,SOUTH INDIA,88.94 (58.01)
16/05/2009,SOUTH INDIA,88.48 (56.67)
09/05/2009,SOUTH INDIA,92.93 (56.47)
02/05/2009,SOUTH INDIA,88.40 (57.67)
25/04/2009,SOUTH INDIA,88.52 (57.92)
18/04/2009,SOUTH INDIA,86.34 (56.99)
11/04/2009,SOUTH INDIA,78.37 (56.58)
04/04/2009,SOUTH INDIA,80.88 (56.83)
28/03/2009,SOUTH INDIA,77.84 (57.52)
21/03/2009,SOUTH INDIA,77.09 (55.33)
14/03/2009,SOUTH INDIA,77.44 (58.32)
07/03/2009,SOUTH INDIA,79.89 (57.74)
28/02/2009,SOUTH INDIA,76.08 (56.29)
21/02/2009,SOUTH INDIA,75.63 (55.60)
14/02/2009,SOUTH INDIA,76.19 (54.74)
07/02/2009,SOUTH INDIA,75.32 (54.87)
31/01/2009,SOUTH INDIA,74.63 (55.59)
24/01/2009,SOUTH INDIA,76.54 (54.08)
17/01/2009,SOUTH INDIA,74.50 (55.17)
10/01/2009,SOUTH INDIA,73.85(54.98)
03/01/2009,SOUTH INDIA,73.91(54.76)
26/12/2009,ALL INDIA,108.90 (90.55)
19/12/2009,ALL INDIA,108.37 (86.86)
12/12/2009,ALL INDIA,109.73 (86.69)
05/12/2009,ALL INDIA,111.53 (90.00)
