Week Ending/Date,Location,Average_Price
25/12/2021,NORTH INDIA,179.43(172.48)
18/12/2021,NORTH INDIA,183.21(169.07)
11/12/2021,NORTH INDIA,188.26(171.63)
04/12/2021,NORTH INDIA,189.31(172.56)
27/11/2021,NORTH INDIA,193.04(176.26)
20/11/2021,NORTH INDIA,195.06(182.98)
13/11/2021,NORTH INDIA,192.90(197.74)
06/11/2021,NORTH INDIA,199.28(203.93)
30/10/2021,NORTH INDIA,187.76(205.16)
23/10/2021,NORTH INDIA,191.36(220.85)
16/10/2021,NORTH INDIA,149.51(231.45)
09/10/2021,NORTH INDIA,186.27(245.67)
02/10/2021,NORTH INDIA,189.61(258.13)
25/09/2021,NORTH INDIA,189.92(264.12)
18/09/2021,NORTH INDIA,187.56(269.45)
11/09/2021,NORTH INDIA,189.20(267.83)
04/09/2021,NORTH INDIA,188.16(277.84)
28/08/2021,NORTH INDIA,188.19(282.56)
21/08/2021,NORTH INDIA,189.82(284.98)
14/08/2021,NORTH INDIA,188.89(283.21)
07/08/2021,NORTH INDIA,193.33(282.83)
31/07/2021,NORTH INDIA,195.14(274.65)
24/07/2021,NORTH INDIA,198.68(265.82)
17/07/2021,NORTH INDIA,202.75(270.25)
10/07/2021,NORTH INDIA,206.57(254.01)
03/07/2021,NORTH INDIA,222.73(261.91)
26/06/2021,NORTH INDIA,226.13(253.75)
19/06/2021,NORTH INDIA,228.75(246.56)
12/06/2021,NORTH INDIA,230.13(227.08)
05/06/2021,NORTH INDIA,227.73(218.97)
29/05/2021,NORTH INDIA,216.44(189.60)
22/05/2021,NORTH INDIA,220.22(198.21)
15/05/2021,NORTH INDIA,214.36(121.22)
08/05/2021,NORTH INDIA,211.48(188.02)
05/05/2021,NORTH INDIA,211.48(188.02)
01/05/2021,NORTH INDIA,205.82(206.03)
24/04/2021,NORTH INDIA,209.66(121.22)
17/04/2021,NORTH INDIA,215.02(NS)
10/04/2021,NORTH INDIA,214.13(NS)
03/04/2021,NORTH INDIA,157.33(NS)
27/03/2021,NORTH INDIA,158.98(NS)
20/03/2021,NORTH INDIA,NS(89.46)
13/03/2021,NORTH INDIA,146.55(90.82)
06/03/2021,NORTH INDIA,147.73(91.31)
27/02/2021,NORTH INDIA,157.96(96.48)
20/02/2021,NORTH INDIA,158.86(96.39)
13/02/2021,NORTH INDIA,158.57(100.20)
06/02/2021,NORTH INDIA,160.50(106.75)
30/01/2021,NORTH INDIA,165.72(113.21)
23/01/2021,NORTH INDIA,171.17(118.94)
16/01/2021,NORTH INDIA,174.71(124.79)
09/01/2021,NORTH INDIA,175.29(132.20)
02/01/2021,NORTH INDIA,177.42(138.68)
25/12/2021,SOUTH INDIA,110.41(134.02)
18/12/2021,SOUTH INDIA,109.75(132.36)
11/12/2021,SOUTH INDIA,109.84(129.52)
04/12/2021,SOUTH INDIA,106.83(130.66)
27/11/2021,SOUTH INDIA,106.25(162.05)
20/11/2021,SOUTH INDIA,105.57(165.14)
13/11/2021,SOUTH INDIA,100.36(187.61)
06/11/2021,SOUTH INDIA,102.04(163.14)
30/10/2021,SOUTH INDIA,98.71(159.57)
23/10/2021,SOUTH INDIA,96.29(154.79)
16/10/2021,SOUTH INDIA,96.75(149.41)
09/10/2021,SOUTH INDIA,98.20(151.80)
02/10/2021,SOUTH INDIA,102.10(161.30)
25/09/2021,SOUTH INDIA,103.55(177.09)
