Week Ending/Date,Location,Average_Price
31/12/2022,NORTH INDIA,167.71(175.33)
24/12/2022,NORTH INDIA,172.03(179.43)
17/12/2022,NORTH INDIA,176.97(183.21)
10/12/2022,NORTH INDIA,185.47(188.26)
03/12/2022,NORTH INDIA,188.56(189.31)
26/11/2022,NORTH INDIA,193.86(193.06)
19/11/2022,NORTH INDIA,200.02(195.06)
12/11/2022,NORTH INDIA,201.92(192.90)
05/11/2022,NORTH INDIA,202.08(199.28)
29/10/2022,NORTH INDIA,207.39(187.76)
22/10/2022,NORTH INDIA,207.99(191.36)
15/10/2022,NORTH INDIA,206.80(149.51)
08/10/2022,NORTH INDIA,NS(186.27)
01/10/2022,NORTH INDIA,201.79(189.61)
24/09/2022,NORTH INDIA,202.23(189.92)
17/09/2022,NORTH INDIA,209.07(187.56)
10/09/2022,NORTH INDIA,222.22(189.20)
03/09/2022,NORTH INDIA,225.68(188.16)
27/08/2022,NORTH INDIA,224.82(188.19)
20/08/2022,NORTH INDIA,226.43(189.82)
13/08/2022,NORTH INDIA,229.93(188.89)
06/08/2022,NORTH INDIA,231.45(193.33)
30/07/2022,NORTH INDIA,232.31(195.15)
23/07/2022,NORTH INDIA,226.46(198.68)
16/07/2022,NORTH INDIA,220.61(202.75)
09/07/2022,NORTH INDIA,226.84(206.57)
02/07/2022,NORTH INDIA,235.46(222.73)
25/06/2022,NORTH INDIA,234.49(226.13)
18/06/2022,NORTH INDIA,234.80(228.75)
11/06/2022,NORTH INDIA,212.27(230.13)
04/06/2022,NORTH INDIA,196.88(227.73)
28/05/2022,NORTH INDIA,188.35(216.44)
21/05/2022,NORTH INDIA,191.17(220.22)
14/05/2022,NORTH INDIA,191.57(214.36)
07/05/2022,NORTH INDIA,206.84(211.48)
30/04/2022,NORTH INDIA,221.45(205.82)
23/04/2022,NORTH INDIA,244.89(209.66)
16/04/2022,NORTH INDIA,239.03(215.02)
09/04/2022,NORTH INDIA,247.85(214.13)
02/04/2022,NORTH INDIA,153.45(157.33)
26/03/2022,NORTH INDIA,149.09(158.98)
19/03/2022,NORTH INDIA,NS(NS)
12/03/2022,NORTH INDIA,100.59(146.55)
05/03/2022,NORTH INDIA,130.19(147.73)
26/02/2022,NORTH INDIA,136.52(157.96)
19/02/2022,NORTH INDIA,134.22(158.86)
12/02/2022,NORTH INDIA,146.49(158.57)
05/02/2022,NORTH INDIA,150.50(160.50)
29/01/2022,NORTH INDIA,142.43(165.72)
22/01/2022,NORTH INDIA,154.62(171.17)
15/01/2022,NORTH INDIA,161.18(174.71)
08/01/2022,NORTH INDIA,165.41(175.29)
01/01/2022,NORTH INDIA,175.33(177.42)
31/12/2022,SOUTH INDIA,112.13(NS)
24/12/2022,SOUTH INDIA,125.82(110.41)
17/12/2022,SOUTH INDIA,123.73(109.75)
10/12/2022,SOUTH INDIA,120.89(109.84)
03/12/2022,SOUTH INDIA,123.75(106.83)
26/11/2022,SOUTH INDIA,127.16(106.25)
19/11/2022,SOUTH INDIA,129.27(105.57)
12/11/2022,SOUTH INDIA,127.83(100.36)
05/11/2022,SOUTH INDIA,125.91(102.04)
29/10/2022,SOUTH INDIA,120.81(98.71)
22/10/2022,SOUTH INDIA,114.91(96.29)
15/10/2022,SOUTH INDIA,114.24(96.75)
08/10/2022,SOUTH INDIA,115.28(98.20)
01/10/2022,SOUTH INDIA,119.98(102.10)
24/09/2022,SOUTH INDIA,116.14(103.55)
17/09/2022,SOUTH INDIA,114.70(104.62)
10/09/2022,SOUTH INDIA,100.08(99.79)
03/09/2022,SOUTH INDIA,114.13(102.26)
27/08/2022,SOUTH INDIA,113.31(101.73)
20/08/2022,SOUTH INDIA,111.15(92.48)
13/08/2022,SOUTH INDIA,107.70(100.14)
06/08/2022,SOUTH INDIA,107.65(102.21)
30/07/2022,SOUTH INDIA,107.86(102.28)
23/07/2022,SOUTH INDIA,102.61(101.15)
16/07/2022,SOUTH INDIA,96.65(102.39)
09/07/2022,SOUTH INDIA,98.07(101.51)
02/07/2022,SOUTH INDIA,97.57(107.56)
25/06/2022,SOUTH INDIA,113.38(106.57)
18/06/2022,SOUTH INDIA,98.87(110.46)
11/06/2022,SOUTH INDIA,102.27(120.16)
04/06/2022,SOUTH INDIA,105.74(124.65)
28/05/2022,SOUTH INDIA,104.85(142.51)
21/05/2022,SOUTH INDIA,104.42(136.50)
14/05/2022,SOUTH INDIA,108.02(131.67)
07/05/2022,SOUTH INDIA,108.93(126.25)
30/04/2022,SOUTH INDIA,110.37(122.20)
23/04/2022,SOUTH INDIA,109.99(124.34)
16/04/2022,SOUTH INDIA,93.11(125.86)
09/04/2022,SOUTH INDIA,105.56(130.63)
02/04/2022,SOUTH INDIA,108.16(121.85)
26/03/2022,SOUTH INDIA,106.57(143.37)
19/03/2022,SOUTH INDIA,106.17(142.51)
12/03/2022,SOUTH INDIA,110.04(141.61)
05/03/2022,SOUTH INDIA,114.55(139.13)
26/02/2022,SOUTH INDIA,117.81(145.16)
19/02/2022,SOUTH INDIA,120.30(147.02)
12/02/2022,SOUTH INDIA,120.77(147.66)
05/02/2022,SOUTH INDIA,119.97(145.07)
29/01/2022,SOUTH INDIA,121.47(149.60)
22/01/2022,SOUTH INDIA,119.00(148.17)
15/01/2022,SOUTH INDIA,116.43(149.09)
08/01/2022,SOUTH INDIA,112.01(147.05)
01/01/2022,SOUTH INDIA,NS(108.74)
31/12/2022,ALL INDIA,162.64(175.33)
24/12/2022,ALL INDIA,164.34(166.93)
17/12/2022,ALL INDIA,167.15(170.75)
10/12/2022,ALL INDIA,173.53(176.17)
03/12/2022,ALL INDIA,176.94(174.59)
26/11/2022,ALL INDIA,182.03(179.60)
19/11/2022,ALL INDIA,187.39(181.40)
12/11/2022,ALL INDIA,189.15(177.97)
05/11/2022,ALL INDIA,188.43(178.64)
