Week Ending/Date,Location,Average_Price
29/12/2012,NORTH INDIA,136.23(108.77)
22/12/2012,NORTH INDIA,137.90(108.57)
15/12/2012,NORTH INDIA,140.94(106.10)
08/12/2012,NORTH INDIA,141.37(110.66)
01/12/2012,NORTH INDIA,143.19(110.62)
24/11/2012,NORTH INDIA,141.23(112.04)
17/11/2012,NORTH INDIA,145.55(112.67)
10/11/2012,NORTH INDIA,136.56(114.12)
03/11/2012,NORTH INDIA,134.81(116.72)
27/10/2012,NORTH INDIA,N.S.(120.96)
20/10/2012,NORTH INDIA,134.66(115.69)
13/10/2012,NORTH INDIA,136.61(114.85)
06/10/2012,NORTH INDIA,129.15(N.S.)
29/09/2012,NORTH INDIA,138.68(120.70)
22/09/2012,NORTH INDIA,141.03(144.41)
15/09/2012,NORTH INDIA,144.41(116.39)
08/09/2012,NORTH INDIA,145.85(117.92)
01/09/2012,NORTH INDIA,146.64(116.92)
25/08/2012,NORTH INDIA,148.20(118.23)
18/08/2012,NORTH INDIA,148.87(120.23)
11/08/2012,NORTH INDIA,150.25(122.35)
04/08/2012,NORTH INDIA,150.40(122.45)
28/07/2012,NORTH INDIA,150.36(124.95)
21/07/2012,NORTH INDIA,150.59(129.91)
14/07/2012,NORTH INDIA,149.22(134.52)
07/07/2012,NORTH INDIA,152.76(131.52)
30/06/2012,NORTH INDIA,154.04(130.84)
23/06/2012,NORTH INDIA,158.19(130.52)
16/06/2012,NORTH INDIA,162.32(129.31)
09/06/2012,NORTH INDIA,167.09(128.01)
02/06/2012,NORTH INDIA,166.57(126.74)
26/05/2012,NORTH INDIA,165.98(127.1)
19/05/2012,NORTH INDIA,160.45(126.21)
12/05/2012,NORTH INDIA,156.53(126.00)
05/05/2012,NORTH INDIA,154.73(125.75)
28/04/2012,NORTH INDIA,149.68(121.05)
21/04/2012,NORTH INDIA,133.98(119.46)
14/04/2012,NORTH INDIA,141.80(128.01)
07/04/2012,NORTH INDIA,116.83(96.43)
31/03/2012,NORTH INDIA,87.66(73.94)
24/03/2012,NORTH INDIA,74.04(N.S.)
17/03/2012,NORTH INDIA,79.99(NS)
10/03/2012,NORTH INDIA,85.59(84.92)
03/03/2012,NORTH INDIA,89.81(84.77)
25/02/2012,NORTH INDIA,90.65(85.66)
18/02/2012,NORTH INDIA,93.58(90.36)
11/02/2012,NORTH INDIA,94.20(93.66)
04/02/2012,NORTH INDIA,98.01(97.01)
28/01/2012,NORTH INDIA,99.62(104.59)
21/01/2012,NORTH INDIA,101.47(102.57)
14/01/2012,NORTH INDIA,103.18(105.33)
07/01/2012,NORTH INDIA,106.12(106.77)
29/12/2012,SOUTH INDIA,N.S.(N.S.)
22/12/2012,SOUTH INDIA,100.80(70.79)
15/12/2012,SOUTH INDIA,99.06(68.74)
08/12/2012,SOUTH INDIA,96.93(67.95)
01/12/2012,SOUTH INDIA,96.99(66.33)
24/11/2012,SOUTH INDIA,94.91(68.35)
17/11/2012,SOUTH INDIA,93.69(68.86)
10/11/2012,SOUTH INDIA,91.29(70.87)
03/11/2012,SOUTH INDIA,90.47(71.10)
27/10/2012,SOUTH INDIA,89.40(72.84)
20/10/2012,SOUTH INDIA,89.88(74.35)
13/10/2012,SOUTH INDIA,89.16(76.00)
06/10/2012,SOUTH INDIA,90.83(77.43)
29/09/2012,SOUTH INDIA,93.30(76.41)
22/09/2012,SOUTH INDIA,96.05(73.41)
15/09/2012,SOUTH INDIA,95.68(70.48)
08/09/2012,SOUTH INDIA,94.09(60.73)
01/09/2012,SOUTH INDIA,89.90(68.62)
25/08/2012,SOUTH INDIA,91.09(67.16)
18/08/2012,SOUTH INDIA,90.39(65.33)
11/08/2012,SOUTH INDIA,89.80(65.43)
04/08/2012,SOUTH INDIA,88.34(64.12)
28/07/2012,SOUTH INDIA,85.71(62.99)
21/07/2012,SOUTH INDIA,84.28(63.76)
14/07/2012,SOUTH INDIA,83.62(64.65)
07/07/2012,SOUTH INDIA,83.83(64.76)
30/06/2012,SOUTH INDIA,84.10(64.15)
23/06/2012,SOUTH INDIA,86.49(63.57)
16/06/2012,SOUTH INDIA,91.44(63.02)
09/06/2012,SOUTH INDIA,93.82(62.45)
02/06/2012,SOUTH INDIA,94.33(61.97)
26/05/2012,SOUTH INDIA,93.45(65.63)
19/05/2012,SOUTH INDIA,92.46(65.97)
12/05/2012,SOUTH INDIA,87.10(68.41)
05/05/2012,SOUTH INDIA,86.48(72.45)
28/04/2012,SOUTH INDIA,89.36(71.60)
21/04/2012,SOUTH INDIA,88.06(63.02)
14/04/2012,SOUTH INDIA,84.80(73.22)
07/04/2012,SOUTH INDIA,73.54(73.51)
31/03/2012,SOUTH INDIA,80.00(73.53)
24/03/2012,SOUTH INDIA,80.66(72.98)
17/03/2012,SOUTH INDIA,78.90(74.63)
10/03/2012,SOUTH INDIA,78.51(76.24)
