Week Ending/Date,Location,Average_Price
29/12/2018,NORTH INDIA,145.97 (141.57)
22/12/2018,NORTH INDIA,149.79 (142.79)
15/12/2018,NORTH INDIA,153.10 (145.09)
08/12/2018,NORTH INDIA,155.65 (146.63)
01/12/2018,NORTH INDIA,156.57 (148.26)
24/11/2018,NORTH INDIA,153.65 (149.71)
17/11/2018,NORTH INDIA,154.43 (149.51)
10/11/2018,NORTH INDIA,156.30 (152.25)
27/10/2018,NORTH INDIA,153.86 (152.47)
13/10/2018,NORTH INDIA,153.86 (152.47)
20/10/2018,NORTH INDIA,NS (156.56)
06/10/2018,NORTH INDIA,152.38 (148.94)
29/09/2018,NORTH INDIA,151.35 (NS)
22/09/2018,NORTH INDIA,152.31 (151.95)
15/09/2018,NORTH INDIA,154.56 (147.18)
08/09/2018,NORTH INDIA,155.60 (147.74)
01/09/2018,NORTH INDIA,156.51 (149.38)
25/08/2018,NORTH INDIA,156.92 (153.73)
18/08/2018,NORTH INDIA,160.35 (155.44)
11/08/2018,NORTH INDIA,162.38 (153.56)
04/04/2018,NORTH INDIA,163.96 (152.63)
28/07/2018,NORTH INDIA,165.74 (152.94)
21/07/2018,NORTH INDIA,166.34 (154.54)
14/07/2018,NORTH INDIA,167.54 (153.48)
07/07/2018,NORTH INDIA,170.14 (159.33)
30/06/2018,NORTH INDIA,173.18 (158.74)
23/06/2018,NORTH INDIA,170.21 (160.85)
16/06/2018,NORTH INDIA,162.54 (160.61)
09/06/2018,NORTH INDIA,158.74 (153.64)
02/06/2018,NORTH INDIA,158.86 (145.37)
26/05/2018,NORTH INDIA,156.10 (143.40)
19/05/2018,NORTH INDIA,157.66 (148.23)
12/05/2018,NORTH INDIA,160.79 (151.81)
05/05/2018,NORTH INDIA,161.48 (150.89)
28/04/2018,NORTH INDIA,156.75 (149.69)
21/04/2018,NORTH INDIA,155.30 (147.47)
14/04/2018,NORTH INDIA,146.48 (142.88)
07/04/2018,NORTH INDIA,150.60 (125.55)
31/03/2018,NORTH INDIA,96.39 (114.68)
24/03/2018,NORTH INDIA,111.02 (110.59)
17/03/2018,NORTH INDIA,NS (107.90)
10/03/2018,NORTH INDIA,95.34 (107.83)
03/03/2018,NORTH INDIA,108.49 (107.88)
24/02/2018,NORTH INDIA,106.23 (111.58)
