Week Ending/Date,Location,Average_Price
27/12/2008,NORTH INDIA,91.86(79.68)
20/12/2008,NORTH INDIA,93.14(80.21)
13/12/2008,NORTH INDIA,93.86(78.46)
06/12/2008,NORTH INDIA,98.07(76.49)
29/11/2008,NORTH INDIA,99.31(75.26)
22/11/2008,NORTH INDIA,98.66(74.47)
15/11/2008,NORTH INDIA,99.91(74.67)
08/11/2008,NORTH INDIA,100.75(75.86)
01/11/2008,NORTH INDIA,100.07(73.45)
25/10/2008,NORTH INDIA,107.89(74.22)
18/10/2008,NORTH INDIA,107.45(71.60)
11/10/2008,NORTH INDIA,N.S.(73.15)
04/10/2008,NORTH INDIA,106.03(70.92)
27/09/2008,NORTH INDIA,107.21(70.90)
20/09/2008,NORTH INDIA,104.73(69.74)
13/09/2008,NORTH INDIA,100.15(69.91)
06/09/2008,NORTH INDIA,99.60(70.66)
30/08/2008,NORTH INDIA,99.07(70.83)
23/08/2008,NORTH INDIA,99.80(71.49)
16/08/2008,NORTH INDIA,100.51(72.53)
09/08/2008,NORTH INDIA,98.69(72.66)
02/08/2008,NORTH INDIA,98.13(73.55)
26/07/2008,NORTH INDIA,97.45(75.65)
19/07/2008,NORTH INDIA,98.87(75.80)
12/07/2008,NORTH INDIA,98.68(78.98)
05/07/2008,NORTH INDIA,99.50(80.92)
28/06/2008,NORTH INDIA,102.28(82.33)
21/06/2008,NORTH INDIA,99.64(82.09)
14/06/2008,NORTH INDIA,96.62(80.83)
07/06/2008,NORTH INDIA,92.72(77.28)
31/05/2008,NORTH INDIA,92.19(76.23)
24/05/2008,NORTH INDIA,92.02(74.42)
17/05/2008,NORTH INDIA,91.47(73.81)
10/05/2008,NORTH INDIA,90.53(73.87)
03/05/2008,NORTH INDIA,90.21(76.19)
26/04/2008,NORTH INDIA,93.45(78.47)
19/04/2008,NORTH INDIA,95.02(78.06)
12/04/2008,NORTH INDIA,87.72(82.93)
05/04/2008,NORTH INDIA,78.98(75.45)
29/03/2008,NORTH INDIA,63.29(54.19)
22/03/2008,NORTH INDIA,58.78(N.S.)
15/03/2008,NORTH INDIA,N.S.(54.38)
08/03/2008,NORTH INDIA,66(54.39)
01/03/2008,NORTH INDIA,56(N.S.)
23/02/2008,NORTH INDIA,62.09(57.78)
16/02/2008,NORTH INDIA,64.49(58.07)
09/02/2008,NORTH INDIA,64.9(61.04)
02/02/2008,NORTH INDIA,66.24(62.92)
26/01/2008,NORTH INDIA,68.62(61.96)
19/01/2008,NORTH INDIA,72.64(63.2)
12/01/2008,NORTH INDIA,74.94(64.13)
05/01/2008,NORTH INDIA,76.56(64.57)
27/12/2008,SOUTH INDIA,64.40(50.96)
20/12/2008,SOUTH INDIA,69.26(52.87)
13/12/2008,SOUTH INDIA,66.08(51.24)
06/12/2008,SOUTH INDIA,62.57(50.45)
29/11/2008,SOUTH INDIA,67.73(49.72)
22/11/2008,SOUTH INDIA,72.78(48.49)
15/11/2008,SOUTH INDIA,72.52(46.94)
