Week Ending/Date,Location,Average_Price
28/12/2013,NORTH INDIA,130.89 (136.23)
21/12/2013,NORTH INDIA,130.50 (137.90)
07/12/2013,NORTH INDIA,136.29 (141.37)
30/11/2013,NORTH INDIA,137.54 (143.19)
23/11/2013,NORTH INDIA,137.28 (141.23)
16/11/2013,NORTH INDIA,136.58 (145.55)
09/11/2013,NORTH INDIA,137.21 (136.56)
02/11/2013,NORTH INDIA,136.04 (134.81)
26/10/2013,NORTH INDIA,138.79 (N.S.)
19/10/2013,NORTH INDIA,N.S. (134.66)
12/10/2013,NORTH INDIA,142.21 (136.61)
05/10/2013,NORTH INDIA,139.31 (129.15)
28/09/2013,NORTH INDIA,138.89 (138.68)
21/09/2013,NORTH INDIA,138.63 (141.03)
14/09/2013,NORTH INDIA,139.28 (144.41)
07/09/2013,NORTH INDIA,136.93 (145.85)
31/08/2013,NORTH INDIA,139.49 (146.64)
24/08/2013,NORTH INDIA,140.16 (148.20)
17/08/2013,NORTH INDIA,143.73 (148.87)
10/08/2013,NORTH INDIA,147.68 (150.25)
03/08/2013,NORTH INDIA,147.90(150.40)
27/07/2013,NORTH INDIA,149.32(150.36)
20/07/2013,NORTH INDIA,151.33(150.59)
13/07/2013,NORTH INDIA,155.20(149.22)
06/07/2013,NORTH INDIA,158.43(152.76)
29/06/2013,NORTH INDIA,157.89(154.04)
22/06/2013,NORTH INDIA,154.67(158.19)
15/06/2013,NORTH INDIA,150.39(162.32)
08/06/2013,NORTH INDIA,147.62(167.09)
01/06/2013,NORTH INDIA,149.48(166.57)
25/05/2013,NORTH INDIA,153.17(165.98)
18/05/2013,NORTH INDIA,156.11(160.45)
11/05/2013,NORTH INDIA,152.98(156.53)
04/05/2013,NORTH INDIA,150.96(154.73)
27/04/2013,NORTH INDIA,151.61(149.77)
20/04/2013,NORTH INDIA,150.08(134.01)
13/04/2013,NORTH INDIA,144.69(141.80)
06/04/2013,NORTH INDIA,138.90(116.83)
30/03/2013,NORTH INDIA,N.S.(87.69)
23/03/2013,NORTH INDIA,133.54(74.01)
16/03/2013,NORTH INDIA,N.S.(79.96)
09/03/2013,NORTH INDIA,129.76(85.56)
02/03/2013,NORTH INDIA,144.81(89.96)
23/02/2013,NORTH INDIA,130.16(90.61)
16/02/2013,NORTH INDIA,125.54(93.58)
09/02/2013,NORTH INDIA,123.52(94.19)
02/02/2013,NORTH INDIA,122.76(97.95)
26/01/2013,NORTH INDIA,125.84(99.61)
19/01/2013,NORTH INDIA,127.69(101.47)
12/01/2013,NORTH INDIA,130.25(103.11)
05/01/2013,NORTH INDIA,134.75(106.11)
28/12/2013,SOUTH INDIA,NS (NS)
21/12/2013,SOUTH INDIA,84.87 (100.80)
07/12/2013,SOUTH INDIA,83.86 (96.93)
30/11/2013,SOUTH INDIA,87.83 (96.99)
23/11/2013,SOUTH INDIA,87.15 (94.91)
16/11/2013,SOUTH INDIA,86.63 (93.69)
09/11/2013,SOUTH INDIA,87.11 (91.29)
02/11/2013,SOUTH INDIA,91.62 (90.47)
26/10/2013,SOUTH INDIA,91.63 (89.40)
19/10/2013,SOUTH INDIA,95.22 (89.88)
12/10/2013,SOUTH INDIA,100.61 (89.16)
05/10/2013,SOUTH INDIA,102.02 (90.83)
28/09/2013,SOUTH INDIA,105.85 (93.30)
21/09/2013,SOUTH INDIA,90.74 (96.05)
14/09/2013,SOUTH INDIA,105.62 (95.68)
07/09/2013,SOUTH INDIA,101.45 (94.09)
31/08/2013,SOUTH INDIA,99.19 (89.90)
24/08/2013,SOUTH INDIA,97.09 (91.09)
17/08/2013,SOUTH INDIA,99.19 (90.39)
10/08/2013,SOUTH INDIA,97.94 (89.80)
03/08/2013,SOUTH INDIA,96.90(88.34)
27/07/2013,SOUTH INDIA,96.25(85.71)
20/07/2013,SOUTH INDIA,97.03(84.28)
13/07/2013,SOUTH INDIA,97.51(83.62)
06/07/2013,SOUTH INDIA,99.44(83.83)
29/06/2013,SOUTH INDIA,99.83(84.10)
22/06/2013,SOUTH INDIA,99.54(86.49)
15/06/2013,SOUTH INDIA,98.21(91.44)
08/06/2013,SOUTH INDIA,100.73(93.82)
01/06/2013,SOUTH INDIA,101.66(94.33)
25/05/2013,SOUTH INDIA,99.41(93.45)
18/05/2013,SOUTH INDIA,97.50(92.46)
11/05/2013,SOUTH INDIA,98.44(87.10)
04/05/2013,SOUTH INDIA,105.69(86.48)
27/04/2013,SOUTH INDIA,110.04(89.36)
20/04/2013,SOUTH INDIA,111.70(88.06)
13/04/2013,SOUTH INDIA,113.67(84.80)
06/04/2013,SOUTH INDIA,116.51(73.54)
30/03/2013,SOUTH INDIA,109.15(82.46)
23/03/2013,SOUTH INDIA,120.52(80.75)
16/03/2013,SOUTH INDIA,111.82(79.06)
09/03/2013,SOUTH INDIA,107.44(78.79)
02/03/2013,SOUTH INDIA,102.06(77.58)
23/02/2013,SOUTH INDIA,101.31(75.70)
16/02/2013,SOUTH INDIA,101.36(76.97)
09/02/2013,SOUTH INDIA,101.16(76.77)
