Week Ending/Date,Location,Average_Price
25/12/2010,NORTH INDIA,117.56(114.09)
18/12/2010,NORTH INDIA,116.65(117.71)
11/12/2010,NORTH INDIA,118.28(118.33)
04/12/2010,NORTH INDIA,123.83(120.22)
27/11/2010,NORTH INDIA,122.77(122.43)
20/11/2010,NORTH INDIA,124.84(125.09)
13/11/2010,NORTH INDIA,124.40(125.23)
06/11/2010,NORTH INDIA,129.49(125.11)
30/10/2010,NORTH INDIA,126.49(121.10)
23/10/2010,NORTH INDIA,117.10(123.59)
16/10/2010,NORTH INDIA,142.76(126.84)
09/10/2010,NORTH INDIA,127.17(121.91)
02/10/2010,NORTH INDIA,125.16(N.S.)
25/09/2010,NORTH INDIA,127.16(119.21)
18/09/2010,NORTH INDIA,127.20(118.73)
11/09/2010,NORTH INDIA,130.24(119.84)
04/09/2010,NORTH INDIA,128.27(121.16)
28/08/2010,NORTH INDIA,129.90(117.24)
21/08/2010,NORTH INDIA,131.35(119.45)
14/08/2010,NORTH INDIA,130.06(117.71)
07/08/2010,NORTH INDIA,128.42(117.76)
31/07/2010,NORTH INDIA,128.99(117.21)
24/07/2010,NORTH INDIA,126.35(115.34)
17/07/2010,NORTH INDIA,126.77(115.98)
10/07/2010,NORTH INDIA,128.03(122.42)
03/07/2010,NORTH INDIA,127.01(126.16)
26/06/2010,NORTH INDIA,124.90(126.98)
19/06/2010,NORTH INDIA,120.96(127.80)
12/06/2010,NORTH INDIA,117.85(127.59)
05/06/2010,NORTH INDIA,116.15(132.46)
29/05/2010,NORTH INDIA,119.17(136.69)
22/05/2010,NORTH INDIA,116.26(137.47)
15/05/2010,NORTH INDIA,117.45(133.43)
08/05/2010,NORTH INDIA,116.22(129.37)
01/05/2010,NORTH INDIA,114.26(122.40)
24/04/2010,NORTH INDIA,105.15(113.58)
17/04/2010,NORTH INDIA,109.21(115.41)
10/04/2010,NORTH INDIA,93.73(106.07)
03/04/2010,NORTH INDIA,69.90(88.25)
27/03/2010,NORTH INDIA,N.S.(78.90)
20/03/2010,NORTH INDIA,N.S.(77.86)
13/03/2010,NORTH INDIA,76.28(N.S.)
06/03/2010,NORTH INDIA,82.57(76.48)
27/02/2010,NORTH INDIA,89.36(77.85)
20/02/2010,NORTH INDIA,93.61(79.76)
13/02/2010,NORTH INDIA,95.99(83.03)
06/02/2010,NORTH INDIA,96.65(86.17)
30/01/2010,NORTH INDIA,104.85(86.34)
23/01/2010,NORTH INDIA,98.91 (90.02)
16/01/2010,NORTH INDIA,95.14 (88.81)
09/01/2010,NORTH INDIA,104.30 (89.92)
02/01/2010,NORTH INDIA,108.70 (98.17)
