Week Ending/Date,Location,Average_Price
30/12/2017,NORTH INDIA,141.57 (127.22)
23/12/2017,NORTH INDIA,142.79 (139.60)
16/12/2017,NORTH INDIA,145.09 (140.26)
09/12/2017,NORTH INDIA,146.63 (140.76)
02/12/2017,NORTH INDIA,148.26 (142.91)
25/11/2017,NORTH INDIA,149.70 (145.47)
18/11/2017,NORTH INDIA,149.51 (144.70)
11/11/2017,NORTH INDIA,152.24 (147.44)
04/11/2017,NORTH INDIA,149.70 (144.96)
28/10/2017,NORTH INDIA,152.47 (143.33)
21/10/2017,NORTH INDIA,156.57 (152.28)
21/10/2017,NORTH INDIA,156.57 (152.28)
14/10/2017,NORTH INDIA,152.68 (NS)
07/10/2017,NORTH INDIA,148.94 (141.68)
30/09/2017,NORTH INDIA,NS (144.41)
23/09/2017,NORTH INDIA,151.95 (144.45)
16/09/2017,NORTH INDIA,147.18 (144.79)
09/09/2017,NORTH INDIA,147.74 (146.32)
02/09/2017,NORTH INDIA,149.35 (147.21)
26/08/2017,NORTH INDIA,153.73 (147.87)
19/08/2017,NORTH INDIA,155.44(148.43)
12/08/2017,NORTH INDIA,153.56 (149.88)
05/08/2017,NORTH INDIA,152.64 (154.30)
29/07/2017,NORTH INDIA,152.55 (154.23)
22/07/2017,NORTH INDIA,154.54 (157.50)
15/07/2017,NORTH INDIA,153.47 (162.16)
08/07/2017,NORTH INDIA,159.32 (160.77)
01/07/2017,NORTH INDIA,158.74 (163.51)
24/06/2017,NORTH INDIA,160.85 (163.00)
17/06/2017,NORTH INDIA,160.61(161.14)
10/06/2017,NORTH INDIA,153.64 (154.78)
03/06/2017,NORTH INDIA,145.37 (149.79)
27/05/2017,NORTH INDIA,143.40 (145.07)
20/05/2017,NORTH INDIA,148.23 (144.51)
13/05/2017,NORTH INDIA,151.81 (147.11)
06/05/2017,NORTH INDIA,150.89 (143.74)
29/04/2017,NORTH INDIA,145.09(139.14)
22/04/2017,NORTH INDIA,145.52(146.29)
15/04/2017,NORTH INDIA,142.88 (158.04)
08/04/2017,NORTH INDIA,125.55 (159.10)
01/04/2017,NORTH INDIA,114.68 (133.99)
25/03/2017,NORTH INDIA,110.59 (NS)
18/03/2017,NORTH INDIA,107.90 (118.28)
11/03/2017,NORTH INDIA,107.83 (105.38)
04/03/2017,NORTH INDIA,107.88 (102.43)
25/02/2017,NORTH INDIA,111.58 (109.09)
18/02/2017,NORTH INDIA,112.09 (111.95)
11/02/2017,NORTH INDIA,112.64 (111.97)
04/02/2017,NORTH INDIA,116.26 (114.32)
28/01/2017,NORTH INDIA,119.31 (116.67)
21/01/2017,NORTH INDIA,125.72 (121.42)
14/01/2017,NORTH INDIA,128.19 (130.43)
07/01/2017,NORTH INDIA,134.28 (134.35)
30/12/2017,SOUTH INDIA,65.60 (99.14)
23/12/2017,SOUTH INDIA,92.69 (110.39)
16/12/2017,SOUTH INDIA,92.47 (108.13)
09/12/2017,SOUTH INDIA,89.80 (107.16)
02/12/2017,SOUTH INDIA,88.81 (106.36)
25/11/2017,SOUTH INDIA,90.01 (105.45)
18/11/2017,SOUTH INDIA,89.67 (104.26)
11/11/2017,SOUTH INDIA,90.46 (106.05)
04/11/2017,SOUTH INDIA,89.89 (104.18)
28/10/2017,SOUTH INDIA,88.51 (108.86)
21/10/2017,SOUTH INDIA,114.11 (104.29)
21/10/2017,SOUTH INDIA,114.11 (104.29)
14/10/2017,SOUTH INDIA,93.64 (103.96)
07/10/2017,SOUTH INDIA,90.27 (104.60)
30/09/2017,SOUTH INDIA,89.81 (104.30)
23/09/2017,SOUTH INDIA,87.51 (105.14)
16/09/2017,SOUTH INDIA,84.35 (98.42)
09/09/2017,SOUTH INDIA,70.15 (105.18)
02/09/2017,SOUTH INDIA,81.25 (102.84)
26/08/2017,SOUTH INDIA,82.79 (101.89)
19/08/2017,SOUTH INDIA,82.88 (100.17)
12/08/2017,SOUTH INDIA,88.58 (97.15)
05/08/2017,SOUTH INDIA,87.61 (94.75)
