Week Ending/Date,Location,Average_Price
27/12/2014,NORTH INDIA,135.69(130.89)
20/12/2014,NORTH INDIA,138.53(130.50)
13/12/2014,NORTH INDIA,141.31(131.91)
06/12/2014,NORTH INDIA,143.52(136.29)
29/11/2014,NORTH INDIA,142.64(137.54)
22/11/2014,NORTH INDIA,146.36(137.28)
15/11/2014,NORTH INDIA,145.24(136.57)
08/11/2014,NORTH INDIA,139.44 (137.21)
01/11/2014,NORTH INDIA,140.90(136.04)
25/10/2014,NORTH INDIA,143.82(138.79)
18/10/2014,NORTH INDIA,139.45(NS)
11/10/2014,NORTH INDIA,138.22(142.21)
04/10/2014,NORTH INDIA,NS(139.31)
27/09/2014,NORTH INDIA,140.03(138.89)
20/09/2014,NORTH INDIA,141.72(138.63)
13/09/2014,NORTH INDIA,142.54(139.29)
06/09/2014,NORTH INDIA,142.47(136.94)
30/08/2014,NORTH INDIA,145.48(139.44)
23/08/2014,NORTH INDIA,148.11(140.17)
16/08/2014,NORTH INDIA,151.41(143.73)
09/08/2014,NORTH INDIA,154.47(147.69)
02/08/2014,NORTH INDIA,160.17(147.90)
26/07/2014,NORTH INDIA,164.57(149.32)
19/07/2014,NORTH INDIA,168.57(151.33)
12/07/2014,NORTH INDIA,177.08 (155.21)
05/07/2014,NORTH INDIA,176.73 (158.43)
28/06/2014,NORTH INDIA,177.02 (157.89)
21/06/2014,NORTH INDIA,171.73 (154.67)
14/06/2014,NORTH INDIA,164.63(150.39)
07/06/2014,NORTH INDIA,158.72 (147.63)
31/05/2014,NORTH INDIA,157.54 (149.48)
24/05/2014,NORTH INDIA,157.19(153.17)
17/05/2014,NORTH INDIA,159.80(156.11)
10/05/2014,NORTH INDIA,157.57 (153.00)
03/05/2014,NORTH INDIA,161.24 (150.97)
26/04/2014,NORTH INDIA,155.69 (151.61)
19/04/2014,NORTH INDIA,145.15(150.08)
12/04/2014,NORTH INDIA,155.64(144.69)
05/04/2014,NORTH INDIA,137.07(138.90)
29/03/2014,NORTH INDIA,109.59(NS)
22/03/2014,NORTH INDIA,NS(133.54)
15/03/2014,NORTH INDIA,NS(NS)
08/03/2014,NORTH INDIA,104.51 (129.76)
01/03/2014,NORTH INDIA,N.S. (144.81)
22/02/2014,NORTH INDIA,107.74 (130.16)
15/02/2014,NORTH INDIA,107.20 (125.54)
08/02/2014,NORTH INDIA,111.03 (123.52)
01/02/2014,NORTH INDIA,112.37 (122.76)
25/01/2014,NORTH INDIA,114.97 (125.84)
18/01/2014,NORTH INDIA,119.06 (127.69)
11/01/2014,NORTH INDIA,123.45 (130.25)
04/01/2014,NORTH INDIA,129.18 (134.75)
27/12/2014,SOUTH INDIA,NS(NS)
20/12/2014,SOUTH INDIA,77.55(84.86)
13/12/2014,SOUTH INDIA,77.71(83.59)
06/12/2014,SOUTH INDIA,76.53(83.86)
29/11/2014,SOUTH INDIA,74.98(87.83)
22/11/2014,SOUTH INDIA,73.07(87.15)
15/11/2014,SOUTH INDIA,72.59(86.63)
08/11/2014,SOUTH INDIA,74.87 (87.11)
01/11/2014,SOUTH INDIA,74.14(91.62)
25/10/2014,SOUTH INDIA,77.41(91.63)
18/10/2014,SOUTH INDIA,81.76(95.22)
11/10/2014,SOUTH INDIA,82.28(100.61)
04/10/2014,SOUTH INDIA,85.43(102.02)
27/09/2014,SOUTH INDIA,82.23(105.84)
20/09/2014,SOUTH INDIA,78.51(90.74)
13/09/2014,SOUTH INDIA,67.66(105.62)
06/09/2014,SOUTH INDIA,75.51(101.45)
30/08/2014,SOUTH INDIA,75.44(99.19)
23/08/2014,SOUTH INDIA,74.57(97.09)
16/08/2014,SOUTH INDIA,74.53(99.19)
09/08/2014,SOUTH INDIA,74.00(97.94)
02/08/2014,SOUTH INDIA,78.03(96.90)
26/07/2014,SOUTH INDIA,75.61(96.25)
19/07/2014,SOUTH INDIA,76.42(97.03)
12/07/2014,SOUTH INDIA,85.99(97.51)
05/07/2014,SOUTH INDIA,82.64(99.44)
28/06/2014,SOUTH INDIA,83.37(99.83)
21/06/2014,SOUTH INDIA,82.94 (99.54)
14/06/2014,SOUTH INDIA,83.74(98.21)
07/06/2014,SOUTH INDIA,85.23(100.73)
31/05/2014,SOUTH INDIA,87.55 (101.66)
24/05/2014,SOUTH INDIA,89.07(99.41)
17/05/2014,SOUTH INDIA,90.73(97.50)
10/05/2014,SOUTH INDIA,92.80 (98.44)
03/05/2014,SOUTH INDIA,90.80(105.69)
26/04/2014,SOUTH INDIA,88.36 (110.04)
19/04/2014,SOUTH INDIA,72.54(111.70)
12/04/2014,SOUTH INDIA,87.52(113.67)
05/04/2014,SOUTH INDIA,86.59(116.51)
29/03/2014,SOUTH INDIA,88.29(109.15)
22/03/2014,SOUTH INDIA,90.77(120.52)
15/03/2014,SOUTH INDIA,92.24(111.82)
08/03/2014,SOUTH INDIA,92.43 (107.44)
01/03/2014,SOUTH INDIA,92.89 (102.06)
22/02/2014,SOUTH INDIA,94.93 (101.31)
15/02/2014,SOUTH INDIA,95.79 (101.36)
08/02/2014,SOUTH INDIA,93.21 (101.16)
01/02/2014,SOUTH INDIA,94.02 (99.71)
25/01/2014,SOUTH INDIA,93.36 (99.73)
18/01/2014,SOUTH INDIA,94.26 (101.03)
11/01/2014,SOUTH INDIA,89.25 (101.24)
04/01/2014,SOUTH INDIA,86.44 (101.97)
27/12/2014,ALL INDIA,135.69(130.89)
20/12/2014,ALL INDIA,125.91(117.85)
13/12/2014,ALL INDIA,128.35(119.25)
06/12/2014,ALL INDIA,130.49(124.85)
29/11/2014,ALL INDIA,128.64(127.37)
22/11/2014,ALL INDIA,131.61(125.29)
15/11/2014,ALL INDIA,131.04(123.25)
08/11/2014,ALL INDIA,125.88 (125.91)
01/11/2014,ALL INDIA,126.39(127.99)
25/10/2014,ALL INDIA,126.37(129.99)
18/10/2014,ALL INDIA,128.60(95.22)
11/10/2014,ALL INDIA,126.59(130.11)
04/10/2014,ALL INDIA,85.43(131.39)
27/09/2014,ALL INDIA,129.36(132.20)
20/09/2014,ALL INDIA,129.14(132.54)
13/09/2014,ALL INDIA,133.04(133.25)
06/09/2014,ALL INDIA,130.22(131.43)
30/08/2014,ALL INDIA,132.32(132.31)
23/08/2014,ALL INDIA,133.13(132.58)
16/08/2014,ALL INDIA,132.76(135.44)
09/08/2014,ALL INDIA,135.34(137.16)
02/08/2014,ALL INDIA,140.90(136.17)
26/07/2014,ALL INDIA,138.28(136.67)
19/07/2014,ALL INDIA,140.05(136.75)
12/07/2014,ALL INDIA,155.91(140.27)
05/07/2014,ALL INDIA,147.81(141.66)
28/06/2014,ALL INDIA,142.14(137.88)
21/06/2014,ALL INDIA,135.98 (134.01)
14/06/2014,ALL INDIA,130.33(131.32)
07/06/2014,ALL INDIA,127.29(132.31)
31/05/2014,ALL INDIA,129.19 (133.74)
24/05/2014,ALL INDIA,130.49(131.70)
17/05/2014,ALL INDIA,134.29(130.81)
10/05/2014,ALL INDIA,132.58 (129.43)
03/05/2014,ALL INDIA,131.93(132.36)
26/04/2014,ALL INDIA,127.64 (132.53)
