Week Ending/Date,Location,Average_Price
28/12/2019,Kolkata,152.94(151.87)
21/12/2019,Kolkata,154.19(154.33)
14/12/2019,Kolkata,153.19(155.64)
07/12/2019,Kolkata,155.34(159.12)
30/11/2019,Kolkata,159.51(160.37)
23/11/2019,Kolkata,159.41(158.48)
16/11/2019,Kolkata,154.48(159.47)
09/11/2019,Kolkata,155.60(163.10)
02/11/2019,Kolkata,162.45(160.15)
26/10/2019,Kolkata,162.89(160.44)
19/10/2019,Kolkata,159.11(NS)
12/10/2019,Kolkata,NS(164.21)
05/10/2019,Kolkata,166.87(160.79)
28/09/2019,Kolkata,162.83(160.65)
21/09/2019,Kolkata,164.01(162.13)
14/09/2019,Kolkata,168.08(162.45)
07/09/2019,Kolkata,177.56(161.30)
31/08/2019,Kolkata,169.47(161.86)
24/08/2019,Kolkata,174.81(162.97)
17/08/2019,Kolkata,176.72(169.98)
10/08/2019,Kolkata,183.59(172.28)
03/08/2019,Kolkata,182.14(175.72)
27/07/2019,Kolkata,178.43(174.90)
20/07/2019,Kolkata,179.47(175.30)
13/07/2019,Kolkata,173.56(174.36)
06/07/2019,Kolkata,176.81(180.65)
29/06/2019,Kolkata,173.17(180.81)
22/06/2019,Kolkata,171.35(173.12)
15/06/2019,Kolkata,159.03(165.87)
08/06/2019,Kolkata,151.61(156.67)
01/06/2019,Kolkata,144.51(150.81)
25/05/2019,Kolkata,149.69(155.28)
18/05/2019,Kolkata,147.74(159.89)
11/05/2019,Kolkata,152.57(165.65)
04/05/2019,Kolkata,158.52(156.77)
27/04/2019,Kolkata,151.90(150.52)
20/04/2019,Kolkata,150.44(147.19)
13/04/2019,Kolkata,147.38(114.92)
06/04/2019,Kolkata,118.77(119.74)
30/03/2019,Kolkata,NS(NS)
23/03/2019,Kolkata,108.90(99.48)
16/03/2019,Kolkata,107.51(NS)
09/03/2019,Kolkata,115.79(NS)
02/03/2019,Kolkata,111.86(112.20)
23/02/2019,Kolkata,113.40(111.99)
16/02/2019,Kolkata,118.48(116.67)
09/02/2019,Kolkata,124.27(119.08)
02/02/2019,Kolkata,127.98(123.78)
26/01/2019,Kolkata,135.92(130.46)
19/01/2019,Kolkata,141.68(131.26)
12/01/2019,Kolkata,144.28(134.16)
05/01/2019,Kolkata,147.85(143.37)
28/12/2019,Guwahati,134.25(133.51)
21/12/2019,Guwahati,138.83(137.02)
