Week Ending/Date,Location,Average_Price
25/12/2021,Kolkata,195.20(183.61)
18/12/2021,Kolkata,192.17(176.24)
11/12/2021,Kolkata,201.17(176.11)
04/12/2021,Kolkata,209.80(181.13)
27/11/2021,Kolkata,224.98(186.52)
20/11/2021,Kolkata,223.46(190.86)
13/11/2021,Kolkata,205.26(216.65)
06/11/2021,Kolkata,209.17(223.97)
30/10/2021,Kolkata,203.09(NS)
23/10/2021,Kolkata,211.73(241.28)
16/10/2021,Kolkata,NS(248.03)
09/10/2021,Kolkata,208.58(258.59)
02/10/2021,Kolkata,210.54(269.09)
25/09/2021,Kolkata,210.30(274.35)
18/09/2021,Kolkata,203.95(283.32)
11/09/2021,Kolkata,204.70(NS)
04/09/2021,Kolkata,211.73(297.00)
28/08/2021,Kolkata,210.48(302.91)
21/08/2021,Kolkata,220.83(312.13)
14/08/2021,Kolkata,211.27(314.22)
07/08/2021,Kolkata,210.38(313.58)
31/07/2021,Kolkata,213.93(299.17)
24/07/2021,Kolkata,214.17(290.01)
17/07/2021,Kolkata,224.12(286.15)
10/07/2021,Kolkata,229.40 (271.25)
03/07/2021,Kolkata,247.99(266.99)
26/06/2021,Kolkata,238.82(247.44)
19/06/2021,Kolkata,236.20(247.44)
12/06/2021,Kolkata,223.94(222.93)
05/06/2021,Kolkata,226.43(205.82)
29/05/2021,Kolkata,NS(NS)
22/05/2021,Kolkata,221.95(NS)
15/05/2021,Kolkata,214.24(135.67)
08/05/2021,Kolkata,219.79(NS)
05/05/2021,Kolkata,129.79(NS)
01/05/2021,Kolkata,206.04(NS)
24/04/2021,Kolkata,212.06(NS)
17/04/2021,Kolkata,215.88(NS)
10/04/2021,Kolkata,195.14(NS)
03/04/2021,Kolkata,NS(NS)
27/03/2021,Kolkata,145.91(NS)
20/03/2021,Kolkata,NS(89.92)
13/03/2021,Kolkata,145.50(90.82)
06/03/2021,Kolkata,147.73(94.68)
27/02/2021,Kolkata,156.36(94.13)
20/02/2021,Kolkata,167.61(100.24)
13/02/2021,Kolkata,174.30(105.88)
06/02/2021,Kolkata,171.46(115.80)
