Week Ending/Date,Location,Average_Price
26/12/2020,Kolkata,183.61(152.94)
19/12/2020,Kolkata,176.24(154.19)
12/12/2020,Kolkata,176.11(153.19)
05/12/2020,Kolkata,181.13(155.34)
28/11/2020,Kolkata,186.52(159.51)
21/11/2020,Kolkata,190.86(159.41)
14/11/2020,Kolkata,216.65(154.48)
07/11/2020,Kolkata,223.97(155.60)
31/10/2020,Kolkata,NS(162.45)
24/10/2020,Kolkata,241.28(162.89)
17/10/2020,Kolkata,248.03(159.11)
10/10/2020,Kolkata,258.59(NS)
03/10/2020,Kolkata,269.09(166.87)
26/09/2020,Kolkata,274.35(162.83)
19/09/2020,Kolkata,283.32(164.01)
12/09/2020,Kolkata,NS(168.08)
05/09/2020,Kolkata,297.00(177.56)
29/08/2020,Kolkata,302.91(169.47)
22/08/2020,Kolkata,312.13(174.81)
15/08/2020,Kolkata,314.22(176.72)
08/08/2020,Kolkata,313.58(183.59)
01/08/2020,Kolkata,299.17(182.14)
25/07/2020,Kolkata,290.01(178.43)
18/07/2020,Kolkata,286.15(179.47)
11/07/2020,Kolkata,271.25(173.56)
04/07/2020,Kolkata,266.99(176.81)
27/06/2020,Kolkata,247.44(173.17)
20/06/2020,Kolkata,247.44(171.35)
13/06/2020,Kolkata,222.93(159.03)
06/06/2020,Kolkata,205.82(151.61)
30/05/2020,Kolkata,NS(144.51)
23/05/2020,Kolkata,NS(149.69)
16/05/2020,Kolkata,135.67(147.74)
09/05/2020,Kolkata,NS(152.57)
02/05/2020,Kolkata,NS(158.52)
25/04/2020,Kolkata,NS(151.90)
18/04/2020,Kolkata,NS(150.44)
11/04/2020,Kolkata,NS(147.38)
04/04/2020,Kolkata,NS (118.77)
21/03/2020,Kolkata,89.92(108.90)
14/03/2020,Kolkata,90.82(107.51)
07/03/2020,Kolkata,94.68(115.79)
29/02/2020,Kolkata,94.13(111.86)
22/02/2020,Kolkata,100.24(113.40)
15/02/2020,Kolkata,105.88(118.48)
08/02/2020,Kolkata,115.80(124.27)
01/02/2020,Kolkata,125.28(127.98)
25/01/2020,Kolkata,128.59(135.92)
18/01/2020,Kolkata,131.78(141.68)
11/01/2020,Kolkata,140.19(144.28)
04/01/2020,Kolkata,143.66(147.85)
26/12/2020,Guwahati,160.80(134.25)
19/12/2020,Guwahati,157.43(138.83)
12/12/2020,Guwahati,165.85(NS)
05/12/2020,Guwahati,163.78(140.59)
28/11/2020,Guwahati,168.80(137.90)
21/11/2020,Guwahati,176.33(141.72)
14/11/2020,Guwahati,186.39(144.50)
07/11/2020,Guwahati,191.65(146.59)
31/10/2020,Guwahati,205.06(142.76)
24/10/2020,Guwahati,214.48(149.05)
17/10/2020,Guwahati,226.98(149.48)
10/10/2020,Guwahati,239.38(NS)
03/10/2020,Guwahati,257.40(153.15)
26/09/2020,Guwahati,264.71(149.28)
19/09/2020,Guwahati,274.79(149.32)
12/09/2020,Guwahati,281.29(149.50)
05/09/2020,Guwahati,289.69(155.87)
29/08/2020,Guwahati,297.81(155.37)
22/08/2020,Guwahati,296.08(156.13)
15/08/2020,Guwahati,297.90(156.66)
08/08/2020,Guwahati,288.71(161.64)
01/08/2020,Guwahati,279.22(160.83)
25/07/2020,Guwahati,NS(163.94)
18/07/2020,Guwahati,281.23(161.31)
11/07/2020,Guwahati,NS(157.55)
04/07/2020,Guwahati,272.12(158.04)
27/06/2020,Guwahati,263.58(156.14)
20/06/2020,Guwahati,252.15(161.93)
13/06/2020,Guwahati,229.90(154.08)
06/06/2020,Guwahati,214.39(146.91)
30/05/2020,Guwahati,196.56(138.45)
23/05/2020,Guwahati,195.51(134.29)
16/05/2020,Guwahati,216.54(134.50)
09/05/2020,Guwahati,150.05(134.76)
02/05/2020,Guwahati,217.12(142.65)
25/04/2020,Guwahati,111.35(151.25)
18/04/2020,Guwahati,NS(165.80)
11/04/2020,Guwahati,NS(169.83)
04/04/2020,Guwahati,NS (175.02)
