Week Ending/Date,Location,Average_Price
25/12/2010,Kolkata,129.92(124.46)
18/12/2010,Kolkata,130.17(127.21)
11/12/2010,Kolkata,134.04(127.65)
04/12/2010,Kolkata,138.35(131.09)
27/11/2010,Kolkata,139.23(132.39)
20/11/2010,Kolkata,139.10(137.73)
13/11/2010,Kolkata,140.69(135.48)
06/11/2010,Kolkata,141.15(137.78)
30/10/2010,Kolkata,140.58(138.44)
23/10/2010,Kolkata,N.S.(135.47)
16/10/2010,Kolkata,142.76(137.93)
09/10/2010,Kolkata,143.96(135.28)
02/10/2010,Kolkata,138.31(N.S.)
25/09/2010,Kolkata,142.83(137.73)
18/09/2010,Kolkata,144.29(131.42)
11/09/2010,Kolkata,146.04(127.62)
04/09/2010,Kolkata,143.82(129.34)
28/08/2010,Kolkata,146.33(128.65)
21/08/2010,Kolkata,147.06(131.14)
14/08/2010,Kolkata,145.74(129.29)
07/08/2010,Kolkata,143.69(130.36)
31/07/2010,Kolkata,151.59(128.54)
24/07/2010,Kolkata,143.44(129.43)
17/07/2010,Kolkata,145.67(132.42)
10/07/2010,Kolkata,148.45(135.45)
03/07/2010,Kolkata,147.37(135.45)
26/06/2010,Kolkata,139.30(132.85)
19/06/2010,Kolkata,131.15(132.73)
12/06/2010,Kolkata,125.63(132.31)
05/06/2010,Kolkata,121.74(137.00)
29/05/2010,Kolkata,128.59(142.61)
22/05/2010,Kolkata,126.66(144.13)
15/05/2010,Kolkata,131.52(139.18)
08/05/2010,Kolkata,130.01(134.88)
01/05/2010,Kolkata,122.61(125.87)
24/04/2010,Kolkata,112.17(118.01)
17/04/2010,Kolkata,108.70(N.S.)
10/04/2010,Kolkata,76.93(N.S.)
03/04/2010,Kolkata,69.52(83.11)
27/03/2010,Kolkata,N.S.(N.S.)
20/03/2010,Kolkata,N.S.(79.41)
13/03/2010,Kolkata,77.35(N.S.)
06/03/2010,Kolkata,85.89(80.34)
27/02/2010,Kolkata,97.15(81.40)
20/02/2010,Kolkata,101.73(84.96)
13/02/2010,Kolkata,107.88(88.44)
06/02/2010,Kolkata,107.33(89.04)
30/01/2010,Kolkata,113.04(91.38)
23/01/2010,Kolkata,108.55 (94.11)
16/01/2010,Kolkata,N.S.( 95.94)
09/01/2010,Kolkata,111.53 (97.55)
02/01/2010,Kolkata,117.54 (98.17)
25/12/2010,Guwahati,104.53(107.30)
18/12/2010,Guwahati,109.01(111.28)
11/12/2010,Guwahati,110.45(111.75)
04/12/2010,Guwahati,117.14(115.02)
27/11/2010,Guwahati,118.33(120.07)
20/11/2010,Guwahati,120.23(119.06)
13/11/2010,Guwahati,118.40(120.16)
06/11/2010,Guwahati,118.85(118.69)
30/10/2010,Guwahati,122.21(119.68)
23/10/2010,Guwahati,124.61(119.67)
16/10/2010,Guwahati,N.S.(119.78)
09/10/2010,Guwahati,123.40(117.40)
02/10/2010,Guwahati,123.32(N.S.)
25/09/2010,Guwahati,124.50(114.84)
18/09/2010,Guwahati,122.47(114.73)
11/09/2010,Guwahati,125.32(112.67)
04/09/2010,Guwahati,122.03(112.47)
28/08/2010,Guwahati,124.94(114.23)
21/08/2010,Guwahati,126.14(114.17)
14/08/2010,Guwahati,123.02(113.59)
07/08/2010,Guwahati,121.01(112.18)
31/07/2010,Guwahati,122.69(112.15)
24/07/2010,Guwahati,117.96(107.34)
17/07/2010,Guwahati,115.80(106.59)
10/07/2010,Guwahati,118.03(116.19)
03/07/2010,Guwahati,116.78(124.00)
26/06/2010,Guwahati,116.30(125.70)
19/06/2010,Guwahati,114.96(126.35)
12/06/2010,Guwahati,114.66(125.01)
05/06/2010,Guwahati,111.26(N.S.)
29/05/2010,Guwahati,111.38(133.71)
22/05/2010,Guwahati,109.49(133.55)
15/05/2010,Guwahati,111.45(131.00)
08/05/2010,Guwahati,115.32(128.69)
01/05/2010,Guwahati,118.43(122.08)
24/04/2010,Guwahati,101.64(110.15)
17/04/2010,Guwahati,N.S.(N.S.)
10/04/2010,Guwahati,82.25(98.98)
03/04/2010,Guwahati,66.59(N.S.)
27/03/2010,Guwahati,N.S.(74.71)
20/03/2010,Guwahati,N.S.(N.S.)
13/03/2010,Guwahati,73.71(N.S.)
06/03/2010,Guwahati,75.65(71.10)
27/02/2010,Guwahati,82.20(74.37)
20/02/2010,Guwahati,86.83(75.21)
13/02/2010,Guwahati,87.33(79.94)
06/02/2010,Guwahati,89.44(83.21)
30/01/2010,Guwahati,N.S.(N.S.)
23/01/2010,Guwahati,91.35 (85.69)
16/01/2010,Guwahati,94.06 (87.63)
09/01/2010,Guwahati,97.72 (87.46)
02/01/2010,Guwahati,103.07 (N.S)
25/12/2010,Siliguri,N.S.(109.37)
18/12/2010,Siliguri,108.78(113.70)
11/12/2010,Siliguri,108.57(114.33)
04/12/2010,Siliguri,106.98(111.19)
27/11/2010,Siliguri,104.34(110.03)
20/11/2010,Siliguri,109.46(114.64)
13/11/2010,Siliguri,109.18(116.15)
06/11/2010,Siliguri,112.10(115.75)
30/10/2010,Siliguri,108.24(109.63)
23/10/2010,Siliguri,106.50(108.25)
16/10/2010,Siliguri,N.S.(106.18)
09/10/2010,Siliguri,106.64(109.32)
02/10/2010,Siliguri,106.39(N.S.)
25/09/2010,Siliguri,104.10(105.28)
18/09/2010,Siliguri,105.22(101.40)
11/09/2010,Siliguri,106.66(N.S)
04/09/2010,Siliguri,105.70(N.S)
28/08/2010,Siliguri,105.84(101.70)
21/08/2010,Siliguri,108.02(101.14)
14/08/2010,Siliguri,109.38(102.99)
07/08/2010,Siliguri,108.71(106.04)
31/07/2010,Siliguri,106.85(105.19)
24/07/2010,Siliguri,108.18(102.15)
17/07/2010,Siliguri,107.88(103.72)
10/07/2010,Siliguri,108.61(107.48)
03/07/2010,Siliguri,109.67(110.79)
26/06/2010,Siliguri,113.38(116.34)
19/06/2010,Siliguri,112.32(122.52)
12/06/2010,Siliguri,110.43(122.77)
05/06/2010,Siliguri,110.61(124.09)
29/05/2010,Siliguri,104.35(131.76)
22/05/2010,Siliguri,105.75(136.78)
15/05/2010,Siliguri,100.51(130.00)
08/05/2010,Siliguri,98.57(124.07)
01/05/2010,Siliguri,99.79(118.95)
24/04/2010,Siliguri,101.37(113.56)
17/04/2010,Siliguri,109.47(115.41)
10/04/2010,Siliguri,117.50(110.53)
03/04/2010,Siliguri,76.87(105.29)
27/03/2010,Siliguri,N.S.(86.52)
20/03/2010,Siliguri,N.S.(73.40)
13/03/2010,Siliguri,75.20(N.S.)
06/03/2010,Siliguri,77.93(71.73)
27/02/2010,Siliguri,81.86(71.29)
20/02/2010,Siliguri,87.40(75.10)
13/02/2010,Siliguri,87.43(78.25)
06/02/2010,Siliguri,90.31(N.S.)
30/01/2010,Siliguri,94.52(79.27)
23/01/2010,Siliguri,94.60 (N.S.)
16/01/2010,Siliguri,96.50 (80.58)
09/01/2010,Siliguri,101.20 (82.72)
02/01/2010,Siliguri,105.34 (N.S)
25/12/2010,Jalpaiguri,N.S.(N.S.)
18/12/2010,Jalpaiguri,N.S.(N.S.)
11/12/2010,Jalpaiguri,N.S.(N.S.)
04/12/2010,Jalpaiguri,N.S.(N.S.)
27/11/2010,Jalpaiguri,N.S.(N.S.)
20/11/2010,Jalpaiguri,N.S.(N.S.)
13/11/2010,Jalpaiguri,N.S.(N.S.)
06/11/2010,Jalpaiguri,N.S.(N.S.)
30/10/2010,Jalpaiguri,N.S.(N.S.)
23/10/2010,Jalpaiguri,N.S.(N.S.)
16/10/2010,Jalpaiguri,N.S.(N.S.)
09/10/2010,Jalpaiguri,N.S.(N.S.)
02/10/2010,Jalpaiguri,N.S.(N.S.)
25/09/2010,Jalpaiguri,N.S.(N.S.)
18/09/2010,Jalpaiguri,N.S.(N.S.)
11/09/2010,Jalpaiguri,N.S.(N.S.)
04/09/2010,Jalpaiguri,N.S.(N.S.)
28/08/2010,Jalpaiguri,N.S.(N.S.)
21/08/2010,Jalpaiguri,N.S.(N.S.)
14/08/2010,Jalpaiguri,N.S.(N.S.)
07/08/2010,Jalpaiguri,N.S.(N.S.)
31/07/2010,Jalpaiguri,N.S.(N.S.)
24/07/2010,Jalpaiguri,N.S.(N.S.)
17/07/2010,Jalpaiguri,N.S.(N.S.)
10/07/2010,Jalpaiguri,N.S.(N.S.)
03/07/2010,Jalpaiguri,N.S.(N.S.)
26/06/2010,Jalpaiguri,N.S.(N.S.)
19/06/2010,Jalpaiguri,N.S.(N.S.)
12/06/2010,Jalpaiguri,N.S.(N.S.)
05/06/2010,Jalpaiguri,N.S.(N.S.)
29/05/2010,Jalpaiguri,N.S.(N.S.)
22/05/2010,Jalpaiguri,N.S.(N.S.)
15/05/2010,Jalpaiguri,N.S.(N.S.)
08/05/2010,Jalpaiguri,N.S.(N.S.)
01/05/2010,Jalpaiguri,N.S.(N.S.)
24/04/2010,Jalpaiguri,N.S.(N.S.)
17/04/2010,Jalpaiguri,N.S.(N.S.)
10/04/2010,Jalpaiguri,N.S.(N.S.)
03/04/2010,Jalpaiguri,N.S.(N.S.)
27/03/2010,Jalpaiguri,N.S.(N.S.)
20/03/2010,Jalpaiguri,N.S.(N.S.)
13/03/2010,Jalpaiguri,N.S.(N.S.)
06/03/2010,Jalpaiguri,N.S.(N.S.)
27/02/2010,Jalpaiguri,N.S.(N.S.)
20/02/2010,Jalpaiguri,N.S.(N.S.)
13/02/2010,Jalpaiguri,N.S.(N.S.)
06/02/2010,Jalpaiguri,N.S.(N.S.)
30/01/2010,Jalpaiguri,N.S.(N.S.)
23/01/2010,Jalpaiguri,N.S.(N.S.)
16/01/2010,Jalpaiguri,N.S.(N.S.)
09/01/2010,Jalpaiguri,N.S.(N.S.)
02/01/2010,Jalpaiguri,N.S.(N.S.)
25/12/2010,mjunction,
18/12/2010,mjunction,
11/12/2010,mjunction,
04/12/2010,mjunction,
27/11/2010,mjunction,
20/11/2010,mjunction,
13/11/2010,mjunction,
06/11/2010,mjunction,
30/10/2010,mjunction,
23/10/2010,mjunction,
16/10/2010,mjunction,
09/10/2010,mjunction,
02/10/2010,mjunction,
25/09/2010,mjunction,
18/09/2010,mjunction,
11/09/2010,mjunction,
04/09/2010,mjunction,
28/08/2010,mjunction,
21/08/2010,mjunction,
14/08/2010,mjunction,
07/08/2010,mjunction,
31/07/2010,mjunction,
24/07/2010,mjunction,
17/07/2010,mjunction,
10/07/2010,mjunction,
03/07/2010,mjunction,
26/06/2010,mjunction,
19/06/2010,mjunction,
12/06/2010,mjunction,
05/06/2010,mjunction,
29/05/2010,mjunction,
22/05/2010,mjunction,
15/05/2010,mjunction,
08/05/2010,mjunction,
01/05/2010,mjunction,
