Week Ending/Date,Location,Average_Price
28/12/2019,Kolkata,159.24(162.56)
21/12/2019,Kolkata,163.07(167.97)
14/12/2019,Kolkata,162.89(171.66)
07/12/2019,Kolkata,165.35(173.83)
30/11/2019,Kolkata,166.80(170.50)
23/11/2019,Kolkata,169.58(166.78)
16/11/2019,Kolkata,163.94(169.67)
09/11/2019,Kolkata,166.87(177.65)
02/11/2019,Kolkata,175.49(168.59)
26/10/2019,Kolkata,175.30(169.82)
19/10/2019,Kolkata,170.26(NS)
12/10/2019,Kolkata,NS(171.15)
05/10/2019,Kolkata,179.31(170.67)
28/09/2019,Kolkata,174.34(169.82)
21/09/2019,Kolkata,179.93(169.57)
14/09/2019,Kolkata,180.39(170.87)
07/09/2019,Kolkata,186.91(168.96)
31/08/2019,Kolkata,181.49(170.78)
24/08/2019,Kolkata,189.25(173.53)
17/08/2019,Kolkata,193.24(181.20)
10/08/2019,Kolkata,199.96(181.60)
03/08/2019,Kolkata,200.75(184.80)
27/07/2019,Kolkata,200.66(186.91)
20/07/2019,Kolkata,200.78(188.95)
13/07/2019,Kolkata,193.91(189.75)
06/07/2019,Kolkata,203.14(197.96)
29/06/2019,Kolkata,204.32(196.80)
22/06/2019,Kolkata,204.49(188.19)
15/06/2019,Kolkata,187.49(182.49)
08/06/2019,Kolkata,180.12(174.75)
01/06/2019,Kolkata,178.76(169.82)
25/05/2019,Kolkata,179.27(171.01)
18/05/2019,Kolkata,180.26(180.60)
11/05/2019,Kolkata,194.09(187.78)
04/05/2019,Kolkata,202.32(186.67)
27/04/2019,Kolkata,188.95(167.10)
20/04/2019,Kolkata,175.25(164.51)
13/04/2019,Kolkata,160.80(123.79)
06/04/2019,Kolkata,126.10(143.14)
30/03/2019,Kolkata,NS(NS)
23/03/2019,Kolkata,116.78(111.02)
16/03/2019,Kolkata,107.51(NS)
09/03/2019,Kolkata,115.79(NS)
02/03/2019,Kolkata,113.26(116.89)
23/02/2019,Kolkata,114.70(116.79)
16/02/2019,Kolkata,119.85(120.71)
09/02/2019,Kolkata,126.21(123.87)
02/02/2019,Kolkata,129.62(131.21)
26/01/2019,Kolkata,142.83(130.46)
19/01/2019,Kolkata,148.72(135.68)
12/01/2019,Kolkata,153.46(141.71)
05/01/2019,Kolkata,154.72(149.26)
28/12/2019,Guwahati,134.74(133.79)
21/12/2019,Guwahati,139.32(137.09)
14/12/2019,Guwahati,NS(140.90)
07/12/2019,Guwahati,141.11(143.75)
30/11/2019,Guwahati,138.78(147.73)
23/11/2019,Guwahati,142.91(147.42)
16/11/2019,Guwahati,145.15(147.66)
09/11/2019,Guwahati,147.83(152.11)
02/11/2019,Guwahati,144.75(148.08)
26/10/2019,Guwahati,150.27(149.99)
19/10/2019,Guwahati,150.78(NS)
12/10/2019,Guwahati,NS(148.69)
05/10/2019,Guwahati,153.97(148.30)
28/09/2019,Guwahati,150.62(147.24)
21/09/2019,Guwahati,150.14(148.95)
14/09/2019,Guwahati,150.11(151.04)
07/09/2019,Guwahati,156.33(154.24)
31/08/2019,Guwahati,155.92(156.89)
24/08/2019,Guwahati,157.20(156.75)
17/08/2019,Guwahati,157.18(158.15)
10/08/2019,Guwahati,161.93(160.76)
03/08/2019,Guwahati,161.43(162.80)
27/07/2019,Guwahati,164.66(164.58)
20/07/2019,Guwahati,162.09(164.19)
13/07/2019,Guwahati,158.33(163.99)
06/07/2019,Guwahati,158.98(161.81)
29/06/2019,Guwahati,156.96(165.32)
22/06/2019,Guwahati,163.02(168.70)
15/06/2019,Guwahati,155.00(161.37)
08/06/2019,Guwahati,147.98(153.80)
01/06/2019,Guwahati,139.17(151.75)
25/05/2019,Guwahati,135.23(143.04)
18/05/2019,Guwahati,135.12(146.64)
11/05/2019,Guwahati,135.48(146.66)
04/05/2019,Guwahati,143.43(155.39)
27/04/2019,Guwahati,152.29(161.55)
20/04/2019,Guwahati,167.26(154.44)
13/04/2019,Guwahati,171.04(155.00)
06/04/2019,Guwahati,176.47(125.12)
30/03/2019,Guwahati,147.57(98.31)
23/03/2019,Guwahati,113.16(NS)
16/03/2019,Guwahati,NS(NS)
09/03/2019,Guwahati,NS(99.46)
02/03/2019,Guwahati,121.65(99.35)
23/02/2019,Guwahati,NS(99.89)
