Week Ending/Date,Location,Average_Price
27/12/2014,Kolkata,155.77(146.01)
20/12/2014,Kolkata,163.76(148.05)
13/12/2014,Kolkata,164.96(151.47)
06/12/2014,Kolkata,169.09(156.78)
29/11/2014,Kolkata,167.24(158.71)
22/11/2014,Kolkata,170.68(153.56)
15/11/2014,Kolkata,166.21(155.04)
08/11/2014,Kolkata,160.72(153.35)
01/11/2014,Kolkata,157.87(153.98)
25/10/2014,Kolkata,160.08(158.61)
18/10/2014,Kolkata,158.94(NS)
11/10/2014,Kolkata,157.68(162.20)
04/10/2014,Kolkata,NS(161.04)
27/09/2014,Kolkata,165.25(158.08)
20/09/2014,Kolkata,161.86(158.47)
13/09/2014,Kolkata,157.53(160.10)
06/09/2014,Kolkata,161.33(156.74)
30/08/2014,Kolkata,165.44(161.28)
23/08/2014,Kolkata,168.47(161.67)
16/08/2014,Kolkata,173.18(173.07)
09/08/2014,Kolkata,177.98(169.95)
02/08/2014,Kolkata,182.03(169.10)
26/07/2014,Kolkata,189.71(170.76)
19/07/2014,Kolkata,194.77(175.67)
12/07/2014,Kolkata,202.58(182.91)
05/07/2014,Kolkata,201.42(184.02)
28/06/2014,Kolkata,196.17(184.35)
21/06/2014,Kolkata,180.30(176.05)
14/06/2014,Kolkata,170.82(165.11)
07/06/2014,Kolkata,167.12(160.27)
31/05/2014,Kolkata,166.37(164.28)
24/05/2014,Kolkata,167.64(173.77)
17/05/2014,Kolkata,174.58(174.82)
10/05/2014,Kolkata,173.37(174.70)
03/05/2014,Kolkata,179.27(174.16)
26/04/2014,Kolkata,175.80(172.79)
19/04/2014,Kolkata,140.88(166.00)
12/04/2014,Kolkata,163.20(139.82)
05/04/2014,Kolkata,121.38(133.05)
29/03/2014,Kolkata,113.34(NS)
22/03/2014,Kolkata,NS(135.30)
15/03/2014,Kolkata,NS(NS)
08/03/2014,Kolkata,112.86(137.56)
01/03/2014,Kolkata,N.S.(144.81)
22/02/2014,Kolkata,115.00(133.53)
15/02/2014,Kolkata,116.50(129.57)
08/02/2014,Kolkata,120.69(131.12)
01/02/2014,Kolkata,120.14(132.82)
25/01/2014,Kolkata,125.37(141.87)
18/01/2014,Kolkata,130.64(140.57)
11/01/2014,Kolkata,136.34(145.37)
04/01/2014,Kolkata,145.28(147.62)
27/12/2014,Guwahati,126.14(117.94)
20/12/2014,Guwahati,125.91(118.79)
13/12/2014,Guwahati,133.03(121.88)
06/12/2014,Guwahati,133.88(124.74)
29/11/2014,Guwahati,135.17(124.23)
22/11/2014,Guwahati,135.26(126.28)
15/11/2014,Guwahati,140.02(130.78)
08/11/2014,Guwahati,137.12(131.90)
01/11/2014,Guwahati,136.53(130.49)
25/10/2014,Guwahati,136.61(132.59)
18/10/2014,Guwahati,136.21(NS)
11/10/2014,Guwahati,135.47(137.59)
04/10/2014,Guwahati,NS(135.68)
27/09/2014,Guwahati,137.65(131.80)
20/09/2014,Guwahati,135.79(132.28)
13/09/2014,Guwahati,141.95(131.45)
06/09/2014,Guwahati,140.90(129.54)
