Week Ending/Date,Location,Average_Price
28/12/2013,Kolkata,146.01(150.02)
21/12/2013,Kolkata,148.05(150.92)
07/12/2013,Kolkata,156.78(156.91)
30/11/2013,Kolkata,158.71(157.58)
23/11/2013,Kolkata,153.56(158.64)
16/11/2013,Kolkata,155.04(156.87)
09/11/2013,Kolkata,153.35(156.08)
02/11/2013,Kolkata,153.98 (152.76)
26/10/2013,Kolkata,158.61 (N.S.)
19/10/2013,Kolkata,N.S. (155.24)
12/10/2013,Kolkata,162.20 (157.81)
05/10/2013,Kolkata,161.04 (NS)
28/09/2013,Kolkata,158.08 (157.49)
21/09/2013,Kolkata,158.47 (159.36)
14/09/2013,Kolkata,160.10 (167.08)
07/09/2013,Kolkata,156.74 (166.75)
31/08/2013,Kolkata,161.28 (169.18)
24/08/2013,Kolkata,161.67 (168.91)
17/08/2013,Kolkata,173.07 (176.37)
10/08/2013,Kolkata,169.95 (168.84)
03/08/2013,Kolkata,169.10(167.87)
27/07/2013,Kolkata,170.76(168.74)
20/07/2013,Kolkata,175.67(169.66)
13/07/2013,Kolkata,182.91(169.99)
06/07/2013,Kolkata,184.02(171.12)
29/06/2013,Kolkata,184.35(167.45)
22/06/2013,Kolkata,176.05(173.06)
15/06/2013,Kolkata,165.11(174.01)
08/06/2013,Kolkata,160.27(180.20)
01/06/2013,Kolkata,164.28(180.40)
25/05/2013,Kolkata,173.77(177.46)
18/05/2013,Kolkata,174.82(170.32)
11/05/2013,Kolkata,174.70(167.61)
04/05/2013,Kolkata,174.16(169.35)
27/04/2013,Kolkata,172.79(157.48)
20/04/2013,Kolkata,166.00(120.00)
13/04/2013,Kolkata,139.82(120.43)
06/04/2013,Kolkata,133.05(97.99)
30/03/2013,Kolkata,N.S.(85.19)
23/03/2013,Kolkata,135.30(N.S.)
02/03/2013,Kolkata,N.S.(N.S.)
09/03/2013,Kolkata,137.56(88.29)
02/03/2013,Kolkata,144.81(92.45)
23/02/2013,Kolkata,133.53(99.01)
16/02/2013,Kolkata,129.57(102.86)
09/02/2013,Kolkata,131.12(106.63)
02/02/2013,Kolkata,132.82(107.62)
26/01/2013,Kolkata,141.87(110.64)
19/01/2013,Kolkata,140.57(111.72)
12/01/2013,Kolkata,145.37(118.18)
05/01/2013,Kolkata,147.62(120.32)
28/12/2013,Guwahati,117.94(131.47)
21/12/2013,Guwahati,118.79(133.94)
07/12/2013,Guwahati,124.74(135.21)
30/11/2013,Guwahati,124.23(133.61)
23/11/2013,Guwahati,126.28(134.87)
16/11/2013,Guwahati,130.83(135.29)
09/11/2013,Guwahati,131.90(131.40)
02/11/2013,Guwahati,130.49 (129.33)
26/10/2013,Guwahati,132.59 (N.S.)
19/10/2013,Guwahati,N.S. (127.74)
12/10/2013,Guwahati,137.59 (131.21)
05/10/2013,Guwahati,135.69 (133.39)
28/09/2013,Guwahati,131.80 (135.37)
21/09/2013,Guwahati,132.28 (136.13)
14/09/2013,Guwahati,131.44 (136.86)
07/09/2013,Guwahati,129.53 (139.27)
31/08/2013,Guwahati,132.90 (139.10)
24/08/2013,Guwahati,132.92 (142.19)
17/08/2013,Guwahati,135.10 (141.27)
10/08/2013,Guwahati,139.87 (143.27)
03/08/2013,Guwahati,141.14(143.63)
27/07/2013,Guwahati,142.3(142.41)
20/07/2013,Guwahati,145.21(144.24)
13/07/2013,Guwahati,147.16(143.47)
06/07/2013,Guwahati,149.14(148.91)
29/06/2013,Guwahati,147.47(151.72)
22/06/2013,Guwahati,143.30(154.52)
15/06/2013,Guwahati,141.76(158.55)
08/06/2013,Guwahati,139.23(161.92)
01/06/2013,Guwahati,135.71(159.31)
25/05/2013,Guwahati,142.09(160.38)
18/05/2013,Guwahati,148.92(158.07)
11/05/2013,Guwahati,145.85(155.05)
04/05/2013,Guwahati,151.87(158.11)
27/04/2013,Guwahati,157.15(155.62)
20/04/2013,Guwahati,164.65(142.01)
13/04/2013,Guwahati,158.23(153.93)
06/04/2013,Guwahati,129.75(133.30)
30/03/2013,Guwahati,N.S.(88.63)
23/03/2013,Guwahati,127.53(N.S.)
02/03/2013,Guwahati,N.S.(N.S.)
09/03/2013,Guwahati,122.34(80.10)
02/03/2013,Guwahati,N.S.(N.S.)
23/02/2013,Guwahati,121.85(75.29)
16/02/2013,Guwahati,120.73(86.57)
09/02/2013,Guwahati,119.08(86.73)
02/02/2013,Guwahati,116.72(86.89)
26/01/2013,Guwahati,116.67(86.03)
19/01/2013,Guwahati,121.80(87.79)
12/01/2013,Guwahati,122.25(89.74)
05/01/2013,Guwahati,130.36(93.42)
28/12/2013,Siliguri,123.35(122.91)
21/12/2013,Siliguri,120.28(126.51)
