Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
28/12/2019,159.24(162.56),134.74(133.79),135.64(142.60),NS(NS),,119.12(NS),NS(NS),NS(NS),67.76(88.46)
21/12/2019,163.07(167.97),139.32(137.09),135.58(144.23),NS(NS),,119.46(127.78),82.34(97.64),94.20(105.74),65.03(89.04)
14/12/2019,162.89(171.66),NS(140.90),136.34(148.93),NS(NS),,119.78(126.17),80.51(98.47),92.13(111.56),66.11(89.23)
07/12/2019,165.35(173.83),141.11(143.75),139.57(146.49),NS(NS),,119.76(127.88),79.04(102.08),92.94(112.38),65.66(92.22)
30/11/2019,166.80(170.50),138.78(147.73),136.81(151.40),NS(NS),,119.25(128.00),78.81(103.71),94.90(114.81),67.62(94.29)
23/11/2019,169.58(166.78),142.91(147.42),137.61(146.67),NS(NS),,117.75(126.89),97.97(102.53),95.14(112.14),69.05(93.74)
16/11/2019,163.94(169.67),145.15(147.66),135.89(146.60),NS(NS),,118.50(124.43),79.39(100.72),93.03(109.39),68.85(90.15)
09/11/2019,166.87(177.65),147.83(152.11),132.30(138.11),NS(NS),,117.68(123.37),78.17(NS),95.75(NS),68.44(85.73)
02/11/2019,175.49(168.59),144.75(148.08),134.11(139.63),NS(NS),,118.85(124.14),78.68(97.43),NS(105.97),69.18(83.37)
26/10/2019,175.30(169.82),150.27(149.99),136.59(141.61),NS(NS),,120.98(124.88),80.70(93.81),96.33(108.28),73.50(79.19)
19/10/2019,170.26(NS),150.78(NS),132.71(NS),NS(NS),,121.17(126.14),84.96(93.14),95.51(107.41),72.40(78.98)
12/10/2019,NS(171.15),NS(148.69),135.91(136.28),NS(NS),,121.72(127.30),85.99(94.26),94.98(108.78),73.55(80.18)
05/10/2019,179.31(170.67),153.97(148.30),NS(135.01),NS(NS),,122.32(128.53),87.44(94.85),97.02(113.40),73.13(80.65)
28/09/2019,174.34(169.82),150.62(147.24),129.10(131.94),NS(NS),,119.38(134.54),87.74(95.67),94.32(110.89),72.72(86.11)
21/09/2019,179.93(169.57),150.14(148.95),132.41(134.49),NS(NS),,114.62(137.96),86.31(95.98),94.52(112.65),71.73(84.91)
14/09/2019,180.39(170.87),150.11(151.04),132.25(138.42),NS(NS),,NS(135.77),85.82(95.97),90.76(111.69),69.73(83.32)
07/09/2019,186.91(168.96),156.33(154.24),132.98(140.40),NS(NS),,110.55(137.46),83.81(95.11),93.16(110.15),68.80(82.68)
31/08/2019,181.49(170.78),155.92(156.89),132.28(138.80),NS(NS),,112.03(137.07),83.33(95.36),90.09(107.87),68.20(81.54)
24/08/2019,189.25(173.53),157.20(156.75),130.67(137.75),NS(NS),,111.02(NS),83.11(92.67),91.59(101.21),68.30(75.54)
17/08/2019,193.24(181.20),157.18(158.15),134.35(138.88),NS(NS),,112.01(124.71),81.42(87.96),91.35(98.72),68.70(69.09)
10/08/2019,199.96(181.60),161.93(160.76),138.75(139.99),NS(NS),,112.94(125.27),80.78(86.79),91.31(97.22),71.80(68.94)
03/08/2019,200.75(184.80),161.43(162.80),142.21(142.64),NS(NS),,113.10(121.73),80.29(84.90),92.09(94.07),73.56(65.82)
27/07/2019,200.66(186.91),164.66(164.58),142.23(145.01),NS(NS),,115.12(120.95),80.40(83.06),87.70(91.88),71.00(65.65)
20/07/2019,200.78(188.95),162.09(164.19),143.69(146.36),NS(NS),,112.40(115.05),78.90(82.09),89.94(94.65),69.40(62.50)
13/07/2019,193.91(189.75),158.33(163.99),143.46(144.89),NS(NS),,113.46(115.78),79.10(81.80),90.69(93.54),69.48(64.41)
06/07/2019,203.14(197.96),158.98(161.81),144.58(146.71),NS(NS),,116.48(115.33),84.97(78.77),97.99(90.11),73.59(66.20)
29/06/2019,204.32(196.80),156.96(165.32),144.36(150.39),NS(NS),,117.25(115.65),87.32(78.32),97.06(92.10),79.63(62.86)
22/06/2019,204.49(188.19),163.02(168.70),150.56(149.15),NS(NS),,120.55(117.16),92.25(77.82),99.11(89.68),81.34(63.72)
15/06/2019,187.49(182.49),155.00(161.37),149.43(143.53),NS(NS),,123.12(119.29),93.00(78.68),102.44(90.69),83.07(65.34)
08/06/2019,180.12(174.75),147.98(153.80),147.83(145.45),NS(NS),,126.83(119.77),93.43(78.58),105.51(92.22),84.63(67.13)
01/06/2019,178.76(169.82),139.17(151.75),149.70(151.43),NS(NS),,128.23(115.90),93.91(78.80),109.84(92.57),86.60(68.00)
25/05/2019,179.27(171.01),135.23(143.04),147.25(149.14),NS(NS),,127.76(116.17),95.32(79.00),108.91(93.76),87.72(66.49)
18/05/2019,180.26(180.60),135.12(146.64),148.81(142.90),NS(NS),,127.60(118.83),97.50(80.05),111.08(90.74),90.96(66.68)
11/05/2019,194.09(187.78),135.48(146.66),149.81(134.20),NS(NS),,127.82(121.45),99.19(83.51),109.24(94.76),89.81(70.66)
04/05/2019,202.32(186.67),143.43(155.39),147.10(134.89),NS(NS),,129.73(124.50),99.19(87.38),110.41(100.85),90.30(71.96)
27/04/2019,188.95(167.10),152.29(161.55),148.19(144.21),NS(NS),,129.13(122.91),100.77(91.97),108.18(103.58),90.31(69.64)
20/04/2019,175.25(164.51),167.26(154.44),154.94(152.46),NS(NS),,NS(125.92),99.97(95.55),111.36(105.55),88.79(69.02)
13/04/2019,160.80(123.79),171.04(155.00),159.46(159.42),NS(NS),,128.38(124.02),100.46(95.39),109.66(106.05),90.70(68.12)
06/04/2019,126.10(143.14),176.47(125.12),152.77(165.00),NS(NS),,127.54(124.51),101.02(95.38),108.17(106.78),91.85(67.93)
30/03/2019,NS(NS),147.57(98.31),127.52(93.98),NS(NS),,125.72(NS),100.90(96.58),109.75(107.53),91.44(70.35)
