Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
23/03/2019,116.78(111.02),113.16(NS),NS(NS),NS(NS),,128.18(127.62),101.65(95.49),107.92(106.20),92.51(65.23)
16/03/2019,107.51(NS),NS(NS),NS(NS),NS(NS),,127.64(126.43),102.75(94.07),108.17(107.53),93.44(69.99)
09/03/2019,115.79(NS),NS(99.46),107.78 (92.69),NS(NS),,127.19(123.99),101.65(95.14),107.00(103.71),92.33(71.05)
02/03/2019,113.26(116.89),121.65(99.35),105.05(NS),NS (NS),,126.29(122.60),100.40(94.38),104.19(104.44),89.32(74.35)
23/02/2019,114.70(116.79),NS(99.89),108.42(96.48),NS(NS),,126.74(122.94),98.80(95.88),104.79(106.35),87.07(73.31)
16/02/2019,119.85(120.71),124.68(103.30),111.39(102.46),NS(NS),,129.72(123.12),98.62(97.21),103.63(105.34),90.39(72.66)
09/02/2019,126.21(123.87),120.57(104.76),115.83(103.47),NS(NS),,129.00(126.08),99.52(95.43),104.47(101.36),88.44(73.91)
02/02/2019,129.62(131.21),122.45(108.43),119.45(110.24),NS(NS),,130.93(124.91),99.99(93.40),108.22(100.72),87.54(71.89)
26/01/2019,142.83(130.46),124.12(112.10),127.08(112.50),NS(NS),,129.98(124.30),101.25(90.40),108.18(96.66),89.31(69.54)
19/01/2019,148.72(135.68),123.48(120.65),131.35(123.34),NS(NS),,128.14(123.01),100.62(87.74),107.08(98.18),89.11(69.97)
12/01/2019,153.46(141.71),127.74(126.54),135.46(125.07),NS(NS),,127.40(120.39),100.15(88.51),106.78(95.62),89.51(67.84)
05/01/2019,154.72(149.26),130.96(132.73),133.80(129.69),NS(NS),,126.74(114.04),98.23(88.77),106.10(92.51),89.64(67.26)
