Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
31/08/2019,169.47(161.86),155.37(156.83),132.28(138.80),NS(NS),,109.31(134.02),82.25(93.96),89.89(108.09),68.20(81.55)
24/08/2019,174.81(162.97),156.13(156.72),130.65(137.74),NS(NS),,107.00(NS),81.91(91.49),91.21(101.24),68.30(75.53)
17/08/2019,176.72(169.98),156.66(157.95),134.33(138.87),NS(NS),,104.99(121.85),80.38(86.89),90.93(98.66),68.70(68.79)
10/08/2019,183.59(172.28),161.64(160.61),138.75(139.98),NS(NS),,108.51(123.16),79.64(85.83),90.88(97.35),71.80(68.56)
03/08/2019,182.14(175.72),160.83(162.69),142.20(142.63),NS(NS),,109.37(119.11),78.98(83.83),91.68(94.03),73.56(65.59)
27/07/2019,178.43(174.90),163.94(164.44),142.23(145.01),NS(NS),,109.34(118.52),79.44(81.98),87.28(91.69),71.00(65.57)
20/07/2019,179.47(175.30),161.31(163.96),143.68(146.36),NS(NS),,107.52(111.32),77.77(80.61),89.80(94.53),69.40(62.50)
13/07/2019,173.56(174.36),157.55(163.85),143.44(144.87),NS(NS),,109.07(111.44),77.77(80.01),90.18(92.73),69.48(64.41)
06/07/2019,176.81(180.65),158.04(161.32),144.57(146.68),NS(NS),,111.24(111.47),83.75(77.25),97.87(89.03),73.59(66.20)
29/06/2019,173.17(180.81),156.14(165.07),144.36(150.39),NS(NS),,112.70(110.90),86.15(76.59),96.84(91.32),79.63(62.86)
22/06/2019,171.35(173.12),161.93(168.36),150.56(149.15),NS(NS),,113.88(112.48),90.68(76.34),98.88(89.23),81.34(63.72)
15/06/2019,159.03(165.87),154.08(160.82),149.43(143.50),NS(NS),,116.45(112.82),91.82(77.19),102.30(90.35),83.07(65.34)
08/06/2019,151.61(156.67),146.91(153.37),147.83(145.44),NS(NS),,120.12(112.83),92.16(76.98),105.16(91.57),84.63(67.13)
01/06/2019,144.51(150.81),138.45(151.35),149.70(151.40),NS(NS),,122.82(111.12),93.01(77.14),109.69(91.66),86.60(68.00)
25/05/2019,149.69(155.28),134.29(142.67),147.25(149.11),NS(NS),,122.78(111.20),94.61(77.33),109.20(92.87),87.72(66.49)
18/05/2019,147.74(159.89),134.50(146.36),148.81(142.88),NS(NS),,122.98(113.00),96.47(78.46),111.36(90.39),90.96(66.68)
11/05/2019,152.57(165.65),134.76(146.06),149.81(134.17),NS(NS),,122.98(115.81),98.29(81.65),109.36(94.33),89.81(70.66)
04/05/2019,158.52(156.77),142.65(154.72),147.10(134.86),NS(NS),,124.46(120.40),98.09(84.96),110.43(100.92),90.30(71.96)
27/04/2019,151.90(150.52),151.25(160.65),148.19(144.21),NS(NS),,124.04(119.28),99.65(90.07),108.28(103.59),90.27(69.64)
20/04/2019,150.44(147.19),165.80(153.65),154.94(152.49),NS(NS),,NS(121.34),98.65(93.89),111.22(105.62),88.79(69.02)
13/04/2019,147.38(114.92),169.83(154.56),159.46(159.42),NS(NS),,123.55(121.72),98.74(94.13),109.40(106.13),90.70(68.12)
06/04/2019,118.77(119.74),175.02(125.75),152.77(165.07),NS(NS),,122.24(122.63),98.92(94.16),108.50(107.07),91.85(67.93)
30/03/2019,NS(NS),144.43(98.38),127.52(94.07),NS(NS),,121.75(NS),99.22(95.56),110.03(107.44),91.44(70.35)
23/03/2019,108.90(99.48),113.00(NS),NS(NS),NS(NS),,122.49(124.72),99.84(94.58),106.82(106.06),92.51(65.23)
16/03/2019,107.51(NS),NS(NS),NS(NS),NS(NS),,122.11(123.18),101.21(92.96),107.53(107.53),93.44(69.99)
09/03/2019,115.79(NS),NS(99.30),107.78(92.72),NS(NS),,121.82(121.39),100.44(93.96),106.52(103.78),92.33(71.05)
02/03/2019,111.86(112.20),121.46(99.13),105.05(NS),NS (NS),,122.43(120.70),98.76(93.38),103.81(104.51),89.25(74.35)
23/02/2019,113.40(111.99),NS(99.85),108.42(96.49),NS(NS),,122.45(120.64),97.76(95.44),103.51(106.22),87.07(73.31)
16/02/2019,118.48(116.67),124.45(103.25),111.39(102.43),NS(NS),,123.90(121.13),97.45(96.15),103.24(106.24),90.39(72.66)
09/02/2019,124.27(119.08),120.36(104.53),115.83(103.48),NS(NS),,124.53(123.73),97.97(94.85),103.63(101.46),88.44(73.91)
02/02/2019,127.98(123.78),122.22(108.40),119.45(110.24),NS(NS),,126.57(122.49),98.62(92.66),107.72(100.66),87.54(71.89)
26/01/2019,135.92(130.46),124.06(112.03),127.08(112.52),NS(NS),,125.19(120.13),100.17(89.84),107.61(96.51),89.31(69.54)
19/01/2019,141.68(131.26),123.32(120.58),131.35(123.34),NS (NS),,123.74(117.92),99.4(87.08),106.89(97.97),89.11(69.97)
12/01/2019,144.28(134.16),127.58(126.34),135.46(125.06),NS(NS),,122.61(115.96),98.95(87.59),106.96(95.70),89.51(67.84)
05/01/2019,147.85(143.37),130.75(132.49),130.75(132.49),NS(NS),,122.42(109.90),97.37(88.10),105.96(92.71),89.64(67.23)
