Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
28/12/2019,152.94(151.87),134.25(133.51),135.65(142.60),NS(NS),,116.47 (NS),NS(NS),NS(NS),67.76(88.46)
21/12/2019,154.19(154.33),138.83(137.02),135.58(144.23),NS(NS),,115.18(122.90),81.27(96.61),93.83(105.66),65.03(89.04)
14/12/2019,153.19(155.64),NS(140.67),136.34(148.93),NS(NS),,115.97(123.21),79.13(97.73),91.63(111.75),66.11(89.23)
07/12/2019,155.34(159.12),140.59(143.55),139.57(146.49),NS(NS),,116.20(124.83),77.75(101.74),92.62(112.35),65.66(92.22)
30/11/2019,159.51(160.37),137.90(147.55),136.83(151.40),NS(NS),,115.82(125.19),77.62(102.90),94.83(114.91),67.62(94.29)
23/11/2019,159.41(158.48),141.72(147.28),137.61(146.67),NS(NS),,115.36(124.40),78.78(101.89),94.82(112.07),69.05(93.74)
16/11/2019,154.48(159.47),144.50(147.43),135.90(146.60),NS(NS),,114.03(121.96),78.12(99.99),92.56(109.37),68.85(90.15)
09/11/2019,155.60(163.10),146.59(151.88),132.30(138.11),NS(NS),,112.49(120.89),77.08(NS),95.10(NS),68.44(85.73)
02/11/2019,162.45(160.15),142.76(147.98),134.12(139.63),NS(NS),,113.03(120.69),76.90(96.51),NS(105.93),69.18(83.37)
26/10/2019,162.89(160.44),149.05(149.95),136.59(141.61),NS(NS),,114.58(121.27),79.05(92.85),95.64(108.00),73.50(79.19)
19/10/2019,159.11(NS),149.48(NS),132.70(NS),NS(NS),,115.55(123.02),83.57(92.29),94.99(107.42),72.40(78.98)
12/10/2019,NS(164.21),NS(148.63),135.89(136.28),NS(NS),,115.88(123.20),84.73(93.38),94.72(108.65),73.55(80.18)
05/10/2019,166.87(160.79),153.15(148.20),NS(135.01),NS(NS),,115.23(125.51),85.96(93.90),94.46(113.47),73.13(80.65)
28/09/2019,162.83(160.65),149.28(147.19),129.09(131.94),NS(NS),,115.41(132.55),86.58(94.70),94.44(110.80),72.72(86.11)
21/09/2019,164.01(162.13),149.32(148.76),132.39(134.49),NS(NS),,111.72(137.18),85.06(95.03),94.32(112.81),71.73(84.91)
14/09/2019,168.08(162.45),149.50(150.93),132.25(138.42),NS(NS),,NS(132.27),84.51(95.03),89.83(111.79),69.73(83.32)
07/09/2019,177.56(161.30),155.87(154.19),132.99(140.40),NS(NS),,108.07(134.41),82.67(94.27),92.92(110.11),68.80(82.68)
