0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
28/12/2019,143.20(145.97),106.29(88.46),140.07(144.68)
21/12/2019,146.60(149.79),93.88(107.82),136.28(141.32)
14/12/2019,150.88(153.10),92.50(107.63),136.04(144.19)
07/12/2019,149.48(155.65),92.98(111.23),138.97(148.16)
30/11/2019,147.75(156.57),93.23(111.03),138.16(148.80)
23/11/2019,151.10(153.65),93.90(110.67),140.84(144.93)
16/11/2019,148.75(154.43),91.66(109.29),138.02(145.67)
09/11/2019,149.22(156.30),90.94(114.60),135.63(148.71)
02/11/2019,154.15(152.64),93.59(107.37),143.78(143.47)
26/10/2019,155.56(153.86),93.36(104.57),145.01(144.01)
19/10/2019,152.03(NS),96.04(106.02),143.11(106.02)
12/10/2019,135.91(152.05),96.30(105.68),120.55(143.62)
05/10/2019,166.69(152.38),97.55(104.58),147.77(145.25)
28/09/2019,152.83(151.35),97.25(106.49),144.93(145.58)
21/09/2019,155.80(152.31),95.61(109.19),146.67(145.04)
14/09/2019,156.60(154.56),84.52(106.52),149.49(147.05)
07/09/2019,161.81(155.60),92.60(103.43),151.69(147.91)
31/08/2019,158.58(156.51),91.83(109.00),148.10(148.67)
24/08/2019,161.97(156.92),93.68(91.50),152.04(148.40)
17/08/2019,162.56(160.35),90.62(99.37),148.12(148.55)
10/08/2019,168.29(162.38),90.27(94.24),153.31(150.94)
03/08/2019,169.18(163.96),91.27(95.65),151.58(149.37)
27/07/2019,169.80(165.74),88.79(93.78),150.30(149.47)
20/07/2019,169.22(167.81),88.54(91.21),148.37(148.18)
13/07/2019,165.71(167.54),88.53(92.68),146.95(148.03)
06/07/2019,169.49(170.14),95.17(89.59),151.15(148.14)
29/06/2019,169.81(173.18),98.44(90.61),153.31(148.96)
22/06/2019,173.32(170.21),103.91(91.92),157.29(147.11)
15/06/2019,164.61(162.54),105.03(93.18),150.22(143.06)
08/06/2019,158.47(158.74),105.91(92.96),145.38(138.01)
01/06/2019,156.21(158.86),107.50(91.72),143.88(136.54)
25/05/2019,155.30 (156.10),106.29 (91.01),143.98 (134.98)
18/05/2019,153.96(157.66),108.44(93.91),142.07(135.69)
11/05/2019,157.56(160.79),110.47(97.70),143.36(139.31)
04/05/2019,163.83(161.48),110.89(102.29),149.81(142.53)
27/04/2019,160.31(156.75),112.00(103.24),144.86(138.23)
20/04/2019,163.05(155.26),100.03(107.09),143.78(133.54)
13/04/2019,162.51(146.48),111.00(103.42),137.42(126.81)
06/04/2019,146.10(150.60),111.14(104.84),128.69(121.97)
30/03/2019,128.65(96.39),112.03(93.51),117.48(95.08)
23/03/2019,114.95(111.02),112.50(106.37),113.45(108.42)
16/03/2019,107.51 (NS),112.66(105.75),110.48(105.75)
09/03/2019,114.15 (95.34),111.92(104.83),113.16(100.18)
02/03/2019,113.22 (108 .49),111.14 (104.38),112.57 (106.92)
23/02/2019,111.91 (106.23),109.89 (105.87),111.34 (106.14)
16/02/2019,116.87 (108.40),110.42 (105.34),115.25 (107.91)
09/02/2019,121.32 (110.51),110.98 (105.88),118.98 (109.66)
02/02/2019,124.36 (116.36),113.42 (104.47),121.96 (114.17)
26/01/2019,131.85 (114.88),113.33 (101.83),127.41 (111.59)
19/01/2019,135.26 (127.23),112.59 (100.39),130.16 (121.69)
12/01/2019,138.85 (129.80),109.36 (100.45),132.53 (123.41)
05/01/2019,142.68 (137.19),107.54 (97.29),132.79 (129.31)
