Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
23/09/2017,170.80(160.50),154.15(139.63),127.38(129.71),NS(NS),,114.37(117.54),78.04(100.99),83.36(100.06),56.74(88.03)
16/09/2017,165.43(162.58),149.92(138.37),126.74(129.82),NS(NS),,109.98(NS),72.15(101.27),80.99(100.17),55.60(84.80)
09/09/2017,171.23(163.36),148.41(140.32),124.18(131.55),NS(NS),,NS(118.51),69.03(100.15),78.53(99.96),59.04(82.26)
02/09/2017,167.65(165.61),150.34(141.60),124.67(130.08),NS(NS),,112.38(121.12),65.64(97.48),82.30(97.41),60.69(78.87)
12/08/2017,179.36(174.03),156.91(143.72),124.33(128.79),NS(NS),,112.60(117.70),71.80(90.33),85.17(92.09),61.66(77.76)
05/08/2017,172.64(175.75),157.16(144.60),127.64(132.32),NS(NS),,113.23(117.26),74.82(88.29),83.93(90.94),62.51(78.33)
29/07/2017,177.56(177.98),154.10(146.36),126.41(135.79),NS(NS),,110.06(121.14),75.67(87.47),81.00(91.47),62.86(79.49)
22/07/2017,181.57(179.87),151.93(150.21),129.39(138.38),NS(NS),,109.91(115.50),73.51(90.20),83.39(93.63),62.50(81.56)
22/07/2017,177.56(187.07),151.95(154.34),132.76(142.89),NS(NS),,110.82(113.63),71.41(93.41),87.01(94.87),63.19(82.86)
15/07/2017,189.36(180.75),153.21(156.04),132.59(140.11),NS(NS),,108.88(111.72),82.54(96.80),93.58(97.43),67.80(84.41)
08/07/2017,184.15(183.26),151.22(155.28),135.59(111.33),NS(NS),,108.67(114.75),73.31(97.68),88.67(99.14),74.31(84.60)
01/07/2017,179.98(180.91),157.82(153.32),140.97(118.13),NS(NS),,113.16(120.76),77.77(98.20),88.62(100.32),80.61(88.47)
24/06/2017,176.75(181.65),157.68(153.29),144.50(145.44),NS(NS),,114.67(117.84),77.91(99.18),88.37(100.68),77.91(89.39)
10/06/2017,171.31(171.84),150.64(150.41),138.24(142.79),NS(NS),,114.96(118.83),78.61(99.44),88.67(102.44),80.13(91.04)
03/06/2017,159.56(159.29),140.27(146.72),132.88(144.44),NS(NS),,111.81(114.51),79.89(98.39),90.13(101.07),82.29(87.85)
27/05/2017,160.02(159.45),131.51(133.93),135.55(141.03),NS(NS),,116.31(117.50),84.37(97.92),93.53(100.21),83.67(85.41)
20/05/2017,171.53(161.59),132.07(129.56),143.32(142.38),NS(NS),,119.59(116.75),87.76(96.62),93.98(100.11),88.57(84.88)
13/05/2017,172.36(164.41),139.69(136.34),140.96(136.63),NS(NS),,117.98(118.30),88.29(97.51),94.19(102.33),89.49(87.18)
06/05/2017,175.16(165.89),142.32(133.57),138.16(131.53),NS(NS),,122.87(115.17),87.93(97.23),99.71(103.28),95.32(90.01)
29/04/2017,163.15(170.19),149.23(140.08),139.73(130.81),NS(NS),,127.67(113.16),93.03(96.63),101.66(100.93),96.36(87.11)
22/04/2017,159.46(175.47),158.91(146.74),137.23(135.71),NS(NS),,137.75(114.47),101.21(94.17),107.24(99.80),96.31(87.98)
15/04/2017,125.10(177.05),161.71(154.51),143.20(146.80),NS(NS),,NS(116.35),105.94(94.93),110.50(99.97),96.76(85.48)
08/04/2017,115.00(144.87),130.71(170.60),144.27(160.00),NS(NS),,140.28(118.45),106.91(94.80),110.96(100.48),98.26(83.17)
01/04/2017,NS(NS),106.47(119.23),120.34(140.78),NS(NS),,138.72(118.09),107.45(92.39),110.15(97.70),95.66(83.15)
25/03/2017,118.10(NS),NS(NS),97.73(NS),NS(NS),,135.83(NS),106.87(91.30),110.66(96.34),95.90(79.96)
18/03/2017,107.55(118.28),109.65(NS),NS(NS),NS(NS),,134.81(113.13),108.90(92.08),113.53(95.91),94.04(80.96)
11/03/2017,108.97(NS),104.71(105.38),NS(NS),NS(NS),,137.00(109.27),110.02(94.73),115.09(94.54),95.04(78.88)
04/03/2017,110.57(NS),106.29(NS),101.86(102.43),NS(NS),,136.62(111.94),110.44(100.50),114.46(97.69),97.22(79.83)
25/02/2017,112.03(109.77),110.53(108.51),NS(NS),NS(NS),,133.21(116.29),109.52(106.78),113.05(103.11),97.89(82.49)
18/02/2017,120.49(119.41),106.56(108.34),106.19(104.43),NS(NS),,134.48(121.16),107.35(110.20),112.65(105.01),97.70(81.30)
11/02/2017,127.53(123.87),105.66(113.39),105.33(101.94),NS(NS),,130.75(123.63),106.65(110.58),113.43(105.38),98.19(84.45)
04/02/2017,136.06(123.33),106.32(113.10),105.52(105.48),NS(NS),,125.80(125.89),106.31(104.68),110.30(103.48),98.56(83.86)
28/01/2017,138.89(123.07),111.24(115.74),109.11(110.25),NS(NS),,123.61(123.81),106.04(102.88),109.15(100.84),99.08(80.14)
21/01/2017,144.37(134.99),118.39(115.43),113.58(116.51),NS(NS),,121.75(122.57),107.29(97.05),108.54(97.61),100.75(78.13)
14/01/2017,145.34(142.78),119.83(128.72),119.96(119.06),NS(NS),,119.31(122.63),109.21(95.14),107.31(94.59),101.62(79.45)
07/01/2017,153.46(149.74),124.00(129.21),123.50(124.25),NS(NS),,115.88(116.16),108.91(90.39),106.65(91.43),99.02(74.69)
