Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
30/12/2017,154.45(NS),137.07(128.12),131.80(126.14),NS(NS),,NS(NS),NS(NS),NS(NS),65.60(99.14)
23/12/2017,154.59(157.37),140.05(131.52),131.39(128.90),NS(NS),,114.04(115.81),84.21(107.52),92.70(107.30),64.00(95.43)
16/12/2017,161.44(161.22),140.74(130.62),129.80(128.84),NS(NS),,112.90(113.77),82.19(105.86),90.66(104.20),64.21(94.62)
09/12/2017,166.25(159.70),140.20(134.02),128.04(125.89),NS(NS),,112.68(113.21),78.38(104.65),90.16(103.42),63.66(94.43)
02/12/2017,165.46(162.27),142.71(133.81),131.48(126.55),NS(NS),,113.35(114.01),75.22(102.73),89.75(101.78),65.14(95.72)
25/11/2017,168.06(164.35),143.87(138.21),133.57(128.47),NS(NS),,115.10(114.70),75.90(101.13),92.03(101.31),65.46(94.59)
18/11/2017,169.25(164.10),142.35(137.28),133.28(124.00),NS(NS),,113.61(115.27),77.00(99.37),90.40(101.70),67.92(91.26)
11/11/2017,173.52(163.55),144.60(139.22),131.15(130.27),NS(NS),,113.06(120.24),78.51(100.22),93.47(100.42),66.94(90.99)
04/11/2017,167.41(160.73),148.13(137.41),128.44(132.45),NS(NS),,113.44(116.23),79.59(100.19),92.79(100.50),67.00(91.34)
28/10/2017,170.93(159.27),152.32(138.31),129.02(129.59),NS(NS),,112.29(116.51),81.85(NS),90.55(NS),66.88(89.57)
21/10/2017,170.10(161.15),149.13(140.71),132.99(NS),NS(NS),,114.11(116.51),NS(98.75),NS(99.53),NS(86.53)
14/10/2017,168.59(NS),153.90(NS),128.37(NS),NS(NS),,115.07(114.82),82.12(97.27),88.81(102.47),62.64(88.40)
07/10/2017,176.15(155.68),151.47(139.25),127.21(127.22),NS(NS),,113.57(116.92),80.84(99.14),90.32(100.84),61.87(88.07)
30/09/2017,NS(162.03),NS(138.97),NS(130.52),NS(NS),,111.73(115.00),80.26(100.40),84.59(100.89),60.20(88.52)
