0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
26/11/2011,112.04(122.77),68.35(70.31),102.01(110.21)
31/12/2011,108.77(127.77),N.S.(N.S.),108.77(127.77)
24/12/2011,108.57(117.56),70.79(72.56),101.09(104.40)
17/12/2011,106.10(116.65),68.74(72.08),97.56(105.72)
10/12/2011,110.66(118.28),67.95(70.89),100.83(107.35)
03/12/2011,110.62(123.83),66.33(71.44),100.65(112.08)
19/11/2011,112.67(124.84),68.86(71.89),103.65(112.40)
12/11/2011,114.12(124.40),70.87(73.02),105.97(113.79)
05/11/2011,116.72(129.49),71.08(73.68),106.63(116.41)
29/10/2011,120.96(126.49),72.84(70.86),106.20(113.89)
22/10/2011,115.69(117.10),74.35(70.65),107.59(102.81)
15/10/2011,114.85(142.76),76.00(73.10),106.60(112.60)
08/10/2011,N.S.(127.17),77.43(70.75),77.43(115.89)
01/10/2011,120.70(125.16),76.41(70.63),108.68(113.92)
24/09/2011,115.95(127.16),73.41(70.05),106.63(116.08)
17/09/2011,116.39(127.20),70.48(74.88),106.55(114.90)
10/09/2011,117.92(130.24),60.73(68.39),109.92(113.39)
03/09/2011,116.92(128.27),68.62(62.63),105.38(111.18)
27/08/2011,118.23(129.90),67.16(53.25),106.98(114.39)
20/08/2011,120.23(131.35),65.33(60.69),106.19(112.10)
13/08/2011,122.35(130.06),65.43(60.74),107.35(110.76)
06/08/2011,122.45(128.42),64.12(60.89),106.28(110.31)
30/07/2011,124.95(128.99),62.99(60.03),106.75(108.54)
23/07/2011,129.91(126.35),63.76(59.77),112.51(105.83)
16/07/2011,134.52(126.77),64.65(60.10),116.56(106.51)
09/07/2011,136.76(128.03),63.38(59.49),118.46(105.86)
02/07/2011,135.92(127.01),64.27(57.92),114.08(101.28)
25/06/2011,134.41(124.90),63.57(57.50),111.90(102.13)
18/06/2011,132.61(120.96),63.07(58.81),108.14(95.86)
11/06/2011,131.05(117.85),62.43(59.80),104.15(92.88)
04/06/2011,128.19(116.15),62.53(63.37),103.49(96.73)
28/05/2011,128.38(119.17),64.41(65.71),108.27(103.33)
21/05/2011,128.82(116.26),65.78(64.03),104.69(97.01)
14/05/2011,128.49(117.45),67.32(67.22),102.59(100.57)
07/05/2011,129.22(116.22),72.53(66.63),106.79(95.46)
30/04/2011,131.20(114.26),71.86(78.77),101.76(90.96)
23/04/2011,117.56(105.15),63.13(71.73),98.66(87.47)
16/04/2011,130.66(109.21),72.74(71.61),89.28(83.90)
09/04/2011,129.30(93.73),74.61(72.31),90.38(80.80)
02/04/2011,73.94(69.90),73.53(63.70),73.75(67.89)
26/03/2011,N.S.(N.S.),72.98(70.55),72.98(70.55)
19/03/2011,N.S.(N.S.),74.63(70.67),74.63(70.67)
12/03/2011,84.92(76.28),76.24(69.26),80.87(73.27)
05/03/2011,84.77(82.57),77.57(69.24),81.68(77.90)
26/02/2011,85.66(89.36),78.80(72.80),83.45(85.40)
19/02/2011,90.36(93.61),76.49(73.47),86.48(88.55)
05/02/2011,97.01(96.65),78.34(73.43),93.27(90.56)
29/01/2011,104.59(104.85),78.95(75.35),97.36(93.71)
22/01/2011,102.57(98.91),80.13(75.21),97.57(94.06)
15/01/2011,105.33(95.14),75.80(74.91),97.21(88.17)
08/01/2011,106.77(104.30),73.14(75.75),98.22(97.19)
01/01/2011,113.00(108.70),N.S.(76.77),113.00(102.29)
