Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
24/09/2011,129.12(133.27),108.56(124.46),94.70(104.10),N.S.(N.S.),,88.34(85.92),65.26(61.31),69.17(65.72),56.80(54.50)
17/09/2011,124.09(133.45),111.82(122.48),97.89(105.22),N.S.(N.S.),,83.19(88.19),62.64(63.5),66.53(68.58),55.65(51.75)
10/09/2011,125.08(135.37),110.45(125.30),102.12(106.66),N.S.(N.S.),,N.S.(82.07),60.56(63.12),64.09(65.37),55.36(52.59)
03/09/2011,126.50(135.83),109.15(122.13),97.50(105.70),N.S.(N.S.),,82.02(72.98),59.50(57.46),63.23(56.18),56.11(49.30)
27/08/2011,125.23(136.17),110.82(124.84),102.59(105.84),N.S.(N.S.),,80.09(N.S.),59.03(54.27),63.47(56.88),54.64(47.28)
20/08/2011,126.04(135.10),111.48(126.20),101.42(108.02),N.S.(N.S.),,77.47(73.20),57.80(53.29),62.40(55.27),53.59(49.99)
13/08/2011,126.60(135.72),111.70(123.03),104.61(109.38),N.S.(N.S.),,78.20(71.81),56.65(52.40),60.51(55.52),54.58(49.53)
06/08/2011,125.91(131.96),111.16(121.00),105.72(108.71),N.S.(N.S.),,75.99(71.36),55.91(52.30),59.57(55.79),53.14(48.91)
30/07/2011,125.85(137.58),118.42(122.64),109.36(106.85),N.S.(N.S.),,75.34(72.02),56.64(52.34),59.41(56.30),53.75(51.15)
23/07/2011,135.41(131.27),122.06(117.92),112.84(108.18),N.S.(N.S.),,75.14(74.06),56.67(51.17),58.44(55.78),53.69(53.00)
16/07/2011,135.67(129.25),126.51(115.76),113.36(107.88),N.S.(N.S.),,76.60(74.14),57.03(51.02),59.27(56.18),55.37(46.10)
09/07/2011,138.72(131.57),128.37(118.00),114.54(108.61),N.S.(N.S.),,73.71(71.16),58.61(50.62),57.61(54.90),52.49(49.03)
02/07/2011,136.51(128.06),133.53(116.72),116.14(109.67),N.S.(N.S.),,73.40(69.52),58.98(50.53),59.04(55.34),51.89(48.24)
25/06/2011,134.28(124.76),132.19(116.28),122.91(113.38),N.S.(N.S.),,70.36(66.07),60.09(50.77),59.54(N.S.),52.27(43.11)
18/06/2011,131.68(117.92),129.36(114.86),126.47(112.32),N.S.(N.S.),,71.85(66.87),59.41(51.66),58.16(52.54),50.02(44.97)
11/06/2011,129.43(119.26),126.81(114.59),131.21(110.43),N.S.(N.S.),,62.29(68.01),57.77(53.70),58.87(56.53),51.38(45.05)
04/06/2011,125.08(115.92),121.46(111.16),133.82(110.61),N.S.(N.S.),,70.96(70.58),55.48(56.52),55.55(57.93),50.87(47.91)
28/05/2011,127.87(123.00),121.10(111.31),126.92(104.35),N.S.(N.S.),,72.71(73.43),57.06(56.63),58.18(58.50),53.14(N.S.)
21/05/2011,131.13(120.76),123.76(109.36),119.78(105.75),N.S.(N.S.),,75.91(73.09),57.24(56.55),60.42(58.09),55.19(54.33)
14/05/2011,129.55(120.50),123.77(111.43),114.75(100.51),N.S.(N.S.),,80.15(75.61),57.92(57.14),61.00(59.70),56.20(51.70)
07/05/2011,134.71(120.27),127.52(115.20),113.07(98.57),N.S.(N.S.),,79.34(75.84),61.27(56.84),65.18(62.34),57.66(55.51)
30/04/2011,140.34(113.96),131.24(118.30),119.55(99.79),N.S.(N.S.),,81.47(87.24),62.20(59.39),65.87(68.46),56.62(59.32)
23/04/2011,112.23(109.42),110.93(101.15),123.28(101.37),N.S.(N.S.),,N.S.(81.67),63.94(62.27),66.96(64.93),56.42(59.52)
16/04/2011,130.49(106.80),N.S.(N.S.),129.94(109.47),N.S.(N.S.),,81.63(83.83),64.90(62.15),68.28(67.34),58.86(60.01)
09/04/2011,125.68(74.98),112.71(81.58),133.36(117.50),N.S.(N.S.),,80.86(84.10),67.65(61.62),68.19(66.34),56.79(N.S.)
02/04/2011,71.64(67.64),66.40(66.59),85.74(76.87),N.S.(N.S.),,79.78(N.S.),69.81(62.68),63.05(66.02),58.52(63.21)
26/03/2011,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),,79.19(81.14),70.55(63.29),70.02(66.29),58.37(62.82)
19/03/2011,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),,79.59(76.59),72.83(64.39),70.98(65.57),57.48(59.61)
12/03/2011,86.77(75.96),79.00(73.71),74.65(75.20),N.S.(N.S.),,82.46(74.92),71.21(65.34),72.44(64.97),59.20(62.93)
05/03/2011,83.67(83.13),N.S.(75.65),78.11(77.93),N.S.(N.S.),,81.97(75.46),72.81(66.00),71.89(65.45),57.81(60.42)
26/02/2011,91.23(95.47),76.06(82.21),77.20(81.86),N.S.(N.S.),,83.65(76.50),72.86(68.74),74.77(65.55),60.55(66.11)
19/02/2011,97.43(99.01),87.80(86.76),78.19(87.40),N.S.(N.S.),,81.96(75.00),72.99(70.56),75.25(67.85),61.67(69.72)
12/02/2011,102.18(106.23),87.99(87.15),78.54(87.43),N.S.(N.S.),,N.S.(76.19),73.27(71.37),74.55(69.81),62.01(68.41)
05/02/2011,107.94(105.73),92.20(89.31),84.39(90.31),N.S.(N.S.),,81.49(75.96),73.22(70.85),73.10(69.75),68.31(65.15)
29/01/2011,111.39(110.32),N.S.(N.S.),88.38(94.52),N.S.(N.S.),,82.80(77.28),73.14(71.93),75.12(70.94),69.57(62.84)
22/01/2011,113.17(106.12),93.03(91.32),91.70(94.60),N.S.(N.S.),,87.15(80.02),73.27(70.91),76.50(71.26),72.60(63.74)
15/01/2011,114.48(N.S.),96.59(93.96),99.00(96.50),N.S.(N.S.),,82.39(79.89),71.25(72.70),74.67(71.47),68.76(66.08)
08/01/2011,115.60(109.00),95.83(97.60),103.05(101.20),N.S.(N.S.),,79.58(80.67),67.62(72.35),70.66(73.10),63.15(66.74)
01/01/2011,119.16(115.98),101.32(103.00),105.78(105.34),N.S.(N.S.),,N.S.(77.97),N.S.(N.S.),N.S.(73.67),N.S.(70.24)
