Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
26/11/2011,124.70(139.23),105.75(118.33),100.06(104.34),N.S.(N.S.),,80.37(81.17),60.56(65.59),64.64(68.22),56.37(56.53)
31/12/2011,122.94(127.77),97.88(N.S.),101.76(N.S.),N.S.(N.S.),,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.)
24/12/2011,122.48(129.92),97.97(104.53),103.80(N.S.),N.S.(N.S.),,81.16(82.37),64.23(66.01),66.28(68.72),62.24(60.77)
17/12/2011,119.60(130.17),96.47(109.01),99.38(108.78),N.S.(N.S.),,79.62(81.96),61.85(65.83),65.03(67.53),61.33(59.45)
10/12/2011,124.39(134.04),101.38(110.45),96.60(108.57),N.S.(N.S.),,80.32(81.21),59.84(64.10),64.52(67.33),58.85(58.50)
03/12/2011,127.73(138.35),101.54(117.14),95.56(106.98),N.S.(N.S.),,79.58(80.41),59.55(65.12),63.55(66.65),57.88(57.19)
19/11/2011,126.68(139.10),104.42(120.23),104.16(109.46),N.S.(N.S.),,79.56(81.26),62.03(65.95),65.18(65.72),56.11(54.81)
12/11/2011,129.00(140.69),109.59(118.40),104.50(109.18),N.S.(N.S.),,79.73(83.68),63.43(64.92),66.54(66.59),60.91(54.11)
05/11/2011,130.44(141.15),109.82(118.85),103.47(112.10),N.S.(N.S.),,81.46(83.66),63.61(64.98),68.94(N.S.),61.88(52.88)
29/10/2011,131.43(140.58),114.62(122.21),99.51(108.24),N.S.(N.S.),,83.58(83.70),65.74(65.16),N.S.(67.05),60.17(51.42)
22/10/2011,129.89(N.S.),111.21(124.61),99.97(106.50),N.S.(N.S.),,86.20(85.75),67.28(64.13),72.14(66.18),58.77(52.14)
15/10/2011,135.17(142.76),110.37(N.S.),97.76(N.S.),N.S.(N.S.),,89.90(87.19),67.66(63.71),71.10(67.20),63.54(50.36)
08/10/2011,N.S.(143.96),N.S.(123.40),N.S.(106.64),N.S.(N.S.),,93.35(87.32),68.31(62.88),73.66(65.88),62.26(50.97)
01/10/2011,139.56(138.31),112.58(123.32),90.75(106.39),N.S.(N.S.),,92.04(89.48),68.16(62.04),66.54(65.44),60.47(52.16)
24/09/2011,133.90(142.83),108.53(124.50),94.70(104.10),N.S.(N.S.),,87.80(90.13),65.42(61.69),69.03(66.09),56.80(54.50)
17/09/2011,131.82(144.29),111.83(122.47),97.89(105.22),N.S.(N.S.),,83.50(88.85),62.82(64.16),66.57(68.75),55.65(51.75)
10/09/2011,133.12(146.04),110.50(125.32),102.12(106.66),N.S.(N.S.),,N.S.(82.68),61.05(63.33),64.23(65.53),55.36(52.59)
03/09/2011,132.88(143.82),109.13(122.03),97.50(105.70),N.S.(N.S.),,82.21(74.06),59.75(57.76),63.22(56.45),56.11(49.30)
27/08/2011,134.38(146.33),110.77(124.94),102.59(105.84),N.S.(N.S.),,79.96(N.S.),59.18(54.52),63.44(57.06),54.64(47.28)
20/08/2011,135.08(147.06),111.46(126.14),101.42(108.02),N.S.(N.S.),,77.97(73.70),57.99(53.53),62.44(55.32),53.59(49.99)
13/08/2011,140.09(145.74),111.69(123.02),104.61(109.38),N.S.(N.S.),,78.46(71.82),56.79(52.65),60.62(55.81),54.58(49.53)
06/08/2011,138.40(143.69),111.13(121.01),105.72(108.71),N.S.(N.S.),,75.79(71.06),56.10(52.50),59.68(55.85),53.14(48.91)
30/07/2011,138.34(151.59),118.38(122.69),109.36(106.85),N.S.(N.S.),,75.37(70.73),56.89(52.43),59.44(56.32),53.75(51.15)
23/07/2011,145.30(143.44),122.05(117.96),112.84(108.18),N.S.(N.S.),,75.28(73.49),56.99(51.27),58.57(55.81),53.69(53.00)
16/07/2011,149.01(145.67),126.51(115.80),113.36(107.88),N.S.(N.S.),,76.80(73.80),57.35(51.22),59.52(56.28),55.37(46.10)
09/07/2011,152.80(148.45),128.35(118.03),114.54(108.61),N.S.(N.S.),,74.23(71.52),58.91(50.80),58.25(55.16),52.49(49.03)
02/07/2011,147.56(147.37),133.44(116.78),116.14(109.67),N.S.(N.S.),,73.82(70.73),59.29(50.69),59.18(55.88),51.89(48.24)
25/06/2011,142.10(139.30),132.29(116.30),122.91(113.38),N.S.(N.S.),,71.39(67.57),60.35(50.95),59.83(N.S.),52.27(43.11)
18/06/2011,139.20(131.15),129.36(114.96),126.47(112.32),N.S.(N.S.),,72.95(68.08),59.91(51.88),58.96(53.91),50.02(44.97)
11/06/2011,133.99(125.63),126.81(114.66),131.21(110.43),N.S.(N.S.),,71.37(68.76),58.22(53.98),59.57(57.14),51.38(45.05)
04/06/2011,130.44(121.74),121.55(111.26),133.82(110.61),N.S.(N.S.),,73.00(71.24),56.05(56.83),56.29(59.01),50.87(47.91)
21/05/2011,137.84(126.66),123.78(109.49),119.78(105.75),N.S.(N.S.),,76.62(73.47),57.67(56.61),61.17(58.67),55.19(54.33)
14/05/2011,139.46(131.52),123.75(111.45),114.75(100.51),N.S.(N.S.),,81.08(75.24),58.32(57.32),61.47(59.63),56.20(51.70)
