Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
07/05/2011,144.08(130.01),127.50(115.32),113.07(98.57),N.S.(N.S.),,80.55(75.37),61.75(56.89),65.49(62.23),57.66(55.51)
30/04/2011,149.45(122.61),131.18(118.43),119.55(99.79),N.S.(N.S.),,82.42(86.37),62.87(59.46),66.20(69.44),56.62(59.32)
23/04/2011,116.28(112.17),111.00(101.64),123.28(101.37),N.S.(N.S.),,N.S.(80.02),64.34(62.32),67.53(64.24),56.42(59.52)
16/04/2011,132.56(108.70),N.S.(N.S.),129.94(109.47),N.S.(N.S.),,82.71(80.55),65.35(62.25),68.40(66.91),56.86(60.01)
09/04/2011,129.81(76.93),112.84(82.25),133.36(117.50),N.S.(N.S.),,83.47(81.90),68.08(61.77),68.40(66.17),56.79(N.S.)
02/04/2011,75.18(69.52),66.40(66.59),85.74(76.87),N.S.(N.S.),,82.05(N.S.),70.12(62.81),63.23(65.89),58.52(63.21)
26/03/2011,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),,80.28(80.54),70.81(63.41),70.21(66.28),58.37(62.82)
19/03/2011,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),,80.39(77.08),73.17(64.59),71.09(65.62),57.48(59.61)
12/03/2011,94.66(77.35),79.00(73.71),74.65(75.20),N.S.(N.S.),,83.44(75.85),71.59(65.53),72.19(65.11),59.20(62.93)
05/03/2011,86.14(85.89),N.S.(75.65),78.11(77.93),N.S.(N.S.),,84.08(76.46),73.24(66.18),72.04(65.54),57.81(60.42)
26/02/2011,92.48(97.15),76.02(82.20),77.20(81.86),N.S.(N.S.),,86.50(78.52),73.40(68.97),74.85(65.83),60.55(66.11)
19/02/2011,98.26(101.73),87.78(86.83),78.19(87.40),N.S.(N.S.),,84.40(78.59),73.53(70.74),75.55(68.10),61.67(69.72)
12/02/2011,104.73(107.88),88.11(87.33),78.54(87.43),N.S.(N.S.),,N.S.(79.31),73.72(71.77),74.64(69.99),62.01(68.41)
05/02/2011,109.35(107.33),92.20(89.44),84.39(90.31),N.S.(N.S.),,83.48(80.25),73.69(71.12),73.15(70.81),68.31(65.15)
29/01/2011,112.92(113.04),N.S.(N.S.),88.38(94.52),N.S.(N.S.),,84.26(80.21),73.21(72.03),75.03(71.52),69.57(62.84)
22/01/2011,115.79(108.55),93.04(91.35),91.70(94.60),N.S.(N.S.),,87.96(81.10),73.49(71.12),76.53(71.49),72.60(63.74)
15/01/2011,117.73(N.S.),96.58(94.06),99.00(96.50),N.S.(N.S.),,83.42(83.00),71.44(72.96),74.62(71.70),68.76(66.08)
08/01/2011,118.88(111.53),95.84(97.22),103.05(101.20),N.S.(N.S.),,80.77(81.28),68.02(72.70),70.79(73.28),63.15(66.74)
01/01/2011,127.77(117.54),101.34(103.07),105.78(105.34),N.S.(N.S.),,N.S.(80.09),N.S.(N.S.),N.S.(73.64),N.S.(70.24)
