Week Ending/Date,Location,Average_Price
29/12/2018,NORTH INDIA,141.50 (139.21)
22/12/2018,NORTH INDIA,144.26 (139.79)
15/12/2018,NORTH INDIA,147.09 (142.40)
08/12/2018,NORTH INDIA,149.38 (142.67)
01/12/2018,NORTH INDIA,152.47 (144.72)
24/11/2018,NORTH INDIA,150.44 (145.73)
17/11/2018,NORTH INDIA,150.63 (144.48)
10/11/2018,NORTH INDIA,150.60 (145.67)
27/10/2018,NORTH INDIA,150.40 (147.24)
13/10/2018,NORTH INDIA,149.09 (148.83)
20/10/2018,NORTH INDIA,NS (150.38)
06/10/2018,NORTH INDIA,148.21 (145.47)
29/09/2018,NORTH INDIA,147.20(NS)
22/09/2018,NORTH INDIA,148.68 (148.24)
15/09/2018,NORTH INDIA,150.78 (143.03)
08/09/2018,NORTH INDIA,152.34 (143.25)
01/09/2018,NORTH INDIA,152.97 (144.05)
25/08/2018,NORTH INDIA,152.66 (147.57)
18/08/2018,NORTH INDIA,155.09 (149.11)
11/08/2018,NORTH INDIA,158.01 (147.38)
04/04/2018,NORTH INDIA,159.97 (145.68)
28/07/2018,NORTH INDIA,161.05 (146.26)
21/07/2018,NORTH INDIA,161.80 (147.95)
14/07/2018,NORTH INDIA,160.99 (146.90)
07/07/2018,NORTH INDIA,162.26 (151.11)
30/06/2018,NORTH INDIA,165.89 (150.71)
23/06/2018,NORTH INDIA,164.09 (153.88)
16/06/2018,NORTH INDIA,156.02 (153.94)
09/06/2018,NORTH INDIA,151.75 (145.84)
02/06/2018,NORTH INDIA,151.18 (137.62)
26/05/2018,NORTH INDIA,148.75 (135.39)
19/05/2018,NORTH INDIA,149.43 (139.24)
12/05/2018,NORTH INDIA,149.35 (142.62)
05/05/2018,NORTH INDIA,148.86 (142.28)
28/04/2018,NORTH INDIA,152.22 (145.09)
21/04/2018,NORTH INDIA,151.98 (145.52)
14/04/2018,NORTH INDIA,144.86 (141.98)
07/04/2018,NORTH INDIA,146.44 (124.34)
31/03/2018,NORTH INDIA,96.47 (114.71)
24/03/2018,NORTH INDIA,99.48 (101.96)
17/03/2018,NORTH INDIA,NS (107.42)
10/03/2018,NORTH INDIA,95.27 (107.85)
03/03/2018,NORTH INDIA,105.67 (106.37)
24/02/2018,NORTH INDIA,103.66 (110.35)
17/02/2018,NORTH INDIA,106.88(110.32)
10/02/2018,NORTH INDIA,108.30 (110.95)
03/02/2018,NORTH INDIA,113.31 (112.87)
27/01/2018,NORTH INDIA,114.86(115.90)
20/01/2018,NORTH INDIA,125.22(123.01
14/01/2018,NORTH INDIA,127.51 (124.87)
07/01/2018,NORTH INDIA,134.82 (129.46)
29/12/2018,SOUTH INDIA,88.46 (65.60)
22/12/2018,SOUTH INDIA,105.02 (90.45)
15/12/2018,SOUTH INDIA,105.83 (89.89)
08/12/2018,SOUTH INDIA,109.38 (87.39)
01/12/2018,SOUTH INDIA,109.27 (86.71)
24/11/2018,SOUTH INDIA,108.99 (87.33)
17/11/2018,SOUTH INDIA,107.59 (86.87)
10/11/2018,SOUTH INDIA,111.74 (87.94)
27/10/2018,SOUTH INDIA,102.10 (85.75)
13/10/2018,SOUTH INDIA,103.09 (90.04)
20/10/2018,SOUTH INDIA,103.66 (110.17)
06/10/2018,SOUTH INDIA,102.68 (86.39)
29/09/2018,SOUTH INDIA,104.81(86.18)
22/09/2018,SOUTH INDIA,108.17 (84.06)
15/09/2018,SOUTH INDIA,104.41 (80.96)
08/09/2018,SOUTH INDIA,101.30 (69.00)
01/09/2018,SOUTH INDIA,106.42 (78.14)
25/08/2018,SOUTH INDIA,90.57 (79.34)
18/08/2018,SOUTH INDIA,97.38 (79.29)
11/08/2018,SOUTH INDIA,92.83 (84.96)
04/04/2018,SOUTH INDIA,93.41 (84.05)
28/07/2018,SOUTH INDIA,91.53 (83.99)
21/07/2018,SOUTH INDIA,88.58 (80.77)
14/07/2018,SOUTH INDIA,89.60 (87.57)
07/07/2018,SOUTH INDIA,86.93 (98.91)
30/06/2018,SOUTH INDIA,87.32 (84.65)
23/06/2018,SOUTH INDIA,88.63 (86.98)
16/06/2018,SOUTH INDIA,89.16 (87.82)
09/06/2018,SOUTH INDIA,88.57 (88.13)
02/06/2018,SOUTH INDIA,88.41 (89.46)
26/05/2018,SOUTH INDIA,87.79 (93.91)
19/05/2018,SOUTH INDIA,90.03 (98.20)
12/05/2018,SOUTH INDIA,93.89 (97.40)
05/05/2018,SOUTH INDIA,98.95 (98.15)
28/04/2018,SOUTH INDIA,100.22 (104.34)
21/04/2018,SOUTH INDIA,103.69 (113.18)
14/04/2018,SOUTH INDIA,101.77 (104.29)
07/04/2018,SOUTH INDIA,103.23 (116.17)
31/03/2018,SOUTH INDIA,92.73 (117.03)
24/03/2018,SOUTH INDIA,104.14 (116.47)
17/03/2018,SOUTH INDIA,103.33 (116.33)
10/03/2018,SOUTH INDIA,102.81 (117.46)
03/03/2018,SOUTH INDIA,102.59 (118.95)
24/02/2018,SOUTH INDIA,104.13 (116.54)
17/02/2018,SOUTH INDIA,103.89(115.80)
10/02/2018,SOUTH INDIA,103.85 (114.37)
03/02/2018,SOUTH INDIA,102.62(112.38)
27/01/2018,SOUTH INDIA,99.12(111.21)
20/01/2018,SOUTH INDIA,97.20 (111.18)
14/01/2018,SOUTH INDIA,97.74 (110.38)
07/01/2018,SOUTH INDIA,94.84 (109.15)
29/12/2018,ALL INDIA,140.23 (137.50)
22/12/2018,ALL INDIA,136.37 (130.51)
15/12/2018,ALL INDIA,138.88 (133.04)
08/12/2018,ALL INDIA,142.55 (132.80)
01/12/2018,ALL INDIA,145.12 (134.52)
24/11/2018,ALL INDIA,142.14 (134.82)
17/11/2018,ALL INDIA,142.39 (133.20)
10/11/2018,ALL INDIA,143.71 (133.42)
27/10/2018,ALL INDIA,140.84 (134.50)
13/10/2018,ALL INDIA,140.75 (139.70)
20/10/2018,ALL INDIA,103.66 (146.60)
06/10/2018,ALL INDIA,141.33 (133.74)
29/09/2018,ALL INDIA,141.65(86.18)
22/09/2018,ALL INDIA,141.70 (135.90)
15/09/2018,ALL INDIA,143.48 (129.85)
08/09/2018,ALL INDIA,144.80 (130.91)
01/09/2018,ALL INDIA,145.43 (129.72)
25/08/2018,ALL INDIA,144.40 (133.72)
18/08/2018,ALL INDIA,143.68 (134.47)
11/08/2018,ALL INDIA,146.90 (135.40)
04/04/2018,ALL INDIA,145.84 (130.89)
28/07/2018,ALL INDIA,145.36 (131.56)
21/07/2018,ALL INDIA,142.93 (129.64)
14/07/2018,ALL INDIA,142.39 (136.10)
07/07/2018,ALL INDIA,141.30 (143.32)
30/06/2018,ALL INDIA,142.60 (134.98)
23/06/2018,ALL INDIA,141.59 (135.25)
16/06/2018,ALL INDIA,137.19 (133.94)
09/06/2018,ALL INDIA,131.74 (126.34)
02/06/2018,ALL INDIA,129.96 (122.46)
26/05/2018,ALL INDIA,128.60 (121.90)
19/05/2018,ALL INDIA,128.79 (124.71)
12/05/2018,ALL INDIA,129.82 (123.92)
05/05/2018,ALL INDIA,132.36 (124.09)
28/04/2018,ALL INDIA,134.41 (129.89)
21/04/2018,ALL INDIA,130.69 (132.80)
14/04/2018,ALL INDIA,125.09 (127.35)
07/04/2018,ALL INDIA,118.72 (120.15)
31/03/2018,ALL INDIA,94.81 (116.11)
24/03/2018,ALL INDIA,102.22 (110.44)
17/03/2018,ALL INDIA,103.33 (110.77)
10/03/2018,ALL INDIA,99.00 (110.98)
03/03/2018,ALL INDIA,104.52 (109.36)
24/02/2018,ALL INDIA,103.78 (111.95)
17/02/2018,ALL INDIA,106.42(111.35)
10/02/2018,ALL INDIA,107.50 (111.46)
03/02/2018,ALL INDIA,111.32(112.79)
27/01/2018,ALL INDIA,111.09(115.06)
20/01/2018,ALL INDIA,119.68 (120.74)
14/01/2018,ALL INDIA,121.18 (122.11)
07/01/2018,ALL INDIA,127.16 (125.48)
