Week Ending/Date,Location,Average_Price
31/12/2016,NORTH INDIA,127.05(133.00)
24/12/2016,NORTH INDIA,134.58(138.43)
17/12/2016,NORTH INDIA,135.19 (139.13)
10/12/2016,NORTH INDIA,94.43(66.30)
03/12/2016,NORTH INDIA,137.96(139.41)
26/11/2016,NORTH INDIA,140.89(144.69)
19/11/2016,NORTH INDIA,139.68(139.53)
12/11/2016,NORTH INDIA,141.47(151.57)
05/11/2016,NORTH INDIA,140.22(139.37)
29/10/2016,NORTH INDIA,138.22(138.27)
22/10/2016,NORTH INDIA,144.58(NS)
15/10/2016,NORTH INDIA,NS(138.10)
08/10/2016,NORTH INDIA,137.26(138.55)
01/10/2016,NORTH INDIA,138.78(136.53)
24/09/2016,NORTH INDIA,139.92 (141.64)
17/09/2016,NORTH INDIA,139.36 (141.75)
10/09/2016,NORTH INDIA,140.71 (143.22)
09/03/2016,NORTH INDIA,141.16 (145.28)
27/08/2016,NORTH INDIA,140.37 (146.89)
20/08/2016,NORTH INDIA,141.48 (147.99)
13/08/2016,NORTH INDIA,143.09 (146.19)
06/08/2016,NORTH INDIA,146.30 (147.66)
30/07/2016,NORTH INDIA,147.08 (149.78)
23/07/2016,NORTH INDIA,150.26 (150.91)
16/07/2016,NORTH INDIA,155.67 (148.60)
09/07/2016,NORTH INDIA,153.28(146.98)
02/07/2016,NORTH INDIA,155.54 (145.14)
25/06/2016,NORTH INDIA,154.02 (147.65)
18/06/2016,NORTH INDIA,154.21 (147.08)
11/06/2016,NORTH INDIA,148.93 (143.54)
04/06/2016,NORTH INDIA,145.28 (143.88)
28/05/2016,NORTH INDIA,139.33(145.30)
21/05/2016,NORTH INDIA,137.84 (141.91)
14/05/2016,NORTH INDIA,140.99 (140.71)
07/05/2016,NORTH INDIA,136.69 (142.21)
30/04/2016,NORTH INDIA,139.14 (143.11)
30/04/2016,NORTH INDIA,139.14 (143.11)
30/04/2016,NORTH INDIA,139.14 (143.11)
23/04/2016,NORTH INDIA,146.29 (133.82)
16/04/2016,NORTH INDIA,153.77 (134.48)
09/04/2016,NORTH INDIA,159.09 (127.56)
02/04/2016,NORTH INDIA,133.97 (102.20)
26/03/2016,NORTH INDIA,NS (90.62)
19/03/2016,NORTH INDIA,111.62 (78.45)
12/03/2016,NORTH INDIA,105.35 (87.45)
05/03/2016,NORTH INDIA,102.43 (92.55)
27/02/2016,NORTH INDIA,109.09 (92.01)
20/02/2016,NORTH INDIA,111.90 (99.88)
13/02/2016,NORTH INDIA,111.35 (107.36)
06/02/2016,NORTH INDIA,112.20 (108.89)
30/01/2016,NORTH INDIA,116.26 (117.51)
23/01/2016,NORTH INDIA,120.21 (120.62)
16/01/2016,NORTH INDIA,128.91 (131.32)
09/01/2016,NORTH INDIA,132.67 (126.34)
02/01/2016,NORTH INDIA,133.00 (129.51)
31/12/2016,SOUTH INDIA,99.14(97.65)
24/12/2016,SOUTH INDIA,108.16(80.78)
17/12/2016,SOUTH INDIA,106.17 (90.37)
10/12/2016,SOUTH INDIA,104.47(88.55)
03/12/2016,SOUTH INDIA,103.90(85.08)
26/11/2016,SOUTH INDIA,103.00(84.75)
19/11/2016,SOUTH INDIA,102.10(80.62)
12/11/2016,SOUTH INDIA,103.05(84.64)
05/11/2016,SOUTH INDIA,101.95(78.27)
29/10/2016,SOUTH INDIA,105.11(79.37)
22/10/2016,SOUTH INDIA,101.82(79.89)
15/10/2016,SOUTH INDIA,101.72(81.89)
08/10/2016,SOUTH INDIA,101.20(79.14)
01/10/2016,SOUTH INDIA,101.93(81.22)
24/09/2016,SOUTH INDIA,101.52 (80.29)
17/09/2016,SOUTH INDIA,97.10 (76.26)
10/09/2016,SOUTH INDIA,101.14 (72.88)
09/03/2016,SOUTH INDIA,99.17 (73.39)
27/08/2016,SOUTH INDIA,98.52 (63.37)
20/08/2016,SOUTH INDIA,96.75 (74.97)
13/08/2016,SOUTH INDIA,93.58 (73.56)
06/08/2016,SOUTH INDIA,92.55(71.01)
30/07/2016,SOUTH INDIA,94.64 (71.02)
23/07/2016,SOUTH INDIA,92.60 (71.57)
16/07/2016,SOUTH INDIA,94.55 (72.76)
09/07/2016,SOUTH INDIA,95.71(75.55)
02/07/2016,SOUTH INDIA,98.20 (75.42)
25/06/2016,SOUTH INDIA,100.24 (73.64)
18/06/2016,SOUTH INDIA,103.26 (71.92)
11/06/2016,SOUTH INDIA,104.27 (70.44)
04/06/2016,SOUTH INDIA,102.35 (72.21)
28/05/2016,SOUTH INDIA,104.19 (71.97)
21/05/2016,SOUTH INDIA,103.26 (73.88)
14/05/2016,SOUTH INDIA,104.92 (76.64)
07/05/2016,SOUTH INDIA,103.49 (78.01)
30/04/2016,SOUTH INDIA,102.14 (80.78)
30/04/2016,SOUTH INDIA,102.14 (80.78)
30/04/2016,SOUTH INDIA,102.14 (80.78)
23/04/2016,SOUTH INDIA,100.90 (83.96)
16/04/2016,SOUTH INDIA,102.13 (84.59)
09/04/2016,SOUTH INDIA,101.62 (84.07)
02/04/2016,SOUTH INDIA,101.31 (74.65)
26/03/2016,SOUTH INDIA,89.94 (84.57)
19/03/2016,SOUTH INDIA,98.51 (83.77)
12/03/2016,SOUTH INDIA,97.84 (83.26)
05/03/2016,SOUTH INDIA,101.02 (84.19)
27/02/2016,SOUTH INDIA,106.22 (83.98)
20/02/2016,SOUTH INDIA,110.31 (84.44)
13/02/2016,SOUTH INDIA,111.56 (84.20)
06/02/2016,SOUTH INDIA,109.29 (83.31)
30/01/2016,SOUTH INDIA,108.12 (83.52)
23/01/2016,SOUTH INDIA,102.91 (81.51)
16/01/2016,SOUTH INDIA,102.34 (80.90)
09/01/2016,SOUTH INDIA,96.65 (77.43)
02/01/2016,SOUTH INDIA,97.65 (75.00)
31/12/2016,ALL INDIA,126.18(128.38)
24/12/2016,ALL INDIA,130.11(133.36)
17/12/2016,ALL INDIA,130.10 (130.32)
10/12/2016,ALL INDIA,130.10(127.83)
03/12/2016,ALL INDIA,131.58(130.44)
26/11/2016,ALL INDIA,133.52(132.99)
19/11/2016,ALL INDIA,132.47(127.64)
12/11/2016,ALL INDIA,133.61(137.68)
05/11/2016,ALL INDIA,131.87(129.13)
29/10/2016,ALL INDIA,135.08(128.24)
22/10/2016,ALL INDIA,134.02(79.89)
15/10/2016,ALL INDIA,101.72(126.73)
08/10/2016,ALL INDIA,129.50(126.56)
01/10/2016,ALL INDIA,131.62(125.49)
24/09/2016,ALL INDIA,132.22 (129.07)
17/09/2016,ALL INDIA,134.22 (127.61)
10/09/2016,ALL INDIA,132.77 (129.28)
09/03/2016,ALL INDIA,132.64 (130.61)
27/08/2016,ALL INDIA,131.81 (135.22)
20/08/2016,ALL INDIA,132.05 (133.34)
13/08/2016,ALL INDIA,131.62 (129.62)
06/08/2016,ALL INDIA,133.18(129.79)
30/07/2016,ALL INDIA,135.49 (129.21)
23/07/2016,ALL INDIA,140.00 (130.52)
16/07/2016,ALL INDIA,143.24 (129.62)
09/07/2016,ALL INDIA,141.06(126.69)
02/07/2016,ALL INDIA,141.65 (124.75)
25/06/2016,ALL INDIA,139.93 (123.91)
18/06/2016,ALL INDIA,140.60 (121.93)
11/06/2016,ALL INDIA,137.19 (116.09)
04/06/2016,ALL INDIA,133.29 (115.95)
28/05/2016,ALL INDIA,130.36 (114.93)
21/05/2016,ALL INDIA,128.96 (112.22)
14/05/2016,ALL INDIA,131.18 (110.52)
07/05/2016,ALL INDIA,127.68 (113.27)
30/04/2016,ALL INDIA,127.52 (112.07)
30/04/2016,ALL INDIA,127.52 (112.07)
30/04/2016,ALL INDIA,127.52 (112.07)
23/04/2016,ALL INDIA,131.34 (109.01)
16/04/2016,ALL INDIA,131.33 (110.02)
09/04/2016,ALL INDIA,129.65 (104.60)
02/04/2016,ALL INDIA,113.34 (91.27)
26/03/2016,ALL INDIA,89.94 (88.12)
19/03/2016,ALL INDIA,101.92 (82.30)
12/03/2016,ALL INDIA,100.21 (86.05)
05/03/2016,ALL INDIA,101.37 (88.52)
27/02/2016,ALL INDIA,107.49 (89.79)
20/02/2016,ALL INDIA,111.26 (95.40)
13/02/2016,ALL INDIA,111.41 (101.50)
06/02/2016,ALL INDIA,111.53 (102.60)
30/01/2016,ALL INDIA,114.56 (109.27)
23/01/2016,ALL INDIA,116.91 (112.01)
16/01/2016,ALL INDIA,122.77 (117.74)
09/01/2016,ALL INDIA,125.75 (115.96)
02/01/2016,ALL INDIA,128.38 (116.59)
