Week Ending/Date,Location,Average_Price
30/12/2017,NORTH INDIA,139.21 (127.05)
23/12/2017,NORTH INDIA,139.79 (134.58)
16/12/2017,NORTH INDIA,142.40 (135.19)
09/12/2017,NORTH INDIA,142.67 (135.85)
02/12/2017,NORTH INDIA,144.72 (137.96)
25/11/2017,NORTH INDIA,145.73 (140.89)
18/11/2017,NORTH INDIA,144.48 (139.67)
11/11/2017,NORTH INDIA,145.66 (141.47)
04/11/2017,NORTH INDIA,145.70 (140.22)
28/10/2017,NORTH INDIA,147.24 (138.22)
21/10/2017,NORTH INDIA,150.38 (144.58)
14/10/2017,NORTH INDIA,148.83 (NS)
07/10/2017,NORTH INDIA,145.47 (137.26)
30/09/2017,NORTH INDIA,NS (138.78)
23/09/2017,NORTH INDIA,148.24 (139.92)
16/09/2017,NORTH INDIA,143.03 (139.36)
09/09/2017,NORTH INDIA,143.25 (140.71)
02/09/2017,NORTH INDIA,144.02 (141.16)
26/08/2017,NORTH INDIA,147.57 (140.37)
19/08/2017,NORTH INDIA,149.11 (141.48)
12/08/2017,NORTH INDIA,147.38 (143.09)
05/08/2017,NORTH INDIA,145.69 (146.30)
29/07/2017,NORTH INDIA,146.26 (147.08)
22/07/2017,NORTH INDIA,147.95 (150.26)
15/07/2017,NORTH INDIA,146.90 (155.67)
08/07/2017,NORTH INDIA,151.10 (153.28)
01/07/2017,NORTH INDIA,150.71 (155.54)
24/06/2017,NORTH INDIA,153.89 (154.02)
17/06/2017,NORTH INDIA,153.94 (154.22)
10/06/2017,NORTH INDIA,145.84 (148.98)
03/06/2017,NORTH INDIA,137.62 (145.28)
27/05/2017,NORTH INDIA,135.39 (139.33)
20/05/2017,NORTH INDIA,139.24 (137.84)
13/05/2017,NORTH INDIA,142.62 (140.99)
06/05/2017,NORTH INDIA,142.28 (136.69)
29/04/2017,NORTH INDIA,149.69(146.07)
22/04/2017,NORTH INDIA,145.68 (146.29)
15/04/2017,NORTH INDIA,141.98 (153.77)
08/04/2017,NORTH INDIA,124.34 (159.09)
01/04/2017,NORTH INDIA,114.71 (133.97)
25/03/2017,NORTH INDIA,101.96 (NS)
18/03/2017,NORTH INDIA,107.42 (111.62)
11/03/2017,NORTH INDIA,107.85 (105.35)
04/03/2017,NORTH INDIA,106.37 (102.43)
25/02/2017,NORTH INDIA,110.35 (109.09)
18/02/2017,NORTH INDIA,110.32 (111.90)
11/02/2017,NORTH INDIA,110.95 (111.35)
04/02/2017,NORTH INDIA,112.87 (112.20)
28/01/2017,NORTH INDIA,115.90 (116.26)
21/01/2017,NORTH INDIA,123.01 (120.22)
14/01/2017,NORTH INDIA,124.87 (128.91)
07/01/2017,NORTH INDIA,129.46 (132.67)
30/12/2017,SOUTH INDIA,65.60 (99.14)
23/12/2017,SOUTH INDIA,90.45 (108.16)
16/12/2017,SOUTH INDIA,89.89 (106.17)
09/12/2017,SOUTH INDIA,87.39 (104.47)
02/12/2017,SOUTH INDIA,86.71 (103.90)
25/11/2017,SOUTH INDIA,87.33 (103.00)
18/11/2017,SOUTH INDIA,86.87 (102.10)
11/11/2017,SOUTH INDIA,87.94 (103.05)
04/11/2017,SOUTH INDIA,87.23 (101.95)
28/10/2017,SOUTH INDIA,85.75 (105.11)
21/10/2017,SOUTH INDIA,110.17 (101.82)
14/10/2017,SOUTH INDIA,90.04 (101.72)
07/10/2017,SOUTH INDIA,86.39 (101.20)
30/09/2017,SOUTH INDIA,86.18 (101.93)
23/09/2017,SOUTH INDIA,84.06 (101.52)
16/09/2017,SOUTH INDIA,80.96 (97.10)
09/09/2017,SOUTH INDIA,69.00 (101.14)
02/09/2017,SOUTH INDIA,78.15 (99.17)
26/08/2017,SOUTH INDIA,79.34 (98.52)
19/08/2017,SOUTH INDIA,79.29 (96.75)
12/08/2017,SOUTH INDIA,84.96 (93.58)
05/08/2017,SOUTH INDIA,84.05 (92.55)
29/07/2017,SOUTH INDIA,83.99 (94.64)
22/07/2017,SOUTH INDIA,80.77 (92.60)
15/07/2017,SOUTH INDIA,87.57 (94.55)
08/07/2017,SOUTH INDIA,98.91 (95.71)
01/07/2017,SOUTH INDIA,84.65 (98.20)
24/06/2017,SOUTH INDIA,86.98 (100.24)
17/06/2017,SOUTH INDIA,87.82 (103.26)
10/06/2017,SOUTH INDIA,88.13 (104.27)
03/06/2017,SOUTH INDIA,89.46(102.35)
27/05/2017,SOUTH INDIA,93.91 (104.19)
20/05/2017,SOUTH INDIA,98.20 (103.26)
13/05/2017,SOUTH INDIA,97.40 (104.92)
06/05/2017,SOUTH INDIA,98.15(103.49)
29/04/2017,SOUTH INDIA,104.34 (102.14)
22/04/2017,SOUTH INDIA,113.18 (100.90)
15/04/2017,SOUTH INDIA,104.29 (102.13)
08/04/2017,SOUTH INDIA,116.17 (101.62)
01/04/2017,SOUTH INDIA,117.03 (101.31)
25/03/2017,SOUTH INDIA,116.47 (89.94)
18/03/2017,SOUTH INDIA,116.33(98.51)
11/03/2017,SOUTH INDIA,117.46 (97.84)
04/03/2017,SOUTH INDIA,118.95 (101.02)
25/02/2017,SOUTH INDIA,116.54 (106.22)
18/02/2017,SOUTH INDIA,115.80 (110.31)
11/02/2017,SOUTH INDIA,114.37 (111.56)
04/02/2017,SOUTH INDIA,112.38 (109.29)
28/01/2017,SOUTH INDIA,111.21 (108.12)
21/01/2017,SOUTH INDIA,111.18 (102.91)
14/01/2017,SOUTH INDIA,110.38 (102.34)
07/01/2017,SOUTH INDIA,109.15 (96.65)
30/12/2017,ALL INDIA,137.50 (126.18)
23/12/2017,ALL INDIA,130.51 (130.11)
16/12/2017,ALL INDIA,133.04 (130.10)
09/12/2017,ALL INDIA,132.80 (130.10)
02/12/2017,ALL INDIA,134.52 (131.58)
25/11/2017,ALL INDIA,134.82 (133.52)
18/11/2017,ALL INDIA,133.20 (132.47)
11/11/2017,ALL INDIA,133.42 (133.61)
04/11/2017,ALL INDIA,133.91 (131.87)
28/10/2017,ALL INDIA,134.50 (135.08)
21/10/2017,ALL INDIA,146.61 (134.02)
14/10/2017,ALL INDIA,139.70 (101.72)
07/10/2017,ALL INDIA,133.74 (129.50)
30/09/2017,ALL INDIA,86.18 (131.62)
23/09/2017,ALL INDIA,135.90 (132.22)
16/09/2017,ALL INDIA,129.85 (134.22)
09/09/2017,ALL INDIA,130.91 (132.77)
02/09/2017,ALL INDIA,129.70 (132.64)
26/08/2017,ALL INDIA,133.72 (131.81)
19/08/2017,ALL INDIA,134.48 (132.05)
12/08/2017,ALL INDIA,135.40 (131.62)
05/08/2017,ALL INDIA,130.89 (133.18)
29/07/2017,ALL INDIA,131.56 (135.49)
22/07/2017,ALL INDIA,129.64 (140.00)
15/07/2017,ALL INDIA,136.10 (143.24)
08/07/2017,ALL INDIA,143.32 (141.06)
01/07/2017,ALL INDIA,134.98 (141.65)
24/06/2017,ALL INDIA,135.26 (139.93)
17/06/2017,ALL INDIA,133.94 (140.60)
10/06/2017,ALL INDIA,126.34 (137.19)
03/06/2017,ALL INDIA,122.46(133.29)
27/05/2017,ALL INDIA,121.90 (130.35)
20/05/2017,ALL INDIA,124.71 (128.96)
13/05/2017,ALL INDIA,123.92 (131.19)
06/05/2017,ALL INDIA,124.09(127.68)
29/04/2017,ALL INDIA,133.65(132.93)
22/04/2017,ALL INDIA,132.90 (131.34)
15/04/2017,ALL INDIA,127.35 (131.33)
08/04/2017,ALL INDIA,120.15 (129.65)
01/04/2017,ALL INDIA,116.11 (113.34)
25/03/2017,ALL INDIA,110.41 (89.94)
18/03/2017,ALL INDIA,110.77 (101.92)
11/03/2017,ALL INDIA,110.98 (100.21)
04/03/2017,ALL INDIA,109.36 (101.37)
25/02/2017,ALL INDIA,111.95 (107.49)
