Week Ending/Date,Location,Average_Price
27/12/2008,NORTH INDIA,91.94(78.76)
20/12/2008,NORTH INDIA,93.05(79.52)
13/12/2008,NORTH INDIA,93.54(77.46)
06/12/2008,NORTH INDIA,97.66(75.39)
29/11/2008,NORTH INDIA,98.49(73.92)
22/11/2008,NORTH INDIA,97.82(73.24)
15/11/2008,NORTH INDIA,99.18(72.64)
08/11/2008,NORTH INDIA,100.13(73.42)
01/11/2008,NORTH INDIA,99.14(71.27)
25/10/2008,NORTH INDIA,106.57(70.53)
18/10/2008,NORTH INDIA,106.50(71.50)
11/10/2008,NORTH INDIA,N.S.(70.30)
04/10/2008,NORTH INDIA,104.43(68.75)
27/09/2008,NORTH INDIA,105.07(68.24)
20/09/2008,NORTH INDIA,102.90(67.66)
13/09/2008,NORTH INDIA,97.99(67.04)
06/09/2008,NORTH INDIA,96.59(68.14)
30/08/2008,NORTH INDIA,95.42(67.65)
23/08/2008,NORTH INDIA,95.84(68.09)
16/08/2008,NORTH INDIA,95.28(68.95)
09/08/2008,NORTH INDIA,93.71(68.90)
02/08/2008,NORTH INDIA,92.68(69.87)
26/07/2008,NORTH INDIA,92.38(71.65)
19/07/2008,NORTH INDIA,91.82(71.54)
12/07/2008,NORTH INDIA,92.39(73.15)
05/07/2008,NORTH INDIA,92.94(75.36)
28/06/2008,NORTH INDIA,95.49(77.62)
21/06/2008,NORTH INDIA,96.31(78.37)
14/06/2008,NORTH INDIA,94.40(77.90)
07/06/2008,NORTH INDIA,90.91(75.34)
31/05/2008,NORTH INDIA,89.52(74.46)
24/05/2008,NORTH INDIA,89.30(72.00)
17/05/2008,NORTH INDIA,89.08(71.34)
10/05/2008,NORTH INDIA,88.31(71.10)
03/05/2008,NORTH INDIA,88.47(72.90)
26/04/2008,NORTH INDIA,91.50(76.05)
19/04/2008,NORTH INDIA,92.98(78.24)
12/04/2008,NORTH INDIA,87.85(82.36)
05/04/2008,NORTH INDIA,79.57(76.16)
29/03/2008,NORTH INDIA,63.50(54.23)
22/03/2008,NORTH INDIA,58.96(N.S.)
15/03/2008,NORTH INDIA,N.S.(54.39)
08/03/2008,NORTH INDIA,65.91(53.51)
01/03/2008,NORTH INDIA,56.12(N.S.)
23/02/2008,NORTH INDIA,61.57(57.28)
16/02/2008,NORTH INDIA,64.18(57.35)
09/02/2008,NORTH INDIA,64.51(60.5)
02/02/2008,NORTH INDIA,65.82(62.35)
26/01/2008,NORTH INDIA,68.19(61.17)
19/01/2008,NORTH INDIA,72.22(62.64)
12/01/2008,NORTH INDIA,74.22(63.19)
05/01/2008,NORTH INDIA,75.95(63.36)
27/12/2008,SOUTH INDIA,64.40(50.85)
20/12/2008,SOUTH INDIA,69.49(52.44)
13/12/2008,SOUTH INDIA,66.30(50.42)
06/12/2008,SOUTH INDIA,62.57(49.85)
29/11/2008,SOUTH INDIA,68.34(48.72)
22/11/2008,SOUTH INDIA,73.30(47.38)
15/11/2008,SOUTH INDIA,72.95(45.74)
08/11/2008,SOUTH INDIA,69.31(45.12)
01/11/2008,SOUTH INDIA,79.21(44.56)
25/10/2008,SOUTH INDIA,84.78(43.64)
18/10/2008,SOUTH INDIA,87.23(43.41)
11/10/2008,SOUTH INDIA,85.03(44.10)
04/10/2008,SOUTH INDIA,84.50(44.94)
27/09/2008,SOUTH INDIA,89.86(45.27)
20/09/2008,SOUTH INDIA,87.43(45.22)
13/09/2008,SOUTH INDIA,75.35(45.29)
06/09/2008,SOUTH INDIA,76.62(45.12)
30/08/2008,SOUTH INDIA,74.36(40.93)
23/08/2008,SOUTH INDIA,74.96(46.01)
16/08/2008,SOUTH INDIA,75.65(44.25)
09/08/2008,SOUTH INDIA,71.81(44.52)
02/08/2008,SOUTH INDIA,69.47(44.82)
26/07/2008,SOUTH INDIA,65.44(45.22)
19/07/2008,SOUTH INDIA,63.86(45.34)
12/07/2008,SOUTH INDIA,63.02(44.89)
05/07/2008,SOUTH INDIA,63.26(45.28)
28/06/2008,SOUTH INDIA,64.14(45.99)
21/06/2008,SOUTH INDIA,62.76(46.87)
14/06/2008,SOUTH INDIA,60.78(48.24)
07/06/2008,SOUTH INDIA,59.41(49.24)
31/05/2008,SOUTH INDIA,58.05(49.81)
24/05/2008,SOUTH INDIA,57.29(51.09)
17/05/2008,SOUTH INDIA,55.63(51.37)
10/05/2008,SOUTH INDIA,55.63(52.24)
03/05/2008,SOUTH INDIA,56.81(52.64)
26/04/2008,SOUTH INDIA,57.08(53.01)
19/04/2008,SOUTH INDIA,56.02(52.84)
12/04/2008,SOUTH INDIA,55.77(53.32)
05/04/2008,SOUTH INDIA,55.42(47.22)
29/03/2008,SOUTH INDIA,56.03(53.24)
22/03/2008,SOUTH INDIA,55.21(53.54)
15/03/2008,SOUTH INDIA,57.26(54.64)
08/03/2008,SOUTH INDIA,56.59(49.04)
01/03/2008,SOUTH INDIA,55.33(54.17)
23/02/2008,SOUTH INDIA,54.71(54.81)
16/02/2008,SOUTH INDIA,53.73(52.64)
09/02/2008,SOUTH INDIA,53.9(52.48)
02/02/2008,SOUTH INDIA,54.63(52.77)
26/01/2008,SOUTH INDIA,52.96(53.86)
19/01/2008,SOUTH INDIA,54.15(52.82)
12/01/2008,SOUTH INDIA,54.1(51.52)
05/01/2008,SOUTH INDIA,54.41(50.78)
27/12/2008,ALL INDIA,90.54(76.33)
20/12/2008,ALL INDIA,86.83(73.82)
13/12/2008,ALL INDIA,86.51(72.10)
