Week Ending/Date,Location,Average_Price
27/12/2014,NORTH INDIA,134.37(129.03)
20/12/2014,NORTH INDIA,137.08(127.74)
13/12/2014,NORTH INDIA,139.49(128.68)
06/12/2014,NORTH INDIA,141.39(133.11)
29/11/2014,NORTH INDIA,140.75(134.36)
22/11/2014,NORTH INDIA,142.50(133.21)
15/11/2014,NORTH INDIA,142.74(131.78)
08/11/2014,NORTH INDIA,137.29(133.07)
01/11/2014,NORTH INDIA,138.53(131.79)
25/10/2014,NORTH INDIA,139.49(133.83)
18/10/2014,NORTH INDIA,136.22(NS)
11/10/2014,NORTH INDIA,134.87(135.10)
04/10/2014,NORTH INDIA,NS(133.80)
27/09/2014,NORTH INDIA,137.02(133.83)
20/09/2014,NORTH INDIA,137.45(132.44)
13/09/2014,NORTH INDIA,138.41(132.12)
06/09/2014,NORTH INDIA,138.47(130.57)
30/08/2014,NORTH INDIA,141.24(132.45)
23/08/2014,NORTH INDIA,143.25(133.15)
16/08/2014,NORTH INDIA,146.63(135.35)
09/08/2014,NORTH INDIA,148.72(138.28)
02/08/2014,NORTH INDIA,154.46(138.13)
26/07/2014,NORTH INDIA,158.32(139.87)
19/07/2014,NORTH INDIA,162.21(141.49)
12/07/2014,NORTH INDIA,170.59(144.34)
05/07/2014,NORTH INDIA,169.74(146.67)
28/06/2014,NORTH INDIA,171.76(145.39)
21/06/2014,NORTH INDIA,169.49 (142.77)
14/06/2014,NORTH INDIA,162.76(141.77)
07/06/2014,NORTH INDIA,156.41(141.91)
31/05/2014,NORTH INDIA,154.17 (141.75)
24/05/2014,NORTH INDIA,154.27(143.72)
17/05/2014,NORTH INDIA,154.71(146.91)
10/05/2014,NORTH INDIA,153.12 (143.95)
03/05/2014,NORTH INDIA,157.37(145.27)
26/04/2014,NORTH INDIA,153.96 (145.62)
19/04/2014,NORTH INDIA,143.34(147.34)
12/04/2014,NORTH INDIA,155.58(144.19)
05/04/2014,NORTH INDIA,135.85(138.99)
29/03/2014,NORTH INDIA,96.53(NS)
22/03/2014,NORTH INDIA,NS(133.04)
15/03/2014,NORTH INDIA,NS(NS)
08/03/2014,NORTH INDIA,103.20 (129.80)
01/03/2014,NORTH INDIA,N.S. (140.62)
22/02/2014,NORTH INDIA,107.55 (129.86)
15/02/2014,NORTH INDIA,106.97 (124.69)
08/02/2014,NORTH INDIA,110.04 (123.01)
01/02/2014,NORTH INDIA,112.06 (121.67)
25/01/2014,NORTH INDIA,114.48 (124.49)
18/01/2014,NORTH INDIA,118.11 (125.96)
11/01/2014,NORTH INDIA,122.71 (128.46)
04/01/2014,NORTH INDIA,128.39 (133.08)
27/12/2014,SOUTH INDIA,NS(NS)
20/12/2014,SOUTH INDIA,76.20(83.37)
13/12/2014,SOUTH INDIA,75.99(82.12)
06/12/2014,SOUTH INDIA,74.67(81.49)
29/11/2014,SOUTH INDIA,72.99(84.97)
22/11/2014,SOUTH INDIA,70.89(85.20)
15/11/2014,SOUTH INDIA,70.54(84.71)
08/11/2014,SOUTH INDIA,72.44 (84.99)
01/11/2014,SOUTH INDIA,71.52(89.36)
25/10/2014,SOUTH INDIA,74.20(90.18)
18/10/2014,SOUTH INDIA,78.81(93.40)
11/10/2014,SOUTH INDIA,80.04(98.99)
04/10/2014,SOUTH INDIA,83.27(100.13)
27/09/2014,SOUTH INDIA,80.70(104.68)
20/09/2014,SOUTH INDIA,77.09(90.64)
13/09/2014,SOUTH INDIA,67.17(104.45)
06/09/2014,SOUTH INDIA,74.06(100.56)
30/08/2014,SOUTH INDIA,74.09(98.19)
23/08/2014,SOUTH INDIA,73.03(96.14)
16/08/2014,SOUTH INDIA,73.27(98.30)
09/08/2014,SOUTH INDIA,72.65(97.10)
