Week Ending/Date,Location,Average_Price
28/12/2019,NORTH INDIA,140.11(141.50)
21/12/2019,NORTH INDIA,142.45(144.26)
14/12/2019,NORTH INDIA,144.62(147.09)
07/12/2019,NORTH INDIA,144.89(149.38)
30/11/2019,NORTH INDIA,144.03(152.47)
23/11/2019,NORTH INDIA,146.05(150.44)
16/11/2019,NORTH INDIA,144.56(150.63)
09/11/2019,NORTH INDIA,144.12(150.60)
02/11/2019,NORTH INDIA,146.88(149.21)
26/10/2019,NORTH INDIA,149.51(150.40)
19/10/2019,NORTH INDIA,146.83(NS)
12/10/2019,NORTH INDIA,135.89(149.09)
05/10/2019,NORTH INDIA,158.80(148.21)
28/09/2019,NORTH INDIA,147.06(147.20)
21/09/2019,NORTH INDIA,147.90(148.68)
14/09/2019,NORTH INDIA,149.97(150.78)
07/09/2019,NORTH INDIA,155.69(152.34)
31/08/2019,NORTH INDIA,152.47(152.97)
24/08/2019,NORTH INDIA,154.69(152.66)
17/08/2019,NORTH INDIA,154.24(155.09)
10/08/2019,NORTH INDIA,160.44(158.08)
03/08/2019,NORTH INDIA,160.30(159.97)
27/07/2019,NORTH INDIA,160.18(161.05)
20/07/2019,NORTH INDIA,160.14(161.80)
13/07/2019,NORTH INDIA,157.03(160.99)
06/07/2019,NORTH INDIA,158.24(162.26)
29/06/2019,NORTH INDIA,156.86(165.89)
22/06/2019,NORTH INDIA,160.18(164.09)
15/06/2019,NORTH INDIA,153.80(156.02)
08/06/2019,NORTH INDIA,148.48(151.75)
01/06/2019,NORTH INDIA,143.94(151.18)
25/05/2019,NORTH INDIA,142.76 (148.75)
18/05/2019,NORTH INDIA,142.05(149.43)
11/05/2019,NORTH INDIA,143.47(149.35)
04/05/2019,NORTH INDIA,148.00(148.86)
27/04/2019,NORTH INDIA,150.17(152.22)
20/04/2019,NORTH INDIA,157.41(151.98)
13/04/2019,NORTH INDIA,159.87(144.86)
06/04/2019,NORTH INDIA,144.10(146.44)
30/03/2019,NORTH INDIA,128.15(96.47)
23/03/2019,NORTH INDIA,111.14(99.48)
16/03/2019,NORTH INDIA,107.51(NS)
09/03/2019,NORTH INDIA,114.15 (95.27)
02/03/2019,NORTH INDIA,112.44 (105.67)
23/02/2019,NORTH INDIA,111.16 (103.66)
16/02/2019,NORTH INDIA,116.16 (106.88)
09/02/2019,NORTH INDIA,120.34 (108.30)
02/02/2019,NORTH INDIA,123.45 (113.31)
26/01/2019,NORTH INDIA,129.03 (114.86)
19/01/2019,NORTH INDIA,132.20 (125.22)
12/01/2019,NORTH INDIA,135.08 (127.52)
05/01/2019,NORTH INDIA,138.06 (134.82)
28/12/2019,SOUTH INDIA,103.30(88.46)
21/12/2019,SOUTH INDIA,91.02(105.02)
14/12/2019,SOUTH INDIA,89.80(105.83)
07/12/2019,SOUTH INDIA,90.40(109.38)
30/11/2019,SOUTH INDIA,90.69(109.27)
23/11/2019,SOUTH INDIA,91.90(108.99)
16/11/2019,SOUTH INDIA,89.02(107.59)
09/11/2019,SOUTH INDIA,87.99(111.74)
02/11/2019,SOUTH INDIA,89.17(105.00)
26/10/2019,SOUTH INDIA,89.63(102.10)
19/10/2019,SOUTH INDIA,92.85(103.66)
12/10/2019,SOUTH INDIA,93.05(103.09)
05/10/2019,SOUTH INDIA,93.99(102.68)
28/09/2019,SOUTH INDIA,94.97(104.81)
21/09/2019,SOUTH INDIA,93.69(108.17)
14/09/2019,SOUTH INDIA,83.41(104.41)
07/09/2019,SOUTH INDIA,90.82(101.30)
31/08/2019,SOUTH INDIA,90.01(106.42)
24/08/2019,SOUTH INDIA,91.14(90.57)
17/08/2019,SOUTH INDIA,87.05(97.38)
10/08/2019,SOUTH INDIA,87.88(92.83)
03/08/2019,SOUTH INDIA,88.91(93.41)
27/07/2019,SOUTH INDIA,86.18(91.53)
20/07/2019,SOUTH INDIA,85.94(88.58)
13/07/2019,SOUTH INDIA,86.02(89.60)
06/07/2019,SOUTH INDIA,92.27(86.93)
29/06/2019,SOUTH INDIA,95.76(87.32)
22/06/2019,SOUTH INDIA,99.88(88.63)
15/06/2019,SOUTH INDIA,101.37(89.16)
08/06/2019,SOUTH INDIA,102.19(88.57)
01/06/2019,SOUTH INDIA,104.45(88.41)
25/05/2019,SOUTH INDIA,103.81 (87.79)
18/05/2019,SOUTH INDIA,105.98(90.03)
11/05/2019,SOUTH INDIA,107.66(93.89)
04/05/2019,SOUTH INDIA,107.85(98.95)
27/04/2019,SOUTH INDIA,108.96(100.22)
20/04/2019,SOUTH INDIA,99.03(103.69)
13/04/2019,SOUTH INDIA,108.05(101.77)
06/04/2019,SOUTH INDIA,108.00(103.23)
30/03/2019,SOUTH INDIA,109.54(92.73)
23/03/2019,SOUTH INDIA,108.95(104.14)
16/03/2019,SOUTH INDIA,109.36(103.33)
09/03/2019,SOUTH INDIA,108.64(102.81)
02/03/2019,SOUTH INDIA,108.36 (102.59)
23/02/2019,SOUTH INDIA,106.81 (104.13)
16/02/2019,SOUTH INDIA,106.93 (103.89)
09/02/2019,SOUTH INDIA,107.81 (103.85)
02/02/2019,SOUTH INDIA,110.36 (102.62)
26/01/2019,SOUTH INDIA,110.04 (99.12)
19/01/2019,SOUTH INDIA,109.60 (97.20)
12/01/2019,SOUTH INDIA,106.59 (97.74)
05/01/2019,SOUTH INDIA,105.20 (94.84)
28/12/2019,ALL INDIA,136.99(140.23)
21/12/2019,ALL INDIA,132.22(136.37)
14/12/2019,ALL INDIA,130.20(138.88)
07/12/2019,ALL INDIA,134.63(142.55)
30/11/2019,ALL INDIA,134.55(145.12)
23/11/2019,ALL INDIA,136.10(142.14)
16/11/2019,ALL INDIA,133.93(142.39)
09/11/2019,ALL INDIA,130.73(143.71)
02/11/2019,ALL INDIA,136.70(140.38)
26/10/2019,ALL INDIA,139.09(140.84)
19/10/2019,ALL INDIA,138.09(103.66)
12/10/2019,ALL INDIA,119.94(140.75)
05/10/2019,ALL INDIA,139.47(141.33)
28/09/2019,ALL INDIA,139.40(141.65)
21/09/2019,ALL INDIA,139.11(141.70)
14/09/2019,ALL INDIA,142.93(143.48)
07/09/2019,ALL INDIA,145.63(144.80)
31/08/2019,ALL INDIA,142.21(145.43)
24/08/2019,ALL INDIA,145.16(144.40)
17/08/2019,ALL INDIA,140.34(143.68)
10/08/2019,ALL INDIA,145.93(146.90)
03/08/2019,ALL INDIA,143.52(145.84)
27/07/2019,ALL INDIA,141.50(145.36)
20/07/2019,ALL INDIA,140.32(142.93)
13/07/2019,ALL INDIA,139.17(142.39)
06/07/2019,ALL INDIA,141.35(141.30)
29/06/2019,ALL INDIA,142.01(142.60)
22/06/2019,ALL INDIA,145.84(141.59)
15/06/2019,ALL INDIA,140.78(137.19)
08/06/2019,ALL INDIA,136.77(131.74)
01/06/2019,ALL INDIA,133.61(129.96)
25/05/2019,ALL INDIA,133.47 (128.60)
18/05/2019,ALL INDIA,132.44(128.79)
11/05/2019,ALL INDIA,132.39(129.82)
04/05/2019,ALL INDIA,137.02(132.36)
27/04/2019,ALL INDIA,136.93(134.41)
20/04/2019,ALL INDIA,139.43(130.69)
13/04/2019,ALL INDIA,135.18(125.09)
06/04/2019,ALL INDIA,126.50(118.72)
30/03/2019,ALL INDIA,116.03(94.81)
23/03/2019,ALL INDIA,109.80(102.22)
16/03/2019,ALL INDIA,108.54(103.33)
09/03/2019,ALL INDIA,111.80 (99.00)
02/03/2019,ALL INDIA,111.22 (104.52)
23/02/2019,ALL INDIA,110.00 (103.78)
16/02/2019,ALL INDIA,113.96 (106.42)
09/02/2019,ALL INDIA,117.64 (107.50)
02/02/2019,ALL INDIA,120.68 (111.32)
26/01/2019,ALL INDIA,124.59 (111.09)
19/01/2019,ALL INDIA,127.28 (119.58)
12/01/2019,ALL INDIA,129.04 (121.19)
05/01/2019,ALL INDIA,130.85 (127.16)
