Week Ending/Date,Location,Average_Price
28/12/2013,NORTH INDIA,129.03 (133.93)
21/12/2013,NORTH INDIA,127.74 (135.43)
07/12/2013,NORTH INDIA,133.11 (136.85)
30/11/2013,NORTH INDIA,134.36 (138.57)
23/11/2013,NORTH INDIA,133.22 (138.20)
16/11/2013,NORTH INDIA,131.80 (140.70)
09/11/2013,NORTH INDIA,133.07 (133.74)
02/11/2013,NORTH INDIA,131.79 (131.61)
26/10/2013,NORTH INDIA,133.83 (N.S.)
19/10/2013,NORTH INDIA,N.S. (130.82)
12/10/2013,NORTH INDIA,135.10 (131.03)
05/10/2013,NORTH INDIA,133.80 (124.03)
28/09/2013,NORTH INDIA,133.83 (132.88)
21/09/2013,NORTH INDIA,132.44 (135.09)
14/09/2013,NORTH INDIA,132.11 (136.68)
07/09/2013,NORTH INDIA,130.57 (137.02)
31/08/2013,NORTH INDIA,132.51 (137.41)
24/08/2013,NORTH INDIA,133.14 (140.43)
17/08/2013,NORTH INDIA,135.35 (138.65)
10/08/2013,NORTH INDIA,138.27 (142.31)
03/08/2013,NORTH INDIA,138.13(143.20)
27/07/2013,NORTH INDIA,139.87(143.90)
20/07/2013,NORTH INDIA,141.49(143.84)
13/07/2013,NORTH INDIA,144.34(143.55)
06/07/2013,NORTH INDIA,146.67(147.60)
29/06/2013,NORTH INDIA,145.39(149.74)
22/06/2013,NORTH INDIA,142.77(153.83)
15/06/2013,NORTH INDIA,141.77(158.77)
08/06/2013,NORTH INDIA,141.90(164.25)
01/06/2013,NORTH INDIA,141.75(163.64)
25/05/2013,NORTH INDIA,143.72(163.17)
18/05/2013,NORTH INDIA,146.91(158.04)
11/05/2013,NORTH INDIA,143.94(154.22)
04/05/2013,NORTH INDIA,145.26(152.88)
27/04/2013,NORTH INDIA,145.62(150.37)
20/04/2013,NORTH INDIA,147.34(135.97)
13/04/2013,NORTH INDIA,144.20(145.17)
06/04/2013,NORTH INDIA,138.99(119.85)
30/03/2013,NORTH INDIA,N.S.(84.67)
23/03/2013,NORTH INDIA,133.04(74.01)
16/03/2013,NORTH INDIA,N.S.(79.96)
09/03/2013,NORTH INDIA,129.80(84.99)
02/03/2013,NORTH INDIA,140.62(89.87)
23/02/2013,NORTH INDIA,129.86(90.48)
16/02/2013,NORTH INDIA,124.69(93.19)
09/02/2013,NORTH INDIA,123.01(93.76)
02/02/2013,NORTH INDIA,121.67(98.11)
26/01/2013,NORTH INDIA,124.49(99.55)
19/01/2013,NORTH INDIA,125.96(101.81)
12/01/2013,NORTH INDIA,128.46(102.80)
05/01/2013,NORTH INDIA,133.08(105.77)
28/12/2013,SOUTH INDIA,NS (NS)
21/12/2013,SOUTH INDIA,83.37 (99.94)
07/12/2013,SOUTH INDIA,81.49 (96.05)
30/11/2013,SOUTH INDIA,84.97 (95.75)
23/11/2013,SOUTH INDIA,85.20 (93.95)
16/11/2013,SOUTH INDIA,84.71 (92.26)
09/11/2013,SOUTH INDIA,84.99 (90.30)
02/11/2013,SOUTH INDIA,89.36 (88.90)
26/10/2013,SOUTH INDIA,90.18 (88.08)
19/10/2013,SOUTH INDIA,93.40 (88.84)
12/10/2013,SOUTH INDIA,98.99 (88.08)
05/10/2013,SOUTH INDIA,100.13 (89.19)
28/09/2013,SOUTH INDIA,104.69 (92.08)
21/09/2013,SOUTH INDIA,90.64 (94.24)
14/09/2013,SOUTH INDIA,104.45 (94.36)
07/09/2013,SOUTH INDIA,100.56 (93.33)
31/08/2013,SOUTH INDIA,98.19 (89.97)
