Week Ending/Date,Location,Average_Price
26/11/2011,NORTH INDIA,110.60(119.03)
31/12/2011,NORTH INDIA,108.32(119.16)
24/12/2011,NORTH INDIA,107.40(113.02)
17/12/2011,NORTH INDIA,105.03(114.18)
10/12/2011,NORTH INDIA,108.96(115.12)
03/12/2011,NORTH INDIA,109.42(118.73)
19/11/2011,NORTH INDIA,111.12(120.83)
12/11/2011,NORTH INDIA,112.24(119.73)
05/11/2011,NORTH INDIA,114.08(123.87)
29/10/2011,NORTH INDIA,117.64(122.79)
22/10/2011,NORTH INDIA,113.25(117.10)
15/10/2011,NORTH INDIA,111.33(133.76)
08/10/2011,NORTH INDIA,N.S.(122.86)
01/10/2011,NORTH INDIA,115.02(121.92)
24/09/2011,NORTH INDIA,113.23(122.30)
17/09/2011,NORTH INDIA,112.60(121.58)
10/09/2011,NORTH INDIA,113.66(124.18)
03/09/2011,NORTH INDIA,113.42(123.34)
27/08/2011,NORTH INDIA,113.70(124.05)
20/08/2011,NORTH INDIA,115.19(124.72)
13/08/2011,NORTH INDIA,115.50(124.47)
06/08/2011,NORTH INDIA,115.96(121.96)
30/07/2011,NORTH INDIA,119.03(122.17)
23/07/2011,NORTH INDIA,124.68(119.77)
16/07/2011,NORTH INDIA,127.03(118.37)
09/07/2011,NORTH INDIA,128.68(119.86)
02/07/2011,NORTH INDIA,130.20(118.15)
25/06/2011,NORTH INDIA,130.59(118.22)
18/06/2011,NORTH INDIA,129.35(115.08)
11/06/2011,NORTH INDIA,129.02(114.92)
04/06/2011,NORTH INDIA,125.94(113.07)
28/05/2011,NORTH INDIA,125.25(115.56)
21/05/2011,NORTH INDIA,125.24(112.92)
14/05/2011,NORTH INDIA,123.37(111.72)
07/05/2011,NORTH INDIA,124.92(111.27)
30/04/2011,NORTH INDIA,128.19(110.44)
23/04/2011,NORTH INDIA,116.68(103.78)
16/04/2011,NORTH INDIA,130.07(108.65)
09/04/2011,NORTH INDIA,128.56(93.50)
02/04/2011,NORTH INDIA,72.15(68.87)
26/03/2011,NORTH INDIA,N.S.(N.S.)
19/03/2011,NORTH INDIA,N.S.(N.S.)
12/03/2011,NORTH INDIA,81.27(75.35)
05/03/2011,NORTH INDIA,82.67(80.68)
26/02/2011,NORTH INDIA,84.78(88.34)
19/02/2011,NORTH INDIA,89.93(92.13)
12/02/2011,NORTH INDIA,92.04(94.79)
05/02/2011,NORTH INDIA,96.15(95.53)
29/01/2011,NORTH INDIA,103.15(102.74)
22/01/2011,NORTH INDIA,100.81(97.36)
15/01/2011,NORTH INDIA,103.61(95.09)
08/01/2011,NORTH INDIA,104.97(102.74)
01/01/2011,NORTH INDIA,108.61(107.65)
26/11/2011,SOUTH INDIA,67.89(68.45)
31/12/2011,SOUTH INDIA,N.S.(N.S.)
24/12/2011,SOUTH INDIA,70.30(71.07)
17/12/2011,SOUTH INDIA,68.22(70.35)
10/12/2011,SOUTH INDIA,66.96(69.24)
03/12/2011,SOUTH INDIA,65.54(69.92)
19/11/2011,SOUTH INDIA,68.43(70.19)
12/11/2011,SOUTH INDIA,70.52(71.69)
05/11/2011,SOUTH INDIA,70.49(72.17)
29/10/2011,SOUTH INDIA,71.70(69.49)
22/10/2011,SOUTH INDIA,73.45(69.04)
15/10/2011,SOUTH INDIA,75.47(71.34)
08/10/2011,SOUTH INDIA,77.37(69.46)
01/10/2011,SOUTH INDIA,75.96(68.90)
24/09/2011,SOUTH INDIA,73.08(67.69)
17/09/2011,SOUTH INDIA,69.69(73.78)
10/09/2011,SOUTH INDIA,60.36(67.75)
03/09/2011,SOUTH INDIA,67.97(61.68)
27/08/2011,SOUTH INDIA,66.68(53.03)
20/08/2011,SOUTH INDIA,64.59(59.88)
13/08/2011,SOUTH INDIA,64.81(60.24)
06/08/2011,SOUTH INDIA,63.66(60.53)
30/07/2011,SOUTH INDIA,62.42(59.86)
23/07/2011,SOUTH INDIA,63.15(59.27)
16/07/2011,SOUTH INDIA,64.10(59.58)
09/07/2011,SOUTH INDIA,62.60(58.76)
02/07/2011,SOUTH INDIA,63.64(56.88)
25/06/2011,SOUTH INDIA,62.80(56.05)
18/06/2011,SOUTH INDIA,61.99(57.34)
11/06/2011,SOUTH INDIA,61.04(58.60)
04/06/2011,SOUTH INDIA,60.51(62.11)
28/05/2011,SOUTH INDIA,63.51(65.11)
21/05/2011,SOUTH INDIA,64.65(63.29)
14/05/2011,SOUTH INDIA,66.41(66.94)
07/05/2011,SOUTH INDIA,71.04(66.24)
30/04/2011,SOUTH INDIA,70.40(79.22)
23/04/2011,SOUTH INDIA,62.69(71.91)
16/04/2011,SOUTH INDIA,71.71(72.25)
09/04/2011,SOUTH INDIA,72.83(72.48)
