Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
27/12/2014,155.77(146.01),126.14(117.94),125.58(123.35),NS(NS),,NS(NS),NS(NS),NS(NS),NS(NS)
20/12/2014,163.76(148.05),125.91(118.79),120.92(120.25),NS(NS),,102.49(100.84),69.38(73.93),74.70(80.39),49.74(76.66)
13/12/2014,164.96(151.47),133.03(121.88),120.28(115.78),NS(NS),,98.72(99.15),66.33(72.39),75.10(79.87),49.87(76.89)
06/12/2014,169.09(156.78),133.88(124.74),120.98(120.67),NS(NS),,94.38(99.92),64.72(73.04),75.15(81.17),50.13(75.60)
29/11/2014,167.24(158.71),135.17(124.23),122.26(123.10),NS(NS),,92.29(105.69),63.33(75.04),73.44(81.08),49.15(75.05)
22/11/2014,170.68(153.56),135.26(126.28),128.12(126.57),NS(NS),,89.78(107.75),61.96(76.78),73.11(84.38),49.34(80.97)
15/11/2014,166.21(155.04),140.02(130.78),128.50(121.57),NS(NS),,90.37(107.67),61.37(74.84),72.73(82.56),49.50(77.55)
08/11/2014,160.72(153.35),137.12(131.90),123.03(120.62),86.90(83.27),,92.84(111.44),63.31(72.13),74.44(81.88),48.79(75.77)
01/11/2014,157.87(153.98),136.53(130.49),126.00(117.66),99.34(85.00),,93.87(112.25),63.81(74.62),74.67(NS),50.72(75.48)
25/10/2014,160.08(158.61),136.61(132.59),119.78(118.36),NS(NS),,98.38(110.77),65.71(78.07),NS(85.18),49.29(76.88)
18/10/2014,158.94(NS),136.21(NS),119.85(NS),NS(NS),,102.26(113.58),70.74(80.08),80.14(89.93),50.23(78.49)
11/10/2014,157.68(162.20),135.47(137.59),121.34(115.07),NS(NS),,103.32(120.25),73.56(85.01),79.17(96.24),50.87(82.92)
04/10/2014,NS(161.04),NS(135.68),NS(116.84),NS(85.65),,102.62(125.13),76.39(86.89),83.68(95.25),52.21(85.66)
27/09/2014,165.25(158.08),137.65(131.80),122.03(117.97),106.27(87.74),,102.41(131.49),77.00(88.59),77.65(98.46),51.51(87.05)
20/09/2014,161.86(158.47),135.79(132.28),124.20(116.66),93.14(85.59),,99.88(NS),75.29(88.11),76.07(99.75),48.98(89.14)
13/09/2014,157.53(160.10),141.95(131.45),123.96(115.78),106.60(93.50),,NS(130.17),71.07(88.28),71.65(101.06),48.21(90.39)
06/09/2014,161.33(156.74),140.90(129.54),123.22(113.91),NS(88.22),,98.32(129.41),67.32(87.02),71.59(98.80),49.11(92.87)
30/08/2014,165.44(161.28),145.57(132.69),121.54(114.81),92.99(91.33),,95.46(126.81),63.70(86.71),68.26(95.19),52.42(88.10)
