Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
23/08/2014,168.47(161.67),147.00(132.92),124.24(116.48),102.39(91.02),,94.90(123.39),63.30(84.73),70.64(92.90),50.19(84.17)
16/08/2014,173.18(173.07),151.07(135.10),127.60(115.81),103.25(91.10),,96.37(124.40),63.21(85.13),69.57(92.92),50.73(84.54)
09/08/2014,177.98(169.95),152.88(139.88),129.43(118.32),105.93(90.24),,94.01(124.90),64.36(84.79),69.82(94.18),53.22(86.24)
02/08/2014,182.03(169.10),158.65(141.14),132.00(121.57),120.00(92.41),,98.78(120.05),66.71(85.54),70.51(92.27),55.80(87.94)
26/07/2014,189.71(170.76),162.30(142.30),134.38(123.98),114.73(94.78),,99.43(118.70),66.11(84.21),72.55(91.74),57.05(91.87)
19/07/2014,194.77(175.67),165.70(145.21),138.56(124.85),106.06(93.70),,96.86(115.93),67.04(85.61),74.09(91.72),56.97(91.78)
12/07/2014,202.58(182.91),174.09(147.16),144.10(126.89),114.19(101.53),,98.38(111.74),74.90(88.23),80.55(92.27),55.22(92.50)
05/07/2014,201.42(184.02),174.20(149.14),148.12(128.07),117.47(103.42),,96.58(110.71),73.44(91.23),76.31(95.70),57.62(94.23)
28/06/2014,196.17(184.35),177.21(147.47),154.99(133.02),N.S.(100.64),,96.42(111.00),76.66(92.04),80.66(95.95),57.97(92.95)
21/06/2014,180.30(176.05),176.22(143.30),158.51(137.12),N.S.(109.64),,95.05(111.25),76.80(91.76),78.77(95.79),59.46(93.31)
14/06/2014,170.82(165.11),171.53(141.76),151.22(139.44),N.S.(112.13),,94.66(110.29),75.68(90.65),82.77(95.64),58.71(90.33)
07/06/2014,167.12(160.27),163.34(139.25),143.90(138.89),N.S.(113.50),,96.19(112.64),76.90(92.10),85.59(95.78),60.00(88.45)
31/05/2014,166.37(164.28),163.52(135.71),137.38(137.83),N.S.(113.96),,100.74(114.70),78.57(92.22),86.53(96.92),61.77(89.67)
24/05/2014,167.64(173.77),160.86(142.09),140.85(134.02),N.S.(122.20),,104.64(111.62),81.24(92.46),88.34(95.35),61.53(87.42)
17/05/2014,174.58(174.82),158.44(148.92),138.36(127.96),N.S.(N.S),,108.52(109.11),80.26(91.50),91.44(93.37),62.40(84.08)
10/05/2014,173.37(174.70),164.90(145.85),140.12(129.79),N.S.(N.S),,109.55(110.13),82.72(93.53),92.07(93.07),63.31(82.59)
03/05/2014,179.27(174.16),166.36(151.87),146.68(130.20),N.S.(N.S),,112.87(118.08),81.28(97.45),88.60(98.80),60.93(83.61)
26/04/2014,175.80(172.79),159.79(157.15),145.82(132.53),N.S.(138.68),,109.37(124.91),78.17(100.72),85.31(103.12),65.11(87.24)
19/04/2014,140.88(166.00),141.13(164.65),150.23(138.81),N.S.(N.S.),,NS(126.48),73.32(102.82),81.70(105.47),66.56(89.94)
12/04/2014,163.20(139.82),164.11(158.23),149.73(144.43),N.S.(N.S.),,109.96(130.11),73.44(105.09),82.73(110.26),65.13(91.84)
05/04/2014,121.38(133.05),132.04(129.75),148.92(143.98),N.S.(N.S.),,110.58(132.36),73.07(109.56),82.89(112.81),64.64(96.11)
29/03/2014,113.34(NS),91.12(NS),95.61(NS),N.S.(N.S.),,110.56(NS),74.59(109.66),84.11(117.33),67.56(96.79)
22/03/2014,NS(135.30),NS(127.53),NS(134.72),N.S.(N.S.),,108.17(135.75),77.10(110.69),85.52(115.84),70.72(99.61)
15/03/2014,NS(NS),NS(NS),NS(NS),N.S.(N.S.),,108.24(125.45),81.50(107.99),85.75(111.30),70.64(94.41)
08/03/2014,112.86(137.56),109.50(122.34),95.06(124.68),N.S.(N.S.),,108.92(118.05),82.90(104.11),87.80(107.09),75.49(91.28)
01/03/2014,N.S.(144.81),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),,108.81(111.40),83.28(99.95),91.05(102.16),74.76(84.98)
22/02/2014,115.00(133.53),115.07(121.85),95.62(121.78),N.S.(N.S.),,111.82(109.31),83.88(97.90),91.78(99.27),71.98(87.03)
15/02/2014,116.50(129.57),110.56(120.73),98.59(116.31),N.S.(N.S.),,112.37(107.19),86.16(98.39),89.72(97.89),73.82(91.77)
08/02/2014,120.69(131.12),105.03(119.08),105.34(113.36),N.S.(N.S.),,110.09(105.92),85.22(98.66),90.45(97.58),74.49(91.99)
01/02/2014,120.14(132.82),107.46(116.72),106.67(114.94),N.S.(N.S.),,109.32(104.49),84.88(98.16),92.59(97.64),74.80(93.47)
25/01/2014,125.37(141.87),107.90(116.67),110.77(112.69),N.S.(N.S.),,108.42(103.18),83.13(98.18),90.19(96.89),79.43(94.34)
18/01/2014,130.64(140.57),107.92(121.80),113.71(115.51),N.S.(98.42),,112.38(105.27),82.51(97.53),88.95(96.16),82.59(97.48)
11/01/2014,136.34(145.37),113.41(122.25),118.14(118.56),N.S.(97.68),,112.05(105.68),79.35(99.34),84.19(98.27),73.58(98.99)
04/01/2014,145.28(147.62),116.98(130.36),122.45(121.08),N.S.(99.40),,102.22(105.55),77.45(99.76),82.55(98.85),69.68(101.73)
