Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
29/12/2012,150.02(122.94),131.47(97.88),122.91(101.76),98.99(N.S.),,N.S.(N.S.),N.S.(N.S.),N.S.(N.S.),N.S.(N.S.)
22/12/2012,150.92(122.48),133.94(97.97),126.51(103.80),102.06(N.S.),,105.02(81.16),97.90(64.23),96.79(66.28),99.46(62.24)
15/12/2012,154.59(119.60),138.49(96.47),126.77(99.38),103.02(N.S.),,105.02(79.62),95.86(61.85),95.74(65.03),95.91(61.33)
08/12/2012,156.91(124.39),135.21(101.38),127.77(96.60),103.55(N.S.),,102.86(80.32),94.16(59.84),93.30(64.52),91.81(58.85)
01/12/2012,157.58(127.73),133.61(101.54),128.94(95.56),105.07(N.S.),,102.05(79.58),93.61(59.55),93.21(63.55),92.39(57.88)
24/11/2012,158.64(124.70),134.87(105.75),129.38(100.06),104.67(N.S.),,99.47(80.37),92.42(60.56),92.72(64.64),89.49(56.37)
17/11/2012,156.87(126.68),135.29(104.42),126.30(104.16),100.71(N.S.),,99.41(79.56),89.27(62.03),N.S.(65.18),87.91(56.11)
10/11/2012,156.08(129.00),131.40(109.59),122.44(104.50),98.93(N.S.),,97.52(79.73),87.75(63.43),89.18(66.54),83.62(60.91)
03/11/2012,152.76(130.44),129.33(109.82),120.08(103.47),96.52(N.S.),,98.48(81.51),84.20(63.61),87.31(68.94),82.04(61.88)
27/10/2012,N.S.(131.43),N.S.(114.62),N.S.(99.51),N.S.(N.S.),,98.57(83.58),83.32(65.74),87.19(N.S.),84.82(60.17)
20/10/2012,155.24(129.89),127.74(111.21),113.36(99.97),94.49(N.S.),,98.39(86.2),84.69(67.28),86.61(72.14),84.98(58.77)
13/10/2012,157.81(135.17),131.21(110.37),113.75(97.76),95.27(N.S.),,99.71(89.90),84.03(67.66),86.61(71.10),82.96(63.54)
06/10/2012,376.15(N.S.),133.39(N.S.),113.36(N.S.),97.62(N.S.),,101.96(93.35),84.61(68.31),87.77(73.66),83.31(62.26)
29/09/2012,157.49(139.56),135.37(112.58),112.58(90.75),96.20(N.S.),,101.48(92.04),87.60(68.16),88.31(66.54),83.94(60.47)
22/09/2012,159.36(133.90),136.13(108.53),117.89(94.70),100.96(N.S.),,102.02(87.80),89.08(65.42),91.45(69.03),87.24(56.80)
15/09/2012,167.08(131.82),136.86(111.83),119.97(97.89),106.72(N.S.),,102.20(83.50),91.85(62.82),92.90(66.57),88.13(55.65)
08/09/2012,166.75(133.12),139.27(110.50),121.68(102.12),105.08(N.S.),,97.75(N.S.),91.81(61.05),91.30(64.23),86.75(55.36)
01/09/2012,169.18(132.88),139.10(109.13),122.95(97.50),107.08(N.S.),,N.S.(82.21),90.10(59.75),91.30(63.22),86.75(56.11)
25/08/2012,168.91(134.38),142.19(110.77),125.24(102.59),107.66(N.S.),,96.39(79.96),87.34(59.18),89.39(63.44),87.48(54.64)
18/08/2012,176.37(135.08),141.27(111.46),124.41(101.42),108.69(N.S.),,97.20(77.97),84.54(57.99),87.33(62.44),85.96(53.59)
11/08/2012,168.84(140.09),143.27(111.69),126.34(104.61),110.28(N.S.),,97.88(78.46),84.17(56.79),86.06(60.62),85.59(54.58)
04/08/2012,167.87(138.40),143.63(111.13),127.63(105.72),107.42(N.S.),,99.01(75.79),81.17(56.10),84.76(59.68),83.85(53.14)
28/07/2012,168.74(138.34),142.41(118.38),128.59(109.36),113.15(N.S.),,97.18(75.37),78.58(56.89),82.59(59.44),80.06(53.75)
21/07/2012,169.66(145.3),144.24(122.05),129.30(112.84),110.40(N.S.),,95.37(75.28),77.23(56.99),80.64(58.57),80.06(53.69)
14/07/2012,169.99(149.01),143.47(126.51),127.43(113.36),110.96(N.S.),,95.17(76.80),76.43(57.35),79.41(59.52),80.25(55.37)
07/07/2012,171.12(141.42),148.91(133.88),129.8(114.50),111.09(N.S.),,92.31(74.54),77.75(59.24),80.27(60.46),80.81(52.49)
30/06/2012,167.45(139.03),151.72(132.31),134.74(115.87),118.94(N.S.),,90.85(73.64),79.41(59.52),81.07(58.69),79.21(51.89)
23/06/2012,173.06(136.89),154.52(129.41),141.96(122.78),125.93(N.S.),,92.99(72.00),82.66(60.51),83.80(59.78),78.36(52.27)
