Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
16/06/2012,174.01(134.56),158.55(126.8),149.13(125.57),131.74(N.S.),,97.05(72.96),88.44(60.13),85.50(58.72),78.88(50.02)
09/06/2012,180.20(131.63),161.92(121.43),153.32(131.09),134.28(N.S.),,98.88(71.85),92.21(58.42),88.38(59.68),81.76(51.38)
02/06/2012,180.4(127.82),159.31(121.08),156.72(133.7),134.18(N.S.),,99.85(72.69),93.27(56.33),90.24(55.77),81.24(50.87)
26/05/2012,177.46(129.87),160.38(123.76),156.51(126.81),142.42(N.S.),,101.01(75.23),92.08(58.08),90.37(59.32),78.20(53.14)
19/05/2012,170.32(133.71),158.07(123.68),150.25(119.69),143.07(N.S.),,101.92(78.06),86.95(57.86),88.53(60.92),75.71(55.19)
12/05/2012,167.61(133.02),155.05(127.48),145.52(114.59),137.45(N.S.),,98.8(81.62),81.94(58.52),83.66(63.64),72.08(56.2)
05/05/2012,169.35(135.19),158.11(131.19),138.39(113.02),N.S.(N.S.),,101.25(81.28),79.66(61.96),80.08(64.56),69.43(57.66)
28/04/2012,157.14(140.64),155.62(110.74),141.57(119.53),N.S.(N.S.),,105.23(82.59),78.62(62.98),79.14(64.89),69.14(56.62)
21/04/2012,119.86(112.52),142.01(N.S.),139.73(123.07),N.S.(N.S.),,103.46(N.S.),77.56(64.52),79.52(67.18),68.51(56.42)
14/04/2012,120.43(130.97),153.93(112.77),146.26(129.94),N.S.(N.S.),,99.16(83.79),76.10(65.57),79.51(68.11),65.97(56.86)
07/04/2012,97.99(125.62),133.30(66.31),122.72(133.27),N.S.(N.S.),,N.S.(82.01),74.42(68.15),78.68(68.01),66.26(56.79)
31/03/2012,85.11(75.18),88.75(66.40),112.72(85.74),N.S.(N.S.),,92.60(82.05),74.55(70.12),76.34(63.23),65.95(58.52)
24/03/2012,N.S.(N.S.),N.S.(N.S.),74.04(N.S.),N.S.(N.S.),,94.94(80.28),73.67(70.81),74.83(70.21),64.27(58.37)
17/03/2012,NS (NS),NS(NS),79.99(NS),N.S.(N.S.),,91.09(80.39),71.96(73.17),72.65(71.09),64.77(57.48)
10/03/2012,88.25(94.66),80.24(79.00),NS(74.65),N.S.(N.S.),,89.42(83.44),72.26(71.59),71.58(72.19),62.85(59.20)
03/03/2012,92.24(86.14),NS(NS),82.52(78.11),N.S.(N.S.),,87.91(84.08),71.83(73.24),70.94(72.04),64.34(57.81)
25/02/2012,98.94(92.48),75.41(76.02),82.29(77.20),N.S.(N.S.),,85.66(86.50),70.94(73.40),70.57(74.85),63.58(60.55)
18/02/2012,102.75(98.26),86.76(87.78),85.09(78.19),N.S.(N.S.),,86.09(84.40),72.11(73.53),69.93(75.55),64.24(61.67)
11/02/2012,106.55(104.73),86.79(88.11),89.23(78.54),N.S.(N.S.),,84.37(N.S.),72.13(73.72),71.00(74.64),64.46(62.01)
04/02/2012,107.62(109.35),86.98(92.20),96.18(84.39),N.S.(N.S.),,83.11(83.48),71.68(73.69),70.17(73.15),64.24(68.31)
28/01/2012,110.58(112.92),86.03(N.S.),N.S.(88.38),N.S.(N.S.),,83.47(84.26),71.40(73.21),70.29(75.03),67.50(69.57)
21/01/2012,111.68(115.79),87.77(93.04),N.S.(91.70),N.S.(N.S.),,82.38(87.96),70.54(73.49),70.52(76.53),68.22(72.60)
14/01/2012,118.12(117.73),89.84(96.58),96.94(99.00),N.S.(N.S.),,83.58(83.42),68.09(71.44),68.16(74.62),64.48(68.76)
07/01/2012,120.30(118.88),93.44(95.84),98.40(103.05),N.S.(N.S.),,82.63(80.77),65.50(68.02),68.68(70.79),62.63(63.15)
