,Week Ending/Date,Location,Bracketed_val_avg_price,Average_price
70,29/08/2020,SOUTH INDIA,90.01,182.41
71,22/08/2020,SOUTH INDIA,91.14,169.04
72,15/08/2020,SOUTH INDIA,87.05,163.38
73,08/08/2020,SOUTH INDIA,87.88,147.52
74,01/08/2020,SOUTH INDIA,88.91,142.37
75,25/07/2020,SOUTH INDIA,86.18,137.60
76,18/07/2020,SOUTH INDIA,85.94,131.40
77,11/07/2020,SOUTH INDIA,86.02,123.72
78,04/07/2020,SOUTH INDIA,92.27,113.53
79,27/06/2020,SOUTH INDIA,95.76,108.68
80,20/06/2020,SOUTH INDIA,99.88,105.73
81,13/06/2020,SOUTH INDIA,101.37,102.18
82,06/06/2020,SOUTH INDIA,102.19,98.62
83,30/05/2020,SOUTH INDIA,104.45,98.87
84,23/05/2020,SOUTH INDIA,103.81,97.23
85,16/05/2020,SOUTH INDIA,105.98,99.17
86,09/05/2020,SOUTH INDIA,107.66,100.82
87,02/05/2020,SOUTH INDIA,107.85,93.09
88,25/04/2020,SOUTH INDIA,108.96,102.83
89,18/04/2020,SOUTH INDIA,99.03,130.27
90,11/04/2020,SOUTH INDIA,108.05,119.84
91,04/04/2020,SOUTH INDIA,108.00,NA
92,21/03/2020,SOUTH INDIA,108.95,88.69
93,14/03/2020,SOUTH INDIA,109.36,91.34
94,07/03/2020,SOUTH INDIA,108.64,92.30
95,29/02/2020,SOUTH INDIA,108.36,87.76
96,22/02/2020,SOUTH INDIA,106.81,92.94
97,15/02/2020,SOUTH INDIA,106.93,93.77
98,08/02/2020,SOUTH INDIA,107.81,93.16
99,01/02/2020,SOUTH INDIA,110.36,94.67
100,25/01/2020,SOUTH INDIA,110.04,95.40
101,18/01/2020,SOUTH INDIA,109.60,95.19
102,11/01/2020,SOUTH INDIA,106.59,96.10
103,04/01/2020,SOUTH INDIA,105.20,86.06
104,26/12/2020,ALL INDIA,136.99,161.63
105,19/12/2020,ALL INDIA,132.22,157.65
106,12/12/2020,ALL INDIA,130.20,158.31
107,05/12/2020,ALL INDIA,134.63,159.74
108,28/11/2020,ALL INDIA,134.55,168.99
109,21/11/2020,ALL INDIA,136.10,174.50
110,14/11/2020,ALL INDIA,133.93,192.91
111,07/11/2020,ALL INDIA,130.73,193.58
112,31/10/2020,ALL INDIA,136.70,186.84
113,24/10/2020,ALL INDIA,139.09,204.62
114,17/10/2020,ALL INDIA,138.09,206.95
115,10/10/2020,ALL INDIA,119.94,217.56
116,10/10/2020,ALL INDIA,119.94,217.56
117,03/10/2020,ALL INDIA,139.47,234.05
118,26/09/2020,ALL INDIA,139.40,245.40
119,19/09/2020,ALL INDIA,139.11,253.97
120,12/09/2020,ALL INDIA,142.93,248.31
121,05/09/2020,ALL INDIA,145.63,262.80
122,29/08/2020,ALL INDIA,142.21,261.66
123,22/08/2020,ALL INDIA,145.16,261.27
124,15/08/2020,ALL INDIA,140.34,253.23
125,08/08/2020,ALL INDIA,143.93,253.42
126,01/08/2020,ALL INDIA,143.52,243.41
127,25/07/2020,ALL INDIA,141.50,212.48
128,18/07/2020,ALL INDIA,140.32,225.56
129,11/07/2020,ALL INDIA,139.17,190.16
130,04/07/2020,ALL INDIA,141.35,211.86
131,27/06/2020,ALL INDIA,142.01,205.06
132,20/06/2020,ALL INDIA,145.84,190.28
133,13/06/2020,ALL INDIA,140.78,171.09
134,06/06/2020,ALL INDIA,136.77,164.96
135,30/05/2020,ALL INDIA,133.61,148.97
136,23/05/2020,ALL INDIA,133.47,149.38
137,16/05/2020,ALL INDIA,132.44,153.67
138,09/05/2020,ALL INDIA,132.39,130.82
139,02/05/2020,ALL INDIA,137.02,126.00
140,25/04/2020,ALL INDIA,136.93,109.62
141,18/04/2020,ALL INDIA,139.43,130.27
142,11/04/2020,ALL INDIA,135.18,119.84
143,04/04/2020,ALL INDIA,126.50,NA
144,21/03/2020,ALL INDIA,109.80,86.44
145,14/03/2020,ALL INDIA,108.54,91.18
146,07/03/2020,ALL INDIA,111.80,89.95
147,29/02/2020,ALL INDIA,111.22,90.17
148,22/02/2020,ALL INDIA,110.00,92.12
149,15/02/2020,ALL INDIA,113.96,96.80
150,08/02/2020,ALL INDIA,117.64,102.53
151,01/02/2020,ALL INDIA,120.68,107.71
152,25/01/2020,ALL INDIA,124.59,113.69
153,18/01/2020,ALL INDIA,127.28,118.41
154,11/01/2020,ALL INDIA,129.04,123.90
155,04/01/2020,ALL INDIA,130.85,129.19
