,Week Ending/Date,Location,Bracketed_val_avg_price,Average_price
13,25/09/2021,NORTH INDIA,261.84,182.63
14,18/09/2021,NORTH INDIA,268.81,181.81
15,11/09/2021,NORTH INDIA,267.98,181.06
16,04/09/2021,NORTH INDIA,278.54,182.32
17,28/08/2021,NORTH INDIA,281.85,182.54
18,21/08/2021,NORTH INDIA,284.10,183.56
19,14/08/2021,NORTH INDIA,281.90,182.57
20,07/08/2021,NORTH INDIA,282.38,186.49
21,31/07/2021,NORTH INDIA,273.91,188.82
22,24/07/2021,NORTH INDIA,258.24,191.91
23,17/07/2021,NORTH INDIA,263.06,197.01
24,10/07/2021,NORTH INDIA,240.44,201.79
25,03/07/2021,NORTH INDIA,253.63,216.84
26,26/06/2021,NORTH INDIA,247.97,220.51
27,19/06/2021,NORTH INDIA,240.36,224.71
28,12/06/2021,NORTH INDIA,220.91,226.24
29,05/06/2021,NORTH INDIA,207.86,222.90
30,29/05/2021,NORTH INDIA,188.50,216.28
31,22/05/2021,NORTH INDIA,195.55,214.96
32,15/05/2021,NORTH INDIA,193.14,209.64
33,08/05/2021,NORTH INDIA,187.94,205.92
34,05/05/2021,NORTH INDIA,187.94,205.92
35,01/05/2021,NORTH INDIA,205.96,199.96
36,24/04/2021,NORTH INDIA,121.25,205.65
37,17/04/2021,NORTH INDIA,NA,212.37
38,10/04/2021,NORTH INDIA,NA,212.47
39,03/04/2021,NORTH INDIA,NA,157.20
40,27/03/2021,NORTH INDIA,NA,158.23
41,20/03/2021,NORTH INDIA,84.16,NA
42,13/03/2021,NORTH INDIA,90.82,146.51
43,06/03/2021,NORTH INDIA,89.03,147.73
44,27/02/2021,NORTH INDIA,91.28,156.87
45,20/02/2021,NORTH INDIA,91.91,156.87
46,13/02/2021,NORTH INDIA,97.43,157.54
47,06/02/2021,NORTH INDIA,104.64,158.52
48,30/01/2021,NORTH INDIA,110.77,162.76
49,23/01/2021,NORTH INDIA,117.65,167.33
50,16/01/2021,NORTH INDIA,123.40,170.94
51,09/01/2021,NORTH INDIA,130.52,172.07
52,02/01/2021,NORTH INDIA,135.42,173.02
53,25/12/2021,SOUTH INDIA,132.27,108.75
54,18/12/2021,SOUTH INDIA,129.46,107.62
55,11/12/2021,SOUTH INDIA,127.41,107.39
56,04/12/2021,SOUTH INDIA,128.92,104.29
57,27/11/2021,SOUTH INDIA,162.61,103.61
58,20/11/2021,SOUTH INDIA,165.09,102.89
59,13/11/2021,SOUTH INDIA,189.01,97.74
60,06/11/2021,SOUTH INDIA,162.46,97.98
61,30/10/2021,SOUTH INDIA,158.91,95.27
62,23/10/2021,SOUTH INDIA,154.29,92.97
63,16/10/2021,SOUTH INDIA,149.02,93.37
64,09/10/2021,SOUTH INDIA,151.06,94.25
65,02/10/2021,SOUTH INDIA,160.48,98.08
66,25/09/2021,SOUTH INDIA,175.57,99.80
67,18/09/2021,SOUTH INDIA,189.05,100.30
68,11/09/2021,SOUTH INDIA,192.53,96.96
69,04/09/2021,SOUTH INDIA,191.74,99.69
70,28/08/2021,SOUTH INDIA,182.41,99.05
71,21/08/2021,SOUTH INDIA,169.04,91.57
72,14/08/2021,SOUTH INDIA,163.38,97.05
73,07/08/2021,SOUTH INDIA,147.52,99.12
74,31/07/2021,SOUTH INDIA,142.37,98.81
75,24/07/2021,SOUTH INDIA,137.60,98.04
76,17/07/2021,SOUTH INDIA,131.40,98.15
77,10/07/2021,SOUTH INDIA,123.72,97.43
78,03/07/2021,SOUTH INDIA,113.53,102.95
79,26/06/2021,SOUTH INDIA,108.68,102.75
80,19/06/2021,SOUTH INDIA,105.73,106.21
81,12/06/2021,SOUTH INDIA,102.18,116.23
82,05/06/2021,SOUTH INDIA,98.62,121.34
83,29/05/2021,SOUTH INDIA,98.87,139.23
84,22/05/2021,SOUTH INDIA,97.23,135.36
85,15/05/2021,SOUTH INDIA,99.17,130.33
86,08/05/2021,SOUTH INDIA,100.82,124.23
87,05/05/2021,SOUTH INDIA,100.82,124.23
88,01/05/2021,SOUTH INDIA,93.09,119.65
89,24/04/2021,SOUTH INDIA,102.83,121.54
90,17/04/2021,SOUTH INDIA,130.27,122.66
91,10/04/2021,SOUTH INDIA,119.84,127.60
92,03/04/2021,SOUTH INDIA,NA,120.57
93,27/03/2021,SOUTH INDIA,NA,141.04
94,20/03/2021,SOUTH INDIA,88.69,140.71
95,13/03/2021,SOUTH INDIA,91.34,140.06
96,06/03/2021,SOUTH INDIA,92.30,137.18
97,27/02/2021,SOUTH INDIA,87.76,143.06
98,20/02/2021,SOUTH INDIA,92.94,145.31
99,13/02/2021,SOUTH INDIA,93.77,146.09
100,06/02/2021,SOUTH INDIA,93.16,142.89
101,30/01/2021,SOUTH INDIA,94.67,147.95
102,23/01/2021,SOUTH INDIA,95.40,146.29
103,16/01/2021,SOUTH INDIA,95.19,147.11
104,09/01/2021,SOUTH INDIA,96.10,145.61
105,02/01/2021,SOUTH INDIA,86.06,108.74
106,25/12/2021,ALL INDIA,161.63,164.95
107,18/12/2021,ALL INDIA,157.64,168.97
108,11/12/2021,ALL INDIA,158.31,173.14
109,04/12/2021,ALL INDIA,159.74,171.78
110,27/11/2021,ALL INDIA,168.99,177.86
111,20/11/2021,ALL INDIA,174.50,179.24
112,13/11/2021,ALL INDIA,192.91,174.70
113,06/11/2021,ALL INDIA,193.58,173.82
114,30/10/2021,ALL INDIA,186.84,167.83
115,23/10/2021,ALL INDIA,204.62,169.88
116,16/10/2021,ALL INDIA,206.95,93.41
117,09/10/2021,ALL INDIA,217.56,163.74
118,02/10/2021,ALL INDIA,234.05,169.61
119,25/09/2021,ALL INDIA,245.40,166.48
120,18/09/2021,ALL INDIA,253.97,163.81
121,11/09/2021,ALL INDIA,248.31,165.06
122,04/09/2021,ALL INDIA,262.80,167.44
123,28/08/2021,ALL INDIA,261.66,165.70
124,21/08/2021,ALL INDIA,261.27,170.48
125,14/08/2021,ALL INDIA,253.23,164.25
126,07/08/2021,ALL INDIA,253.42,169.93
127,31/07/2021,ALL INDIA,243.41,168.35
128,24/07/2021,ALL INDIA,212.52,169.39
129,17/07/2021,ALL INDIA,225.58,173.19
130,10/07/2021,ALL INDIA,190.19,175.61
131,03/07/2021,ALL INDIA,211.86,185.79
132,26/06/2021,ALL INDIA,205.09,180.06
133,19/06/2021,ALL INDIA,190.29,180.65
134,12/06/2021,ALL INDIA,171.11,194.58
135,05/06/2021,ALL INDIA,164.96,187.09
136,29/05/2021,ALL INDIA,148.97,197.66
137,22/05/2021,ALL INDIA,149.38,185.02
138,15/05/2021,ALL INDIA,153.67,173.46
139,08/05/2021,ALL INDIA,130.82,175.32
140,05/05/2021,ALL INDIA,130.82,175.32
141,01/05/2021,ALL INDIA,126.00,168.07
142,24/04/2021,ALL INDIA,109.62,176.35
143,17/04/2021,ALL INDIA,130.27,171.43
144,10/04/2021,ALL INDIA,119.84,174.50
145,03/04/2021,ALL INDIA,NA,129.32
146,27/03/2021,ALL INDIA,NA,147.48
147,20/03/2021,ALL INDIA,86.43,140.71
148,13/03/2021,ALL INDIA,91.18,143.54
149,06/03/2021,ALL INDIA,89.95,142.20
150,27/02/2021,ALL INDIA,90.17,151.61
151,20/02/2021,ALL INDIA,92.12,153.31
152,13/02/2021,ALL INDIA,96.80,154.54
153,06/02/2021,ALL INDIA,102.53,155.20
154,30/01/2021,ALL INDIA,107.71,159.99
155,23/01/2021,ALL INDIA,113.69,163.48
156,16/01/2021,ALL INDIA,118.41,166.14
157,09/01/2021,ALL INDIA,123.90,167.12
158,02/01/2021,ALL INDIA,129.19,171.76
0,30/12/2017,NORTH INDIA,127.05,139.21
1,23/12/2017,NORTH INDIA,134.58,139.79
2,16/12/2017,NORTH INDIA,135.19,142.40
3,09/12/2017,NORTH INDIA,135.85,142.67
4,02/12/2017,NORTH INDIA,137.96,144.72
5,25/11/2017,NORTH INDIA,140.89,145.73
6,18/11/2017,NORTH INDIA,139.67,144.48
7,11/11/2017,NORTH INDIA,141.47,145.66
8,04/11/2017,NORTH INDIA,140.22,145.70
9,28/10/2017,NORTH INDIA,138.22,147.24
10,21/10/2017,NORTH INDIA,144.58,150.38
11,14/10/2017,NORTH INDIA,NA,148.83
12,07/10/2017,NORTH INDIA,137.26,145.47
13,30/09/2017,NORTH INDIA,138.78,NA
14,23/09/2017,NORTH INDIA,139.92,148.24
15,16/09/2017,NORTH INDIA,139.36,143.03
16,09/09/2017,NORTH INDIA,140.71,143.25
17,02/09/2017,NORTH INDIA,141.16,144.02
18,26/08/2017,NORTH INDIA,140.37,147.57
19,19/08/2017,NORTH INDIA,141.48,149.11
20,12/08/2017,NORTH INDIA,143.09,147.38
21,05/08/2017,NORTH INDIA,146.30,145.69
22,29/07/2017,NORTH INDIA,147.08,146.26
23,22/07/2017,NORTH INDIA,150.26,147.95
24,15/07/2017,NORTH INDIA,155.67,146.90
25,08/07/2017,NORTH INDIA,153.28,151.10
26,01/07/2017,NORTH INDIA,155.54,150.71
27,24/06/2017,NORTH INDIA,154.02,153.89
28,17/06/2017,NORTH INDIA,154.22,153.94
29,10/06/2017,NORTH INDIA,148.98,145.84
30,03/06/2017,NORTH INDIA,145.28,137.62
31,27/05/2017,NORTH INDIA,139.33,135.39
32,20/05/2017,NORTH INDIA,137.84,139.24
33,13/05/2017,NORTH INDIA,140.99,142.62
34,06/05/2017,NORTH INDIA,136.69,142.28
35,29/04/2017,NORTH INDIA,146.07,149.69
36,22/04/2017,NORTH INDIA,146.29,145.68
37,15/04/2017,NORTH INDIA,153.77,141.98
38,08/04/2017,NORTH INDIA,159.09,124.34
39,01/04/2017,NORTH INDIA,133.97,114.71
40,25/03/2017,NORTH INDIA,NA,101.96
41,18/03/2017,NORTH INDIA,111.62,107.42
42,11/03/2017,NORTH INDIA,105.35,107.85
43,04/03/2017,NORTH INDIA,102.43,106.37
44,25/02/2017,NORTH INDIA,109.09,110.35
45,18/02/2017,NORTH INDIA,111.90,110.32
46,11/02/2017,NORTH INDIA,111.35,110.95
47,04/02/2017,NORTH INDIA,112.20,112.87
48,28/01/2017,NORTH INDIA,116.26,115.90
49,21/01/2017,NORTH INDIA,120.22,123.01
50,14/01/2017,NORTH INDIA,128.91,124.87
51,07/01/2017,NORTH INDIA,132.67,129.46
52,30/12/2017,SOUTH INDIA,99.14,65.60
53,23/12/2017,SOUTH INDIA,108.16,90.45
54,16/12/2017,SOUTH INDIA,106.17,89.89
55,09/12/2017,SOUTH INDIA,104.47,87.39
56,02/12/2017,SOUTH INDIA,103.90,86.71
57,25/11/2017,SOUTH INDIA,103.00,87.33
58,18/11/2017,SOUTH INDIA,102.10,86.87
59,11/11/2017,SOUTH INDIA,103.05,87.94
60,04/11/2017,SOUTH INDIA,101.95,87.23
61,28/10/2017,SOUTH INDIA,105.11,85.75
62,21/10/2017,SOUTH INDIA,101.82,110.17
63,14/10/2017,SOUTH INDIA,101.72,90.04
64,07/10/2017,SOUTH INDIA,101.20,86.39
65,30/09/2017,SOUTH INDIA,101.93,86.18
66,23/09/2017,SOUTH INDIA,101.52,84.06
67,16/09/2017,SOUTH INDIA,97.10,80.96
68,09/09/2017,SOUTH INDIA,101.14,69.00
69,02/09/2017,SOUTH INDIA,99.17,78.15
70,26/08/2017,SOUTH INDIA,98.52,79.34
71,19/08/2017,SOUTH INDIA,96.75,79.29
72,12/08/2017,SOUTH INDIA,93.58,84.96
73,05/08/2017,SOUTH INDIA,92.55,84.05
74,29/07/2017,SOUTH INDIA,94.64,83.99
75,22/07/2017,SOUTH INDIA,92.60,80.77
76,15/07/2017,SOUTH INDIA,94.55,87.57
77,08/07/2017,SOUTH INDIA,95.71,98.91
78,01/07/2017,SOUTH INDIA,98.20,84.65
79,24/06/2017,SOUTH INDIA,100.24,86.98
80,17/06/2017,SOUTH INDIA,103.26,87.82
81,10/06/2017,SOUTH INDIA,104.27,88.13
82,03/06/2017,SOUTH INDIA,102.35,89.46
83,27/05/2017,SOUTH INDIA,104.19,93.91
84,20/05/2017,SOUTH INDIA,103.26,98.20
85,13/05/2017,SOUTH INDIA,104.92,97.40
86,06/05/2017,SOUTH INDIA,103.49,98.15
87,29/04/2017,SOUTH INDIA,102.14,104.34
88,22/04/2017,SOUTH INDIA,100.90,113.18
89,15/04/2017,SOUTH INDIA,102.13,104.29
90,08/04/2017,SOUTH INDIA,101.62,116.17
91,01/04/2017,SOUTH INDIA,101.31,117.03
92,25/03/2017,SOUTH INDIA,89.94,116.47
93,18/03/2017,SOUTH INDIA,98.51,116.33
94,11/03/2017,SOUTH INDIA,97.84,117.46
95,04/03/2017,SOUTH INDIA,101.02,118.95
96,25/02/2017,SOUTH INDIA,106.22,116.54
97,18/02/2017,SOUTH INDIA,110.31,115.80
98,11/02/2017,SOUTH INDIA,111.56,114.37
99,04/02/2017,SOUTH INDIA,109.29,112.38
100,28/01/2017,SOUTH INDIA,108.12,111.21
101,21/01/2017,SOUTH INDIA,102.91,111.18
102,14/01/2017,SOUTH INDIA,102.34,110.38
103,07/01/2017,SOUTH INDIA,96.65,109.15
104,30/12/2017,ALL INDIA,126.18,137.50
105,23/12/2017,ALL INDIA,130.11,130.51
106,16/12/2017,ALL INDIA,130.10,133.04
107,09/12/2017,ALL INDIA,130.10,132.80
108,02/12/2017,ALL INDIA,131.58,134.52
109,25/11/2017,ALL INDIA,133.52,134.82
110,18/11/2017,ALL INDIA,132.47,133.20
111,11/11/2017,ALL INDIA,133.61,133.42
112,04/11/2017,ALL INDIA,131.87,133.91
113,28/10/2017,ALL INDIA,135.08,134.50
114,21/10/2017,ALL INDIA,134.02,146.61
115,14/10/2017,ALL INDIA,101.72,139.70
116,07/10/2017,ALL INDIA,129.50,133.74
117,30/09/2017,ALL INDIA,131.62,86.18
118,23/09/2017,ALL INDIA,132.22,135.90
119,16/09/2017,ALL INDIA,134.22,129.85
120,09/09/2017,ALL INDIA,132.77,130.91
121,02/09/2017,ALL INDIA,132.64,129.70
122,26/08/2017,ALL INDIA,131.81,133.72
123,19/08/2017,ALL INDIA,132.05,134.48
124,12/08/2017,ALL INDIA,131.62,135.40
125,05/08/2017,ALL INDIA,133.18,130.89
126,29/07/2017,ALL INDIA,135.49,131.56
127,22/07/2017,ALL INDIA,140.00,129.64
128,15/07/2017,ALL INDIA,143.24,136.10
129,08/07/2017,ALL INDIA,141.06,143.32
130,01/07/2017,ALL INDIA,141.65,134.98
131,24/06/2017,ALL INDIA,139.93,135.26
132,17/06/2017,ALL INDIA,140.60,133.94
133,10/06/2017,ALL INDIA,137.19,126.34
134,03/06/2017,ALL INDIA,133.29,122.46
135,27/05/2017,ALL INDIA,130.35,121.90
136,20/05/2017,ALL INDIA,128.96,124.71
137,13/05/2017,ALL INDIA,131.19,123.92
138,06/05/2017,ALL INDIA,127.68,124.09
139,29/04/2017,ALL INDIA,132.93,133.65
140,22/04/2017,ALL INDIA,131.34,132.90
141,15/04/2017,ALL INDIA,131.33,127.35
142,08/04/2017,ALL INDIA,129.65,120.15
143,01/04/2017,ALL INDIA,113.34,116.11
144,25/03/2017,ALL INDIA,89.94,110.41
145,18/03/2017,ALL INDIA,101.92,110.77
146,11/03/2017,ALL INDIA,100.21,110.98
147,04/03/2017,ALL INDIA,101.37,109.36
148,25/02/2017,ALL INDIA,107.49,111.95
149,18/02/2017,ALL INDIA,111.26,111.35
150,11/02/2017,ALL INDIA,111.41,111.46
151,04/02/2017,ALL INDIA,111.53,112.79
152,28/01/2017,ALL INDIA,114.56,115.06
153,21/01/2017,ALL INDIA,116.92,120.74
154,14/01/2017,ALL INDIA,122.77,122.11
155,07/01/2017,ALL INDIA,125.75,125.48
0,31/12/2016,NORTH INDIA,133.00,127.05
1,24/12/2016,NORTH INDIA,138.43,134.58
2,17/12/2016,NORTH INDIA,139.13,135.19
3,10/12/2016,NORTH INDIA,66.30,94.43
4,03/12/2016,NORTH INDIA,139.41,137.96
5,26/11/2016,NORTH INDIA,144.69,140.89
6,19/11/2016,NORTH INDIA,139.53,139.68
7,12/11/2016,NORTH INDIA,151.57,141.47
8,05/11/2016,NORTH INDIA,139.37,140.22
9,29/10/2016,NORTH INDIA,138.27,138.22
10,22/10/2016,NORTH INDIA,NA,144.58
11,15/10/2016,NORTH INDIA,138.10,NA
12,08/10/2016,NORTH INDIA,138.55,137.26
13,01/10/2016,NORTH INDIA,136.53,138.78
14,24/09/2016,NORTH INDIA,141.64,139.92
15,17/09/2016,NORTH INDIA,141.75,139.36
16,10/09/2016,NORTH INDIA,143.22,140.71
17,09/03/2016,NORTH INDIA,145.28,141.16
18,27/08/2016,NORTH INDIA,146.89,140.37
19,20/08/2016,NORTH INDIA,147.99,141.48
20,13/08/2016,NORTH INDIA,146.19,143.09
21,06/08/2016,NORTH INDIA,147.66,146.30
22,30/07/2016,NORTH INDIA,149.78,147.08
23,23/07/2016,NORTH INDIA,150.91,150.26
24,16/07/2016,NORTH INDIA,148.60,155.67
25,09/07/2016,NORTH INDIA,146.98,153.28
26,02/07/2016,NORTH INDIA,145.14,155.54
27,25/06/2016,NORTH INDIA,147.65,154.02
28,18/06/2016,NORTH INDIA,147.08,154.21
29,11/06/2016,NORTH INDIA,143.54,148.93
30,04/06/2016,NORTH INDIA,143.88,145.28
31,28/05/2016,NORTH INDIA,145.30,139.33
32,21/05/2016,NORTH INDIA,141.91,137.84
33,14/05/2016,NORTH INDIA,140.71,140.99
34,07/05/2016,NORTH INDIA,142.21,136.69
35,30/04/2016,NORTH INDIA,143.11,139.14
36,30/04/2016,NORTH INDIA,143.11,139.14
37,30/04/2016,NORTH INDIA,143.11,139.14
38,23/04/2016,NORTH INDIA,133.82,146.29
39,16/04/2016,NORTH INDIA,134.48,153.77
40,09/04/2016,NORTH INDIA,127.56,159.09
41,02/04/2016,NORTH INDIA,102.20,133.97
42,26/03/2016,NORTH INDIA,90.62,NA
43,19/03/2016,NORTH INDIA,78.45,111.62
44,12/03/2016,NORTH INDIA,87.45,105.35
45,05/03/2016,NORTH INDIA,92.55,102.43
46,27/02/2016,NORTH INDIA,92.01,109.09
47,20/02/2016,NORTH INDIA,99.88,111.90
48,13/02/2016,NORTH INDIA,107.36,111.35
49,06/02/2016,NORTH INDIA,108.89,112.20
50,30/01/2016,NORTH INDIA,117.51,116.26
51,23/01/2016,NORTH INDIA,120.62,120.21
52,16/01/2016,NORTH INDIA,131.32,128.91
53,09/01/2016,NORTH INDIA,126.34,132.67
54,02/01/2016,NORTH INDIA,129.51,133.00
55,31/12/2016,SOUTH INDIA,97.65,99.14
56,24/12/2016,SOUTH INDIA,80.78,108.16
57,17/12/2016,SOUTH INDIA,90.37,106.17
58,10/12/2016,SOUTH INDIA,88.55,104.47
59,03/12/2016,SOUTH INDIA,85.08,103.90
60,26/11/2016,SOUTH INDIA,84.75,103.00
61,19/11/2016,SOUTH INDIA,80.62,102.10
62,12/11/2016,SOUTH INDIA,84.64,103.05
63,05/11/2016,SOUTH INDIA,78.27,101.95
64,29/10/2016,SOUTH INDIA,79.37,105.11
65,22/10/2016,SOUTH INDIA,79.89,101.82
66,15/10/2016,SOUTH INDIA,81.89,101.72
67,08/10/2016,SOUTH INDIA,79.14,101.20
68,01/10/2016,SOUTH INDIA,81.22,101.93
69,24/09/2016,SOUTH INDIA,80.29,101.52
70,17/09/2016,SOUTH INDIA,76.26,97.10
71,10/09/2016,SOUTH INDIA,72.88,101.14
72,09/03/2016,SOUTH INDIA,73.39,99.17
73,27/08/2016,SOUTH INDIA,63.37,98.52
74,20/08/2016,SOUTH INDIA,74.97,96.75
75,13/08/2016,SOUTH INDIA,73.56,93.58
76,06/08/2016,SOUTH INDIA,71.01,92.55
77,30/07/2016,SOUTH INDIA,71.02,94.64
78,23/07/2016,SOUTH INDIA,71.57,92.60
79,16/07/2016,SOUTH INDIA,72.76,94.55
80,09/07/2016,SOUTH INDIA,75.55,95.71
81,02/07/2016,SOUTH INDIA,75.42,98.20
82,25/06/2016,SOUTH INDIA,73.64,100.24
83,18/06/2016,SOUTH INDIA,71.92,103.26
84,11/06/2016,SOUTH INDIA,70.44,104.27
85,04/06/2016,SOUTH INDIA,72.21,102.35
86,28/05/2016,SOUTH INDIA,71.97,104.19
87,21/05/2016,SOUTH INDIA,73.88,103.26
88,14/05/2016,SOUTH INDIA,76.64,104.92
89,07/05/2016,SOUTH INDIA,78.01,103.49
90,30/04/2016,SOUTH INDIA,80.78,102.14
91,30/04/2016,SOUTH INDIA,80.78,102.14
92,30/04/2016,SOUTH INDIA,80.78,102.14
93,23/04/2016,SOUTH INDIA,83.96,100.90
94,16/04/2016,SOUTH INDIA,84.59,102.13
95,09/04/2016,SOUTH INDIA,84.07,101.62
96,02/04/2016,SOUTH INDIA,74.65,101.31
97,26/03/2016,SOUTH INDIA,84.57,89.94
98,19/03/2016,SOUTH INDIA,83.77,98.51
99,12/03/2016,SOUTH INDIA,83.26,97.84
100,05/03/2016,SOUTH INDIA,84.19,101.02
101,27/02/2016,SOUTH INDIA,83.98,106.22
102,20/02/2016,SOUTH INDIA,84.44,110.31
103,13/02/2016,SOUTH INDIA,84.20,111.56
104,06/02/2016,SOUTH INDIA,83.31,109.29
105,30/01/2016,SOUTH INDIA,83.52,108.12
106,23/01/2016,SOUTH INDIA,81.51,102.91
107,16/01/2016,SOUTH INDIA,80.90,102.34
108,09/01/2016,SOUTH INDIA,77.43,96.65
109,02/01/2016,SOUTH INDIA,75.00,97.65
110,31/12/2016,ALL INDIA,128.38,126.18
111,24/12/2016,ALL INDIA,133.36,130.11
112,17/12/2016,ALL INDIA,130.32,130.10
113,10/12/2016,ALL INDIA,127.83,130.10
114,03/12/2016,ALL INDIA,130.44,131.58
115,26/11/2016,ALL INDIA,132.99,133.52
116,19/11/2016,ALL INDIA,127.64,132.47
117,12/11/2016,ALL INDIA,137.68,133.61
118,05/11/2016,ALL INDIA,129.13,131.87
119,29/10/2016,ALL INDIA,128.24,135.08
120,22/10/2016,ALL INDIA,79.89,134.02
121,15/10/2016,ALL INDIA,126.73,101.72
122,08/10/2016,ALL INDIA,126.56,129.50
123,01/10/2016,ALL INDIA,125.49,131.62
124,24/09/2016,ALL INDIA,129.07,132.22
125,17/09/2016,ALL INDIA,127.61,134.22
126,10/09/2016,ALL INDIA,129.28,132.77
127,09/03/2016,ALL INDIA,130.61,132.64
128,27/08/2016,ALL INDIA,135.22,131.81
129,20/08/2016,ALL INDIA,133.34,132.05
130,13/08/2016,ALL INDIA,129.62,131.62
131,06/08/2016,ALL INDIA,129.79,133.18
132,30/07/2016,ALL INDIA,129.21,135.49
133,23/07/2016,ALL INDIA,130.52,140.00
134,16/07/2016,ALL INDIA,129.62,143.24
135,09/07/2016,ALL INDIA,126.69,141.06
136,02/07/2016,ALL INDIA,124.75,141.65
137,25/06/2016,ALL INDIA,123.91,139.93
138,18/06/2016,ALL INDIA,121.93,140.60
139,11/06/2016,ALL INDIA,116.09,137.19
140,04/06/2016,ALL INDIA,115.95,133.29
141,28/05/2016,ALL INDIA,114.93,130.36
142,21/05/2016,ALL INDIA,112.22,128.96
143,14/05/2016,ALL INDIA,110.52,131.18
144,07/05/2016,ALL INDIA,113.27,127.68
145,30/04/2016,ALL INDIA,112.07,127.52
146,30/04/2016,ALL INDIA,112.07,127.52
147,30/04/2016,ALL INDIA,112.07,127.52
148,23/04/2016,ALL INDIA,109.01,131.34
149,16/04/2016,ALL INDIA,110.02,131.33
150,09/04/2016,ALL INDIA,104.60,129.65
151,02/04/2016,ALL INDIA,91.27,113.34
152,26/03/2016,ALL INDIA,88.12,89.94
153,19/03/2016,ALL INDIA,82.30,101.92
154,12/03/2016,ALL INDIA,86.05,100.21
155,05/03/2016,ALL INDIA,88.52,101.37
156,27/02/2016,ALL INDIA,89.79,107.49
157,20/02/2016,ALL INDIA,95.40,111.26
158,13/02/2016,ALL INDIA,101.50,111.41
159,06/02/2016,ALL INDIA,102.60,111.53
160,30/01/2016,ALL INDIA,109.27,114.56
161,23/01/2016,ALL INDIA,112.01,116.91
162,16/01/2016,ALL INDIA,117.74,122.77
163,09/01/2016,ALL INDIA,115.96,125.75
164,02/01/2016,ALL INDIA,116.59,128.38
0,26/12/2020,NORTH INDIA,140.11,168.38
1,19/12/2020,NORTH INDIA,142.45,163.84
2,12/12/2020,NORTH INDIA,144.62,165.90
3,05/12/2020,NORTH INDIA,144.89,166.43
4,28/11/2020,NORTH INDIA,144.03,169.86
5,21/11/2020,NORTH INDIA,146.05,176.1
6,14/11/2020,NORTH INDIA,144.56,193.21
7,07/11/2020,NORTH INDIA,144.12,200.86
8,31/10/2020,NORTH INDIA,146.88,205.06
9,24/10/2020,NORTH INDIA,149.51,219.44
10,17/10/2020,NORTH INDIA,146.83,228.64
11,10/10/2020,NORTH INDIA,135.89,241.57
12,10/10/2020,NORTH INDIA,135.89,241.57
13,03/10/2020,NORTH INDIA,158.80,256.06
14,26/09/2020,NORTH INDIA,147.06,261.84
15,19/09/2020,NORTH INDIA,147.90,268.81
16,12/09/2020,NORTH INDIA,149.97,267.98
17,05/09/2020,NORTH INDIA,155.69,278.54
18,29/08/2020,NORTH INDIA,152.47,281.85
19,22/08/2020,NORTH INDIA,154.69,284.10
20,15/08/2020,NORTH INDIA,154.24,281.90
21,08/08/2020,NORTH INDIA,160.44,282.38
22,01/08/2020,NORTH INDIA,160.30,273.91
23,25/07/2020,NORTH INDIA,160.18,258.26
24,18/07/2020,NORTH INDIA,160.14,263.05
25,11/07/2020,NORTH INDIA,157.03,240.43
26,04/07/2020,NORTH INDIA,158.24,253.63
27,27/06/2020,NORTH INDIA,156.76,247.97
28,20/06/2020,NORTH INDIA,160.18,240.36
29,13/06/2020,NORTH INDIA,153.80,220.90
30,06/06/2020,NORTH INDIA,148.48,207.86
31,30/05/2020,NORTH INDIA,143.94,188.50
32,23/05/2020,NORTH INDIA,142.76,195.55
33,16/05/2020,NORTH INDIA,142.05,193.14
34,09/05/2020,NORTH INDIA,143.47,187.94
35,02/05/2020,NORTH INDIA,148.00,205.96
36,25/04/2020,NORTH INDIA,150.17,121.25
37,18/04/2020,NORTH INDIA,157.41,NA
38,11/04/2020,NORTH INDIA,159.87,NA
39,04/04/2020,NORTH INDIA,144.10,NA
40,21/03/2020,NORTH INDIA,111.14,84.16
41,14/03/2020,NORTH INDIA,107.51,90.82
42,07/03/2020,NORTH INDIA,114.15,89.03
43,29/02/2020,NORTH INDIA,112.44,91.28
44,22/02/2020,NORTH INDIA,111.16,91.91
45,15/02/2020,NORTH INDIA,116.16,97.43
46,08/02/2020,NORTH INDIA,120.34,104.64
47,01/02/2020,NORTH INDIA,123.45,110.77
48,25/01/2020,NORTH INDIA,129.03,117.65
49,18/01/2020,NORTH INDIA,132.20,123.40
50,11/01/2020,NORTH INDIA,135.08,130.52
51,04/01/2020,NORTH INDIA,138.06,135.42
52,26/12/2020,SOUTH INDIA,103.30,132.27
53,19/12/2020,SOUTH INDIA,91.02,129.46
54,12/12/2020,SOUTH INDIA,89.80,127.41
55,05/12/2020,SOUTH INDIA,90.49,128.92
56,28/11/2020,SOUTH INDIA,90.69,162.61
57,21/11/2020,SOUTH INDIA,91.90,165.09
58,14/11/2020,SOUTH INDIA,89.02,189.01
59,07/11/2020,SOUTH INDIA,87.99,162.46
60,31/10/2020,SOUTH INDIA,89.17,158.91
61,24/10/2020,SOUTH INDIA,89.63,154.29
62,17/10/2020,SOUTH INDIA,92.85,149.02
63,10/10/2020,SOUTH INDIA,93.05,151.06
64,10/10/2020,SOUTH INDIA,93.05,151.06
65,03/10/2020,SOUTH INDIA,93.99,160.48
66,26/09/2020,SOUTH INDIA,94.97,175.57
67,19/09/2020,SOUTH INDIA,93.69,189.05
68,12/09/2020,SOUTH INDIA,83.41,192.53
69,05/09/2020,SOUTH INDIA,90.82,191.74
