,Week Ending/Date,Location,Bracketed_val_avg_price,Average_price
143,10/03/2018,ALL INDIA,111.78,100.18
144,03/03/2018,ALL INDIA,111.02,106.92
145,24/02/2018,ALL INDIA,113.31,106.14
146,17/02/2018,ALL INDIA,113.08,107.91
147,10/02/2018,ALL INDIA,113.11,109.67
148,03/02/2018,ALL INDIA,115.87,114.18
149,27/01/2018,ALL INDIA,118.15,111.68
150,20/01/2018,ALL INDIA,123.22,121.69
151,14/01/2018,ALL INDIA,125.10,123.41
152,07/01/2018,ALL INDIA,129.64,129.31
0,31/12/2022,NORTH INDIA,175.33,167.71
1,24/12/2022,NORTH INDIA,179.43,172.03
2,17/12/2022,NORTH INDIA,183.21,176.97
3,10/12/2022,NORTH INDIA,188.26,185.47
4,03/12/2022,NORTH INDIA,189.31,188.56
5,26/11/2022,NORTH INDIA,193.06,193.86
6,19/11/2022,NORTH INDIA,195.06,200.02
7,12/11/2022,NORTH INDIA,192.90,201.92
8,05/11/2022,NORTH INDIA,199.28,202.08
9,29/10/2022,NORTH INDIA,187.76,207.39
10,22/10/2022,NORTH INDIA,191.36,207.99
11,15/10/2022,NORTH INDIA,149.51,206.80
12,08/10/2022,NORTH INDIA,186.27,NA
13,01/10/2022,NORTH INDIA,189.61,201.79
14,24/09/2022,NORTH INDIA,189.92,202.23
15,17/09/2022,NORTH INDIA,187.56,209.07
16,10/09/2022,NORTH INDIA,189.20,222.22
17,03/09/2022,NORTH INDIA,188.16,225.68
18,27/08/2022,NORTH INDIA,188.19,224.82
19,20/08/2022,NORTH INDIA,189.82,226.43
20,13/08/2022,NORTH INDIA,188.89,229.93
21,06/08/2022,NORTH INDIA,193.33,231.45
22,30/07/2022,NORTH INDIA,195.15,232.31
23,23/07/2022,NORTH INDIA,198.68,226.46
24,16/07/2022,NORTH INDIA,202.75,220.61
25,09/07/2022,NORTH INDIA,206.57,226.84
26,02/07/2022,NORTH INDIA,222.73,235.46
27,25/06/2022,NORTH INDIA,226.13,234.49
28,18/06/2022,NORTH INDIA,228.75,234.80
29,11/06/2022,NORTH INDIA,230.13,212.27
30,04/06/2022,NORTH INDIA,227.73,196.88
31,28/05/2022,NORTH INDIA,216.44,188.35
32,21/05/2022,NORTH INDIA,220.22,191.17
33,14/05/2022,NORTH INDIA,214.36,191.57
34,07/05/2022,NORTH INDIA,211.48,206.84
35,30/04/2022,NORTH INDIA,205.82,221.45
36,23/04/2022,NORTH INDIA,209.66,244.89
37,16/04/2022,NORTH INDIA,215.02,239.03
38,09/04/2022,NORTH INDIA,214.13,247.85
39,02/04/2022,NORTH INDIA,157.33,153.45
40,26/03/2022,NORTH INDIA,158.98,149.09
41,19/03/2022,NORTH INDIA,NA,NA
42,12/03/2022,NORTH INDIA,146.55,100.59
43,05/03/2022,NORTH INDIA,147.73,130.19
44,26/02/2022,NORTH INDIA,157.96,136.52
45,19/02/2022,NORTH INDIA,158.86,134.22
46,12/02/2022,NORTH INDIA,158.57,146.49
47,05/02/2022,NORTH INDIA,160.50,150.50
48,29/01/2022,NORTH INDIA,165.72,142.43
49,22/01/2022,NORTH INDIA,171.17,154.62
50,15/01/2022,NORTH INDIA,174.71,161.18
51,08/01/2022,NORTH INDIA,175.29,165.41
52,01/01/2022,NORTH INDIA,177.42,175.33
53,31/12/2022,SOUTH INDIA,NA,112.13
54,24/12/2022,SOUTH INDIA,110.41,125.82
55,17/12/2022,SOUTH INDIA,109.75,123.73
56,10/12/2022,SOUTH INDIA,109.84,120.89
57,03/12/2022,SOUTH INDIA,106.83,123.75
58,26/11/2022,SOUTH INDIA,106.25,127.16
59,19/11/2022,SOUTH INDIA,105.57,129.27
60,12/11/2022,SOUTH INDIA,100.36,127.83
61,05/11/2022,SOUTH INDIA,102.04,125.91
62,29/10/2022,SOUTH INDIA,98.71,120.81
63,22/10/2022,SOUTH INDIA,96.29,114.91
64,15/10/2022,SOUTH INDIA,96.75,114.24
65,08/10/2022,SOUTH INDIA,98.20,115.28
66,01/10/2022,SOUTH INDIA,102.10,119.98
67,24/09/2022,SOUTH INDIA,103.55,116.14
68,17/09/2022,SOUTH INDIA,104.62,114.70
69,10/09/2022,SOUTH INDIA,99.79,100.08
70,03/09/2022,SOUTH INDIA,102.26,114.13
71,27/08/2022,SOUTH INDIA,101.73,113.31
72,20/08/2022,SOUTH INDIA,92.48,111.15
73,13/08/2022,SOUTH INDIA,100.14,107.70
74,06/08/2022,SOUTH INDIA,102.21,107.65
75,30/07/2022,SOUTH INDIA,102.28,107.86
76,23/07/2022,SOUTH INDIA,101.15,102.61
77,16/07/2022,SOUTH INDIA,102.39,96.65
78,09/07/2022,SOUTH INDIA,101.51,98.07
79,02/07/2022,SOUTH INDIA,107.56,97.57
80,25/06/2022,SOUTH INDIA,106.57,113.38
81,18/06/2022,SOUTH INDIA,110.46,98.87
82,11/06/2022,SOUTH INDIA,120.16,102.27
83,04/06/2022,SOUTH INDIA,124.65,105.74
84,28/05/2022,SOUTH INDIA,142.51,104.85
85,21/05/2022,SOUTH INDIA,136.50,104.42
86,14/05/2022,SOUTH INDIA,131.67,108.02
87,07/05/2022,SOUTH INDIA,126.25,108.93
88,30/04/2022,SOUTH INDIA,122.20,110.37
89,23/04/2022,SOUTH INDIA,124.34,109.99
90,16/04/2022,SOUTH INDIA,125.86,93.11
91,09/04/2022,SOUTH INDIA,130.63,105.56
92,02/04/2022,SOUTH INDIA,121.85,108.16
93,26/03/2022,SOUTH INDIA,143.37,106.57
94,19/03/2022,SOUTH INDIA,142.51,106.17
95,12/03/2022,SOUTH INDIA,141.61,110.04
96,05/03/2022,SOUTH INDIA,139.13,114.55
97,26/02/2022,SOUTH INDIA,145.16,117.81
98,19/02/2022,SOUTH INDIA,147.02,120.30
99,12/02/2022,SOUTH INDIA,147.66,120.77
100,05/02/2022,SOUTH INDIA,145.07,119.97
101,29/01/2022,SOUTH INDIA,149.60,121.47
102,22/01/2022,SOUTH INDIA,148.17,119.00
103,15/01/2022,SOUTH INDIA,149.09,116.43
104,08/01/2022,SOUTH INDIA,147.05,112.01
105,01/01/2022,SOUTH INDIA,108.74,NA
106,31/12/2022,ALL INDIA,175.33,162.64
107,24/12/2022,ALL INDIA,166.93,164.34
108,17/12/2022,ALL INDIA,170.75,167.15
109,10/12/2022,ALL INDIA,176.17,173.53
110,03/12/2022,ALL INDIA,174.59,176.94
111,26/11/2022,ALL INDIA,179.60,182.03
112,19/11/2022,ALL INDIA,181.40,187.39
113,12/11/2022,ALL INDIA,177.97,189.15
114,05/11/2022,ALL INDIA,178.64,188.43
115,29/10/2022,ALL INDIA,171.37,191.19
116,22/10/2022,ALL INDIA,174.57,189.41
117,15/10/2022,ALL INDIA,96.79,188.02
118,08/10/2022,ALL INDIA,170.47,115.28
119,01/10/2022,ALL INDIA,176.41,186.25
120,24/09/2022,ALL INDIA,175.04,186.92
121,17/09/2022,ALL INDIA,170.77,192.73
122,10/09/2022,ALL INDIA,172.75,204.96
123,03/09/2022,ALL INDIA,172.99,203.81
124,27/08/2022,ALL INDIA,171.25,204.49
125,20/08/2022,ALL INDIA,176.86,202.51
126,13/08/2022,ALL INDIA,170.36,200.45
127,06/08/2022,ALL INDIA,176.63,203.43
128,30/07/2022,ALL INDIA,174.77,203.39
129,23/07/2022,ALL INDIA,175.83,193.24
130,16/07/2022,ALL INDIA,178.50,184.19
131,09/07/2022,ALL INDIA,180.08,196.56
132,02/07/2022,ALL INDIA,191.43,200.70
133,25/06/2022,ALL INDIA,185.75,210.68
134,18/06/2022,ALL INDIA,185.41,197.06
135,11/06/2022,ALL INDIA,199.95,179.30
136,04/06/2022,ALL INDIA,192.54,165.40
137,28/05/2022,ALL INDIA,196.49,157.92
138,21/05/2022,ALL INDIA,190.04,162.71
139,14/05/2022,ALL INDIA,177.79,164.22
140,07/05/2022,ALL INDIA,180.81,175.75
141,30/04/2022,ALL INDIA,173.08,187.65
142,23/04/2022,ALL INDIA,179.76,189.34
143,16/04/2022,ALL INDIA,173.62,164.69
144,09/04/2022,ALL INDIA,175.82,149.37
145,02/04/2022,ALL INDIA,130.08,121.25
146,26/03/2022,ALL INDIA,149.06,113.15
147,19/03/2022,ALL INDIA,142.51,106.17
148,12/03/2022,ALL INDIA,144.19,110.03
149,05/03/2022,ALL INDIA,143.07,118.24
150,26/02/2022,ALL INDIA,152.87,128.80
151,19/02/2022,ALL INDIA,155.11,124.55
152,12/02/2022,ALL INDIA,155.71,136.69
153,05/02/2022,ALL INDIA,157.17,143.05
154,29/01/2022,ALL INDIA,162.63,136.10
155,22/01/2022,ALL INDIA,166.93,147.50
156,15/01/2022,ALL INDIA,169.50,152.15
157,08/01/2022,ALL INDIA,169.99,155.21
158,01/01/2022,ALL INDIA,176.19,175.33
0,28/12/2013,NORTH INDIA,136.23,130.89
1,21/12/2013,NORTH INDIA,137.90,130.50
2,07/12/2013,NORTH INDIA,141.37,136.29
3,30/11/2013,NORTH INDIA,143.19,137.54
4,23/11/2013,NORTH INDIA,141.23,137.28
5,16/11/2013,NORTH INDIA,145.55,136.58
6,09/11/2013,NORTH INDIA,136.56,137.21
7,02/11/2013,NORTH INDIA,134.81,136.04
8,26/10/2013,NORTH INDIA,NA,138.79
9,19/10/2013,NORTH INDIA,134.66,NA
10,12/10/2013,NORTH INDIA,136.61,142.21
11,05/10/2013,NORTH INDIA,129.15,139.31
12,28/09/2013,NORTH INDIA,138.68,138.89
13,21/09/2013,NORTH INDIA,141.03,138.63
14,14/09/2013,NORTH INDIA,144.41,139.28
15,07/09/2013,NORTH INDIA,145.85,136.93
16,31/08/2013,NORTH INDIA,146.64,139.49
17,24/08/2013,NORTH INDIA,148.20,140.16
18,17/08/2013,NORTH INDIA,148.87,143.73
19,10/08/2013,NORTH INDIA,150.25,147.68
20,03/08/2013,NORTH INDIA,150.40,147.90
21,27/07/2013,NORTH INDIA,150.36,149.32
22,20/07/2013,NORTH INDIA,150.59,151.33
23,13/07/2013,NORTH INDIA,149.22,155.20
24,06/07/2013,NORTH INDIA,152.76,158.43
25,29/06/2013,NORTH INDIA,154.04,157.89
26,22/06/2013,NORTH INDIA,158.19,154.67
27,15/06/2013,NORTH INDIA,162.32,150.39
28,08/06/2013,NORTH INDIA,167.09,147.62
29,01/06/2013,NORTH INDIA,166.57,149.48
30,25/05/2013,NORTH INDIA,165.98,153.17
31,18/05/2013,NORTH INDIA,160.45,156.11
32,11/05/2013,NORTH INDIA,156.53,152.98
33,04/05/2013,NORTH INDIA,154.73,150.96
34,27/04/2013,NORTH INDIA,149.77,151.61
35,20/04/2013,NORTH INDIA,134.01,150.08
36,13/04/2013,NORTH INDIA,141.80,144.69
37,06/04/2013,NORTH INDIA,116.83,138.90
38,30/03/2013,NORTH INDIA,87.69,NA
39,23/03/2013,NORTH INDIA,74.01,133.54
40,16/03/2013,NORTH INDIA,79.96,NA
41,09/03/2013,NORTH INDIA,85.56,129.76
42,02/03/2013,NORTH INDIA,89.96,144.81
43,23/02/2013,NORTH INDIA,90.61,130.16
44,16/02/2013,NORTH INDIA,93.58,125.54
45,09/02/2013,NORTH INDIA,94.19,123.52
46,02/02/2013,NORTH INDIA,97.95,122.76
47,26/01/2013,NORTH INDIA,99.61,125.84
48,19/01/2013,NORTH INDIA,101.47,127.69
49,12/01/2013,NORTH INDIA,103.11,130.25
50,05/01/2013,NORTH INDIA,106.11,134.75
51,28/12/2013,SOUTH INDIA,NA,NA
52,21/12/2013,SOUTH INDIA,100.80,84.87
53,07/12/2013,SOUTH INDIA,96.93,83.86
54,30/11/2013,SOUTH INDIA,96.99,87.83
55,23/11/2013,SOUTH INDIA,94.91,87.15
56,16/11/2013,SOUTH INDIA,93.69,86.63
57,09/11/2013,SOUTH INDIA,91.29,87.11
58,02/11/2013,SOUTH INDIA,90.47,91.62
59,26/10/2013,SOUTH INDIA,89.40,91.63
60,19/10/2013,SOUTH INDIA,89.88,95.22
61,12/10/2013,SOUTH INDIA,89.16,100.61
62,05/10/2013,SOUTH INDIA,90.83,102.02
63,28/09/2013,SOUTH INDIA,93.30,105.85
64,21/09/2013,SOUTH INDIA,96.05,90.74
65,14/09/2013,SOUTH INDIA,95.68,105.62
66,07/09/2013,SOUTH INDIA,94.09,101.45
67,31/08/2013,SOUTH INDIA,89.90,99.19
68,24/08/2013,SOUTH INDIA,91.09,97.09
69,17/08/2013,SOUTH INDIA,90.39,99.19
70,10/08/2013,SOUTH INDIA,89.80,97.94
71,03/08/2013,SOUTH INDIA,88.34,96.90
72,27/07/2013,SOUTH INDIA,85.71,96.25
73,20/07/2013,SOUTH INDIA,84.28,97.03
74,13/07/2013,SOUTH INDIA,83.62,97.51
75,06/07/2013,SOUTH INDIA,83.83,99.44
76,29/06/2013,SOUTH INDIA,84.10,99.83
77,22/06/2013,SOUTH INDIA,86.49,99.54
78,15/06/2013,SOUTH INDIA,91.44,98.21
79,08/06/2013,SOUTH INDIA,93.82,100.73
80,01/06/2013,SOUTH INDIA,94.33,101.66
81,25/05/2013,SOUTH INDIA,93.45,99.41
82,18/05/2013,SOUTH INDIA,92.46,97.50
83,11/05/2013,SOUTH INDIA,87.10,98.44
84,04/05/2013,SOUTH INDIA,86.48,105.69
85,27/04/2013,SOUTH INDIA,89.36,110.04
86,20/04/2013,SOUTH INDIA,88.06,111.70
87,13/04/2013,SOUTH INDIA,84.80,113.67
88,06/04/2013,SOUTH INDIA,73.54,116.51
89,30/03/2013,SOUTH INDIA,82.46,109.15
90,23/03/2013,SOUTH INDIA,80.75,120.52
91,16/03/2013,SOUTH INDIA,79.06,111.82
92,09/03/2013,SOUTH INDIA,78.79,107.44
93,02/03/2013,SOUTH INDIA,77.58,102.06
94,23/02/2013,SOUTH INDIA,75.70,101.31
95,16/02/2013,SOUTH INDIA,76.97,101.36
96,09/02/2013,SOUTH INDIA,76.77,101.16
97,02/02/2013,SOUTH INDIA,76.06,99.71
98,26/01/2013,SOUTH INDIA,77.06,99.73
99,19/01/2013,SOUTH INDIA,75.23,101.03
100,12/01/2013,SOUTH INDIA,73.56,101.24
101,05/01/2013,SOUTH INDIA,72.10,101.97
102,28/12/2013,ALL INDIA,136.23,130.89
103,21/12/2013,ALL INDIA,128.73,117.85
104,07/12/2013,ALL INDIA,130.89,124.85
105,30/11/2013,ALL INDIA,132.66,127.37
106,23/11/2013,ALL INDIA,130.23,125.30
107,16/11/2013,ALL INDIA,129.63,123.26
108,09/11/2013,ALL INDIA,126.35,125.91
109,02/11/2013,ALL INDIA,125.53,127.99
110,26/10/2013,ALL INDIA,89.40,129.99
111,19/10/2013,ALL INDIA,125.71,95.22
112,12/10/2013,ALL INDIA,127.65,130.10
113,05/10/2013,ALL INDIA,118.52,131.39
114,28/09/2013,ALL INDIA,129.90,132.21
115,21/09/2013,ALL INDIA,131.79,132.54
116,14/09/2013,ALL INDIA,134.38,133.24
117,07/09/2013,ALL INDIA,131.91,131.42
118,31/08/2013,ALL INDIA,138.68,132.35
119,24/08/2013,ALL INDIA,133.85,132.57
120,17/08/2013,ALL INDIA,131.48,135.44
121,10/08/2013,ALL INDIA,134.74,137.16
122,03/08/2013,ALL INDIA,134.43,136.17
123,27/07/2013,ALL INDIA,133.41,136.67
124,20/07/2013,ALL INDIA,132.09,136.75
125,13/07/2013,ALL INDIA,128.23,140.26
126,06/07/2013,ALL INDIA,129.01,141.66
127,29/06/2013,ALL INDIA,128.13,137.88
128,22/06/2013,ALL INDIA,131.04,134.01
129,15/06/2013,ALL INDIA,138.58,131.32
130,08/06/2013,ALL INDIA,139.84,132.31
131,01/06/2013,ALL INDIA,138.42,133.74
132,25/05/2013,ALL INDIA,137.93,131.70
133,18/05/2013,ALL INDIA,132.54,130.82
134,11/05/2013,ALL INDIA,128.41,129.43
135,04/05/2013,ALL INDIA,125.78,132.36
136,27/04/2013,ALL INDIA,119.25,132.53
137,20/04/2013,ALL INDIA,109.11,129.73
138,13/04/2013,ALL INDIA,99.84,129.31
139,06/04/2013,ALL INDIA,86.19,125.47
140,30/03/2013,ALL INDIA,85.10,109.15
141,23/03/2013,ALL INDIA,80.25,124.52
142,16/03/2013,ALL INDIA,79.29,111.82
143,09/03/2013,ALL INDIA,82.65,116.67
144,02/03/2013,ALL INDIA,85.50,119.72
145,23/02/2013,ALL INDIA,86.01,119.67
146,16/02/2013,ALL INDIA,89.45,117.78
147,09/02/2013,ALL INDIA,89.55,117.25
148,02/02/2013,ALL INDIA,93.45,115.99
149,26/01/2013,ALL INDIA,92.45,118.08
150,19/01/2013,ALL INDIA,94.05,121.23
151,12/01/2013,ALL INDIA,96.13,122.25
152,05/01/2013,ALL INDIA,97.72,125.79
0,26/12/2009,NORTH INDIA,91.86,114.09
1,19/12/2009,NORTH INDIA,93.14,117.71
2,12/12/2009,NORTH INDIA,93.86,118.33
3,05/12/2009,NORTH INDIA,98.07,120.22
4,28/11/2009,NORTH INDIA,99.31,122.43
5,21/11/2009,NORTH INDIA,98.66,125.09
6,14/11/2009,NORTH INDIA,99.91,125.23
7,07/11/2009,NORTH INDIA,100.75,125.11
8,31/10/2009,NORTH INDIA,100.07,121.10
9,24/10/2009,NORTH INDIA,107.89,123.58
10,17/10/2009,NORTH INDIA,107.45,126.84
11,10/10/2009,NORTH INDIA,NA,121.91
12,03/10/2009,NORTH INDIA,106.03,NA
13,26/09/2009,NORTH INDIA,107.21,119.21
14,19/09/2009,NORTH INDIA,104.73,118.73
15,12/09/2009,NORTH INDIA,100.15,119.84
16,05/09/2009,NORTH INDIA,99.60,121.16
17,29/08/2009,NORTH INDIA,99.07,117.24
18,22/08/2009,NORTH INDIA,99.80,119.45
19,15/08/2009,NORTH INDIA,100.51,117.71
20,08/08/2009,NORTH INDIA,98.69,117.76
21,01/08/2009,NORTH INDIA,98.13,117.21
22,25/07/2009,NORTH INDIA,97.45,115.34
23,18/07/2009,NORTH INDIA,98.87,115.98
24,11/07/2009,NORTH INDIA,98.68,122.42
25,04/07/2009,NORTH INDIA,99.50,126.16
26,27/06/2009,NORTH INDIA,102.28,126.98
27,20/06/2009,NORTH INDIA,99.64,127.80
28,13/06/2009,NORTH INDIA,96.62,127.59
29,06/06/2009,NORTH INDIA,92.72,132.46
30,30/05/2009,NORTH INDIA,92.19,136.69
31,23/05/2009,NORTH INDIA,92.02,137.47
32,16/05/2009,NORTH INDIA,91.47,133.43
33,09/05/2009,NORTH INDIA,90.53,129.37
34,02/05/2009,NORTH INDIA,90.21,122.40
35,25/04/2009,NORTH INDIA,93.45,113.58
36,18/04/2009,NORTH INDIA,95.02,115.41
37,11/04/2009,NORTH INDIA,87.72,106.07
38,04/04/2009,NORTH INDIA,78.98,88.25
39,28/03/2009,NORTH INDIA,63.29,78.90
40,21/03/2009,NORTH INDIA,58.78,77.86
41,14/03/2009,NORTH INDIA,NA,NA
42,07/03/2009,NORTH INDIA,66.00,76.48
43,28/02/2009,NORTH INDIA,56.00,77.85
44,21/02/2009,NORTH INDIA,62.09,79.76
45,14/02/2009,NORTH INDIA,64.49,83.03
46,07/02/2009,NORTH INDIA,64.90,86.17
47,31/01/2009,NORTH INDIA,66.24,86.34
48,24/01/2009,NORTH INDIA,68.62,90.02
49,17/01/2009,NORTH INDIA,72.64,88.81
50,10/01/2009,NORTH INDIA,74.94,89.92
51,03/01/2009,NORTH INDIA,76.56,92.82
52,26/12/2009,SOUTH INDIA,64.40,72.69
53,19/12/2009,SOUTH INDIA,69.26,78.17
54,12/12/2009,SOUTH INDIA,66.08,79.22
55,05/12/2009,SOUTH INDIA,62.57,80.57
56,28/11/2009,SOUTH INDIA,67.73,80.15
57,21/11/2009,SOUTH INDIA,72.78,79.36
58,14/11/2009,SOUTH INDIA,72.52,80.27
59,07/11/2009,SOUTH INDIA,69.26,76.82
60,31/10/2009,SOUTH INDIA,78.64,76.90
61,24/10/2009,SOUTH INDIA,85.10,80.54
62,17/10/2009,SOUTH INDIA,88.05,73.34
63,10/10/2009,SOUTH INDIA,86.32,83.34
64,03/10/2009,SOUTH INDIA,86.37,85.22
65,26/09/2009,SOUTH INDIA,91.57,84.52
66,19/09/2009,SOUTH INDIA,88.81,84.38
67,12/09/2009,SOUTH INDIA,75.66,82.16
68,05/09/2009,SOUTH INDIA,77.81,74.97
69,29/08/2009,SOUTH INDIA,76.07,82.51
70,22/08/2009,SOUTH INDIA,76.51,81.07
71,15/08/2009,SOUTH INDIA,76.44,81.29
72,08/08/2009,SOUTH INDIA,72.51,81.66
73,01/08/2009,SOUTH INDIA,70.13,73.21
74,25/07/2009,SOUTH INDIA,66.23,85.73
75,18/07/2009,SOUTH INDIA,64.82,83.57
76,11/07/2009,SOUTH INDIA,64.11,81.52
77,04/07/2009,SOUTH INDIA,64.32,81.59
78,27/06/2009,SOUTH INDIA,65.16,84.91
79,20/06/2009,SOUTH INDIA,63.77,82.32
80,13/06/2009,SOUTH INDIA,62.00,83.08
81,06/06/2009,SOUTH INDIA,60.37,81.46
82,30/05/2009,SOUTH INDIA,58.65,92.00
83,23/05/2009,SOUTH INDIA,58.01,88.94
84,16/05/2009,SOUTH INDIA,56.67,88.48
85,09/05/2009,SOUTH INDIA,56.47,92.93
86,02/05/2009,SOUTH INDIA,57.67,88.40
87,25/04/2009,SOUTH INDIA,57.92,88.52
88,18/04/2009,SOUTH INDIA,56.99,86.34
89,11/04/2009,SOUTH INDIA,56.58,78.37
90,04/04/2009,SOUTH INDIA,56.83,80.88
91,28/03/2009,SOUTH INDIA,57.52,77.84
92,21/03/2009,SOUTH INDIA,55.33,77.09
93,14/03/2009,SOUTH INDIA,58.32,77.44
94,07/03/2009,SOUTH INDIA,57.74,79.89
95,28/02/2009,SOUTH INDIA,56.29,76.08
96,21/02/2009,SOUTH INDIA,55.60,75.63
97,14/02/2009,SOUTH INDIA,54.74,76.19
98,07/02/2009,SOUTH INDIA,54.87,75.32
99,31/01/2009,SOUTH INDIA,55.59,74.63
100,24/01/2009,SOUTH INDIA,54.08,76.54
101,17/01/2009,SOUTH INDIA,55.17,74.50
102,10/01/2009,SOUTH INDIA,54.98,73.85
103,03/01/2009,SOUTH INDIA,54.76,73.91
104,26/12/2009,ALL INDIA,90.55,108.90
105,19/12/2009,ALL INDIA,86.86,108.37
106,12/12/2009,ALL INDIA,86.69,109.73
107,05/12/2009,ALL INDIA,90.00,111.53
108,28/11/2009,ALL INDIA,92.59,112.18
109,21/11/2009,ALL INDIA,92.50,112.34
110,14/11/2009,ALL INDIA,93.04,118.69
111,07/11/2009,ALL INDIA,96.69,114.43
112,31/10/2009,ALL INDIA,94.38,110.19
113,24/10/2009,ALL INDIA,103.77,114.06
114,17/10/2009,ALL INDIA,102.95,120.38
115,10/10/2009,ALL INDIA,86.32,113.04
116,03/10/2009,ALL INDIA,101.51,85.22
117,26/09/2009,ALL INDIA,104.11,110.87
118,19/09/2009,ALL INDIA,101.60,110.42
119,12/09/2009,ALL INDIA,96.14,108.25
120,05/09/2009,ALL INDIA,94.37,110.82
121,29/08/2009,ALL INDIA,93.90,108.39
122,22/08/2009,ALL INDIA,94.52,109.12
123,15/08/2009,ALL INDIA,94.44,109.91
124,08/08/2009,ALL INDIA,92.02,110.52
125,01/08/2009,ALL INDIA,90.12,110.97
126,25/07/2009,ALL INDIA,88.97,108.31
127,18/07/2009,ALL INDIA,89.21,106.48
128,11/07/2009,ALL INDIA,87.83,108.62
129,04/07/2009,ALL INDIA,88.66,111.76
130,27/06/2009,ALL INDIA,89.90,112.31
131,20/06/2009,ALL INDIA,87.19,112.77
132,13/06/2009,ALL INDIA,82.10,110.06
133,06/06/2009,ALL INDIA,78.44,116.77
134,30/05/2009,ALL INDIA,78.03,120.64
135,23/05/2009,ALL INDIA,78.63,122.47
136,16/05/2009,ALL INDIA,78.45,119.14
137,09/05/2009,ALL INDIA,77.51,112.15
138,02/05/2009,ALL INDIA,78.25,106.79
139,25/04/2009,ALL INDIA,76.12,102.94
140,18/04/2009,ALL INDIA,66.23,94.14
141,11/04/2009,ALL INDIA,63.89,87.05
142,04/04/2009,ALL INDIA,60.32,83.51
143,28/03/2009,ALL INDIA,58.80,78.36
144,21/03/2009,ALL INDIA,56.59,77.48
145,14/03/2009,ALL INDIA,58.32,77.44
146,07/03/2009,ALL INDIA,63.97,77.63
147,28/02/2009,ALL INDIA,56.21,77.40
148,21/02/2009,ALL INDIA,59.15,78.77
149,14/02/2009,ALL INDIA,60.99,81.62
150,07/02/2009,ALL INDIA,61.85,83.30
151,31/01/2009,ALL INDIA,63.78,82.59
152,24/01/2009,ALL INDIA,65.05,87.37
153,17/01/2009,ALL INDIA,68.41,85.33
154,10/01/2009,ALL INDIA,70.69,86.06
155,03/01/2009,ALL INDIA,72.01,86.46
0,27/12/2008,NORTH INDIA,79.68,91.86
1,20/12/2008,NORTH INDIA,80.21,93.14
2,13/12/2008,NORTH INDIA,78.46,93.86
3,06/12/2008,NORTH INDIA,76.49,98.07
4,29/11/2008,NORTH INDIA,75.26,99.31
5,22/11/2008,NORTH INDIA,74.47,98.66
6,15/11/2008,NORTH INDIA,74.67,99.91
7,08/11/2008,NORTH INDIA,75.86,100.75
8,01/11/2008,NORTH INDIA,73.45,100.07
9,25/10/2008,NORTH INDIA,74.22,107.89
10,18/10/2008,NORTH INDIA,71.60,107.45
11,11/10/2008,NORTH INDIA,73.15,NA
12,04/10/2008,NORTH INDIA,70.92,106.03
13,27/09/2008,NORTH INDIA,70.90,107.21
14,20/09/2008,NORTH INDIA,69.74,104.73
15,13/09/2008,NORTH INDIA,69.91,100.15
16,06/09/2008,NORTH INDIA,70.66,99.60
17,30/08/2008,NORTH INDIA,70.83,99.07
18,23/08/2008,NORTH INDIA,71.49,99.80
19,16/08/2008,NORTH INDIA,72.53,100.51
20,09/08/2008,NORTH INDIA,72.66,98.69
21,02/08/2008,NORTH INDIA,73.55,98.13
22,26/07/2008,NORTH INDIA,75.65,97.45
23,19/07/2008,NORTH INDIA,75.80,98.87
24,12/07/2008,NORTH INDIA,78.98,98.68
25,05/07/2008,NORTH INDIA,80.92,99.50
26,28/06/2008,NORTH INDIA,82.33,102.28
27,21/06/2008,NORTH INDIA,82.09,99.64
28,14/06/2008,NORTH INDIA,80.83,96.62
29,07/06/2008,NORTH INDIA,77.28,92.72
30,31/05/2008,NORTH INDIA,76.23,92.19
31,24/05/2008,NORTH INDIA,74.42,92.02
32,17/05/2008,NORTH INDIA,73.81,91.47
33,10/05/2008,NORTH INDIA,73.87,90.53
34,03/05/2008,NORTH INDIA,76.19,90.21
35,26/04/2008,NORTH INDIA,78.47,93.45
36,19/04/2008,NORTH INDIA,78.06,95.02
37,12/04/2008,NORTH INDIA,82.93,87.72
38,05/04/2008,NORTH INDIA,75.45,78.98
39,29/03/2008,NORTH INDIA,54.19,63.29
40,22/03/2008,NORTH INDIA,NA,58.78
41,15/03/2008,NORTH INDIA,54.38,NA
42,08/03/2008,NORTH INDIA,54.39,66
43,01/03/2008,NORTH INDIA,NA,56
44,23/02/2008,NORTH INDIA,57.78,62.09
45,16/02/2008,NORTH INDIA,58.07,64.49
46,09/02/2008,NORTH INDIA,61.04,64.9
47,02/02/2008,NORTH INDIA,62.92,66.24
48,26/01/2008,NORTH INDIA,61.96,68.62
49,19/01/2008,NORTH INDIA,63.2,72.64
50,12/01/2008,NORTH INDIA,64.13,74.94
51,05/01/2008,NORTH INDIA,64.57,76.56
52,27/12/2008,SOUTH INDIA,50.96,64.40
53,20/12/2008,SOUTH INDIA,52.87,69.26
54,13/12/2008,SOUTH INDIA,51.24,66.08
55,06/12/2008,SOUTH INDIA,50.45,62.57
56,29/11/2008,SOUTH INDIA,49.72,67.73
57,22/11/2008,SOUTH INDIA,48.49,72.78
58,15/11/2008,SOUTH INDIA,46.94,72.52
59,08/11/2008,SOUTH INDIA,46.47,69.26
